Time,Call Sign,Altitude (ft),Speed (knots),Engine Performance,Deviation from Flight Path (nm),Fuel Efficiency (kg/hour)
13:31:30,UAE201,6892,484,Normal,3,1605
13:32:00,UAE201,33889,408,Normal,2,832
13:32:30,UAE201,9558,425,Abnormal,0,2041
13:33:00,UAE201,30604,449,Abnormal,1,322
13:33:30,UAE201,16851,428,Abnormal,3,1711
13:34:00,UAE201,23109,454,Normal,3,964
13:34:30,UAE201,25151,473,Normal,2,401
13:35:00,UAE201,18085,426,Abnormal,5,1078
13:35:30,UAE201,8682,463,Normal,4,1157
13:36:00,UAE201,35491,478,Normal,0,1743
13:36:30,UAE201,8936,401,Normal,3,1172
13:37:00,UAE201,33594,436,Abnormal,3,472
13:37:30,UAE201,35878,418,Abnormal,0,2212
13:38:00,UAE201,20296,455,Abnormal,0,2667
13:38:30,UAE201,23872,496,Abnormal,2,2098
13:39:00,UAE201,23146,494,Abnormal,4,1744
13:39:30,UAE201,6316,496,Abnormal,4,2514
13:40:00,UAE201,34883,459,Normal,4,2982
13:40:30,UAE201,38800,413,Normal,0,368
13:41:00,UAE201,33440,432,Abnormal,1,472
13:41:30,UAE201,32623,433,Normal,4,979
13:42:00,UAE201,28092,416,Normal,1,1612
13:42:30,UAE201,31258,449,Abnormal,4,239
13:43:00,UAE201,11528,447,Normal,2,139
13:43:30,UAE201,7473,431,Normal,1,2775
13:44:00,UAE201,9488,425,Normal,2,1470
13:44:30,UAE201,14225,491,Abnormal,2,2438
13:45:00,UAE201,8618,429,Normal,2,2009
13:45:30,UAE201,20603,454,Abnormal,4,627
13:46:00,UAE201,29607,458,Normal,5,349
13:46:30,UAE201,30557,414,Abnormal,1,2885
13:47:00,UAE201,20767,469,Abnormal,4,1387
13:47:30,UAE201,5339,482,Normal,0,1290
13:48:00,UAE201,7197,500,Normal,2,1607
13:48:30,UAE201,34310,412,Abnormal,3,2550
13:49:00,UAE201,14194,434,Normal,0,2140
13:49:30,UAE201,19532,469,Normal,3,1413
13:50:00,UAE201,24620,406,Abnormal,2,2222
13:50:30,UAE201,34821,500,Normal,5,940
13:51:00,UAE201,7698,498,Abnormal,1,2908
13:51:30,UAE201,12411,437,Normal,4,2145
13:52:00,UAE201,36989,407,Normal,3,2572
13:52:30,UAE201,21161,422,Abnormal,1,2082
13:53:00,UAE201,23995,471,Abnormal,1,1916
13:53:30,UAE201,14246,474,Normal,1,2824
13:54:00,UAE201,17067,451,Normal,0,2541
13:54:30,UAE201,9721,404,Abnormal,1,767
13:55:00,UAE201,34494,459,Normal,0,1733
13:55:30,UAE201,15623,495,Abnormal,3,1274
13:56:00,UAE201,31872,429,Normal,2,379
13:56:30,UAE201,24132,462,Normal,0,2430
13:57:00,UAE201,31405,406,Normal,1,2288
13:57:30,UAE201,30402,451,Normal,0,100
13:58:00,UAE201,13634,494,Normal,1,1995
13:58:30,UAE201,28783,438,Normal,0,901
13:59:00,UAE201,19142,462,Normal,2,886
13:59:30,UAE201,34730,463,Normal,5,1069
14:00:00,UAE201,23175,430,Normal,1,1209
14:00:30,UAE201,38169,457,Normal,4,1018
14:01:00,UAE201,8964,459,Normal,4,1517
14:01:30,UAE201,5710,472,Abnormal,0,400
14:02:00,UAE201,16942,418,Abnormal,1,1926
14:02:30,UAE201,21185,476,Normal,2,1996
14:03:00,UAE201,11394,492,Normal,5,854
14:03:30,UAE201,31952,405,Abnormal,5,220
14:04:00,UAE201,33419,427,Abnormal,2,1838
14:04:30,UAE201,36550,436,Abnormal,4,1788
14:05:00,UAE201,38783,488,Normal,5,211
14:05:30,UAE201,7782,418,Abnormal,0,1371
14:06:00,UAE201,27613,429,Abnormal,2,2550
14:06:30,UAE201,36180,428,Abnormal,5,656
14:07:00,UAE201,9529,418,Normal,3,228
14:07:30,UAE201,28834,402,Abnormal,5,390
14:08:00,UAE201,32124,426,Normal,2,643
14:08:30,UAE201,9945,436,Abnormal,3,619
14:09:00,UAE201,36693,497,Abnormal,3,979
14:09:30,UAE201,32029,498,Normal,2,1938
14:10:00,UAE201,5248,433,Abnormal,3,1885
14:10:30,UAE201,8011,446,Normal,3,1374
14:11:00,UAE201,23794,475,Abnormal,0,862
14:11:30,UAE201,17970,440,Normal,4,359
14:12:00,UAE201,28035,454,Normal,1,1044
14:12:30,UAE201,38993,469,Normal,5,237
14:13:00,UAE201,24805,451,Abnormal,3,1144
14:13:30,UAE201,23142,402,Normal,4,284
14:14:00,UAE201,15652,413,Abnormal,2,545
14:14:30,UAE201,26548,479,Abnormal,3,248
14:15:00,UAE201,17276,481,Normal,0,2084
14:15:30,UAE201,13381,492,Abnormal,0,1438
14:16:00,UAE201,28401,405,Normal,2,2171
14:16:30,UAE201,17287,448,Normal,3,334
14:17:00,UAE201,20902,406,Normal,4,2805
14:17:30,UAE201,14059,482,Normal,2,1362
14:18:00,UAE201,27640,457,Abnormal,3,1146
14:18:30,UAE201,10973,445,Normal,2,1208
14:19:00,UAE201,22459,418,Normal,2,1654
14:19:30,UAE201,7168,465,Abnormal,5,2349
14:20:00,UAE201,32198,439,Abnormal,5,2057
14:20:30,UAE201,17971,493,Normal,5,1588
14:21:00,UAE201,12114,463,Normal,0,2944
14:21:30,UAE201,17086,426,Normal,1,2155
14:22:00,UAE201,37311,471,Normal,0,2696
14:22:30,UAE201,32964,406,Abnormal,4,1260
14:23:00,UAE201,9701,459,Abnormal,3,1181
14:23:30,UAE201,31774,448,Normal,4,2124
14:24:00,UAE201,18305,480,Normal,4,2836
14:24:30,UAE201,13398,464,Abnormal,5,590
14:25:00,UAE201,9762,499,Abnormal,0,1336
14:25:30,UAE201,7315,452,Abnormal,5,1978
14:26:00,UAE201,6435,466,Abnormal,3,2751
14:26:30,UAE201,6305,474,Abnormal,1,462
14:27:00,UAE201,34182,485,Normal,4,2632
14:27:30,UAE201,12205,486,Abnormal,5,1619
14:28:00,UAE201,34344,447,Abnormal,3,787
14:28:30,UAE201,30677,480,Normal,1,103
14:29:00,UAE201,22356,479,Abnormal,3,1488
14:29:30,UAE201,27990,499,Normal,4,136
14:30:00,UAE201,7884,475,Abnormal,1,2464
14:30:30,UAE201,34784,424,Abnormal,5,2543
14:31:00,UAE201,32683,423,Abnormal,5,2691
14:31:30,UAE201,38926,481,Normal,0,101
14:32:00,UAE201,27795,459,Abnormal,2,1701
14:32:30,UAE201,5358,490,Normal,3,159
14:33:00,UAE201,25119,404,Abnormal,4,1760
14:33:30,UAE201,15457,474,Normal,0,1943
14:34:00,UAE201,10836,432,Normal,0,1189
14:34:30,UAE201,27735,487,Abnormal,5,1423
14:35:00,UAE201,12838,452,Normal,0,2190
14:35:30,UAE201,18329,450,Normal,3,806
14:36:00,UAE201,22129,436,Normal,4,2854
14:36:30,UAE201,8066,448,Normal,5,2197
14:37:00,UAE201,5469,499,Normal,3,1330
14:37:30,UAE201,18368,494,Abnormal,4,1263
14:38:00,UAE201,7195,483,Normal,0,1186
14:38:30,UAE201,16080,408,Normal,4,2190
14:39:00,UAE201,10125,445,Abnormal,1,2110
14:39:30,UAE201,29343,443,Abnormal,4,2968
14:40:00,UAE201,8369,445,Normal,1,2893
14:40:30,UAE201,22735,446,Normal,0,1641
14:41:00,UAE201,28460,420,Normal,5,2528
14:41:30,UAE201,33515,444,Normal,4,524
14:42:00,UAE201,32278,488,Normal,4,176
14:42:30,UAE201,37698,420,Abnormal,0,2557
14:43:00,UAE201,19385,432,Abnormal,1,896
14:43:30,UAE201,25924,481,Normal,2,1414
14:44:00,UAE201,21448,449,Abnormal,2,2454
14:44:30,UAE201,38647,408,Abnormal,0,979
14:45:00,UAE201,21026,429,Abnormal,5,1884
14:45:30,UAE201,33765,500,Abnormal,5,2527
14:46:00,UAE201,15686,468,Abnormal,3,923
14:46:30,UAE201,6133,475,Abnormal,3,2614
14:47:00,UAE201,12690,437,Abnormal,4,2580
14:47:30,UAE201,26650,500,Normal,1,242
14:48:00,UAE201,24671,426,Normal,3,544
14:48:30,UAE201,29133,471,Normal,2,275
14:49:00,UAE201,30115,442,Normal,2,388
14:49:30,UAE201,17447,433,Normal,5,1227
14:50:00,UAE201,19611,480,Normal,1,1107
14:50:30,UAE201,15144,473,Normal,2,559
14:51:00,UAE201,18165,451,Abnormal,1,2850
14:51:30,UAE201,11604,459,Abnormal,2,1401
14:52:00,UAE201,20090,462,Normal,5,2457
14:52:30,UAE201,19240,463,Abnormal,2,1781
14:53:00,UAE201,11536,400,Normal,5,2354
14:53:30,UAE201,28716,420,Abnormal,4,1113
14:54:00,UAE201,10055,438,Abnormal,5,432
14:54:30,UAE201,28126,427,Normal,2,1673
14:55:00,UAE201,20231,439,Abnormal,5,490
14:55:30,UAE201,28869,500,Abnormal,2,269
14:56:00,UAE201,38091,427,Abnormal,4,2245
14:56:30,UAE201,24917,458,Abnormal,4,136
14:57:00,UAE201,5454,481,Normal,2,2150
14:57:30,UAE201,14149,490,Normal,1,2712
14:58:00,UAE201,33471,484,Abnormal,1,843
14:58:30,UAE201,33756,422,Normal,3,2394
14:59:00,UAE201,15880,433,Abnormal,1,1622
14:59:30,UAE201,38580,403,Abnormal,0,489
15:00:00,UAE201,36951,424,Abnormal,3,1018
15:00:30,UAE201,10005,400,Normal,1,2963
15:01:00,UAE201,28708,492,Normal,4,2723
15:01:30,UAE201,25812,433,Abnormal,4,1116
15:02:00,UAE201,31544,408,Normal,4,2869
15:02:30,UAE201,26877,456,Normal,1,1762
15:03:00,UAE201,11924,424,Abnormal,0,2949
15:03:30,UAE201,16747,487,Abnormal,4,2083
15:04:00,UAE201,24980,417,Normal,0,2616
15:04:30,UAE201,16142,452,Abnormal,2,1615
15:05:00,UAE201,26993,404,Abnormal,1,2408
15:05:30,UAE201,19362,433,Normal,1,2955
15:06:00,UAE201,20934,488,Abnormal,0,1986
15:06:30,UAE201,15681,444,Abnormal,3,922
15:07:00,UAE201,31392,409,Normal,4,1158
15:07:30,UAE201,6558,448,Normal,1,811
15:08:00,UAE201,26787,487,Abnormal,0,1717
15:08:30,UAE201,30945,400,Normal,0,2559
15:09:00,UAE201,23198,491,Normal,4,2738
15:09:30,UAE201,40000,484,Abnormal,2,397
15:10:00,UAE201,28815,461,Abnormal,3,2496
15:10:30,UAE201,12213,484,Abnormal,3,608
15:11:00,UAE201,22713,488,Abnormal,4,1847
15:11:30,UAE201,36156,454,Abnormal,3,2224
15:12:00,UAE201,30503,454,Normal,1,248
15:12:30,UAE201,31430,499,Normal,5,2583
15:13:00,UAE201,36268,491,Normal,5,1835
15:13:30,UAE201,33430,456,Abnormal,4,344
15:14:00,UAE201,5486,471,Normal,5,1274
15:14:30,UAE201,33470,401,Normal,1,1904
15:15:00,UAE201,9212,494,Normal,2,1505
15:15:30,UAE201,37078,463,Abnormal,1,2319
15:16:00,UAE201,16181,408,Abnormal,3,1195
15:16:30,UAE201,38359,448,Normal,4,2947
15:17:00,UAE201,29041,491,Abnormal,4,2866
15:17:30,UAE201,23798,462,Normal,3,2677
15:18:00,UAE201,6666,466,Normal,2,815
15:18:30,UAE201,7503,473,Abnormal,5,2119
15:19:00,UAE201,26486,432,Abnormal,4,2650
15:19:30,UAE201,13190,451,Normal,1,2950
15:20:00,UAE201,23213,452,Abnormal,3,226
15:20:30,UAE201,20160,437,Abnormal,0,2434
15:21:00,UAE201,23444,495,Abnormal,0,1822
15:21:30,UAE201,23614,480,Normal,5,1364
15:22:00,UAE201,10452,438,Abnormal,1,1366
15:22:30,UAE201,12778,429,Normal,2,889
15:23:00,UAE201,8337,425,Normal,4,1089
15:23:30,UAE201,27721,421,Abnormal,4,265
15:24:00,UAE201,13824,474,Normal,1,911
15:24:30,UAE201,9729,466,Abnormal,5,2983
15:25:00,UAE201,15042,440,Abnormal,4,273
15:25:30,UAE201,13317,407,Normal,3,860
15:26:00,UAE201,6813,459,Normal,2,983
15:26:30,UAE201,14934,485,Normal,4,2088
15:27:00,UAE201,34228,426,Abnormal,5,143
15:27:30,UAE201,37176,436,Normal,3,2285
15:28:00,UAE201,14012,493,Normal,0,605
15:28:30,UAE201,29101,410,Abnormal,1,2304
15:29:00,UAE201,5315,466,Abnormal,1,368
15:29:30,UAE201,14133,401,Normal,4,2159
15:30:00,UAE201,33822,428,Normal,0,1791
15:30:30,UAE201,16623,462,Abnormal,4,2626
15:31:00,UAE201,28669,433,Normal,4,1110
15:31:30,UAE201,13768,494,Abnormal,4,1691
15:32:00,UAE201,20943,477,Abnormal,4,2042
15:32:30,UAE201,35912,477,Abnormal,5,1751
15:33:00,UAE201,23449,489,Abnormal,5,1991
15:33:30,UAE201,25999,443,Abnormal,0,928
15:34:00,UAE201,24687,434,Abnormal,0,2473
15:34:30,UAE201,35777,487,Abnormal,0,2291
15:35:00,UAE201,30170,479,Normal,2,2767
15:35:30,UAE201,10871,435,Abnormal,3,2721
15:36:00,UAE201,36881,471,Abnormal,4,2658
15:36:30,UAE201,15867,490,Abnormal,2,862
15:37:00,UAE201,35652,467,Abnormal,1,916
15:37:30,UAE201,7829,420,Abnormal,1,116
15:38:00,UAE201,31547,429,Abnormal,4,780
15:38:30,UAE201,21090,457,Normal,2,1215
15:39:00,UAE201,20010,481,Abnormal,1,2121
15:39:30,UAE201,27111,468,Normal,0,1404
15:40:00,UAE201,30732,500,Abnormal,3,285
15:40:30,UAE201,5308,401,Normal,2,1805
15:41:00,UAE201,16454,416,Normal,1,2581
15:41:30,UAE201,10285,445,Abnormal,0,382
15:42:00,UAE201,17512,434,Abnormal,0,1403
15:42:30,UAE201,14994,405,Abnormal,3,689
15:43:00,UAE201,29352,403,Normal,1,185
15:43:30,UAE201,9698,400,Normal,5,1034
15:44:00,UAE201,24906,446,Abnormal,3,1493
15:44:30,UAE201,30757,427,Normal,1,1278
15:45:00,UAE201,31396,463,Normal,0,1453
15:45:30,UAE201,28733,451,Normal,0,619
15:46:00,UAE201,39200,497,Abnormal,2,1887
15:46:30,UAE201,24698,469,Abnormal,4,1035
15:47:00,UAE201,31185,467,Normal,4,1036
15:47:30,UAE201,26910,476,Normal,2,1924
15:48:00,UAE201,8937,472,Abnormal,1,2597
15:48:30,UAE201,8921,437,Normal,2,2619
15:49:00,UAE201,33651,474,Normal,5,2443
15:49:30,UAE201,33352,494,Normal,1,2622
15:50:00,UAE201,29789,472,Normal,0,2411
15:50:30,UAE201,5512,421,Abnormal,5,1259
15:51:00,UAE201,6978,495,Abnormal,1,403
15:51:30,UAE201,16309,458,Abnormal,3,859
15:52:00,UAE201,11613,420,Abnormal,0,1615
15:52:30,UAE201,34496,460,Normal,1,1414
15:53:00,UAE201,18012,415,Abnormal,3,1807
15:53:30,UAE201,23495,437,Abnormal,4,898
15:54:00,UAE201,13245,479,Normal,4,188
15:54:30,UAE201,6368,487,Abnormal,5,406
15:55:00,UAE201,9077,471,Normal,4,2566
15:55:30,UAE201,39100,424,Normal,1,2438
15:56:00,UAE201,9896,461,Abnormal,4,1407
15:56:30,UAE201,5044,438,Abnormal,1,241
15:57:00,UAE201,6972,461,Normal,3,122
15:57:30,UAE201,22986,429,Abnormal,0,2036
15:58:00,UAE201,33974,448,Normal,0,2757
15:58:30,UAE201,17335,489,Normal,4,2250
15:59:00,UAE201,32031,448,Abnormal,3,189
15:59:30,UAE201,20947,439,Abnormal,2,1310
16:00:00,UAE201,16988,425,Normal,5,1329
16:00:30,UAE201,37635,418,Normal,3,2305
16:01:00,UAE201,33377,444,Normal,3,1496
16:01:30,UAE201,39161,414,Abnormal,2,1419
16:02:00,UAE201,16232,416,Abnormal,0,360
16:02:30,UAE201,36450,500,Normal,4,730
16:03:00,UAE201,13564,458,Normal,4,219
16:03:30,UAE201,16167,475,Abnormal,0,1943
16:04:00,UAE201,8384,488,Abnormal,0,2701
16:04:30,UAE201,28515,402,Normal,3,1576
16:05:00,UAE201,36196,500,Abnormal,1,2613
16:05:30,UAE201,15534,421,Normal,3,962
16:06:00,UAE201,17403,406,Abnormal,2,1912
16:06:30,UAE201,32543,482,Abnormal,0,1921
16:07:00,UAE201,9439,457,Abnormal,5,2433
16:07:30,UAE201,36116,421,Normal,2,1360
16:08:00,UAE201,18113,407,Abnormal,1,1394
16:08:30,UAE201,7860,410,Normal,5,1930
16:09:00,UAE201,39513,466,Abnormal,3,1456
16:09:30,UAE201,23636,476,Abnormal,2,1940
16:10:00,UAE201,19638,495,Normal,4,2355
16:10:30,UAE201,7423,447,Normal,1,1427
16:11:00,UAE201,14516,474,Normal,3,2542
16:11:30,UAE201,37695,436,Abnormal,5,2208
16:12:00,UAE201,16174,458,Abnormal,5,1301
16:12:30,UAE201,20976,410,Abnormal,2,1647
16:13:00,UAE201,18027,442,Normal,3,1686
16:13:30,UAE201,18275,407,Abnormal,2,174
16:14:00,UAE201,23436,415,Normal,2,2443
16:14:30,UAE201,30412,459,Normal,0,2564
16:15:00,UAE201,20715,473,Abnormal,0,814
16:15:30,UAE201,17407,426,Abnormal,2,1003
16:16:00,UAE201,22001,429,Abnormal,4,203
16:16:30,UAE201,13583,480,Normal,3,2970
16:17:00,UAE201,27565,470,Normal,4,1653
16:17:30,UAE201,39148,422,Abnormal,4,1878
16:18:00,UAE201,30498,437,Abnormal,5,907
16:18:30,UAE201,28231,438,Abnormal,5,2272
16:19:00,UAE201,18697,459,Abnormal,5,1415
16:19:30,UAE201,22168,497,Abnormal,1,2383
16:20:00,UAE201,38782,455,Normal,3,2583
16:20:30,UAE201,32686,497,Abnormal,2,289
16:21:00,UAE201,32532,458,Normal,3,139
16:21:30,UAE201,12129,415,Abnormal,0,962
16:22:00,UAE201,11799,425,Normal,2,2865
16:22:30,UAE201,28892,460,Normal,2,2289
16:23:00,UAE201,23875,425,Abnormal,2,465
16:23:30,UAE201,7065,475,Normal,1,2368
16:24:00,UAE201,13412,459,Normal,0,2484
16:24:30,UAE201,7418,490,Normal,1,2496
16:25:00,UAE201,9019,436,Abnormal,5,2354
16:25:30,UAE201,5741,437,Normal,0,2314
16:26:00,UAE201,10291,402,Abnormal,1,1746
16:26:30,UAE201,13338,485,Abnormal,4,2062
16:27:00,UAE201,37715,497,Normal,4,355
16:27:30,UAE201,8939,455,Abnormal,1,2596
16:28:00,UAE201,5310,456,Normal,1,305
16:28:30,UAE201,28861,405,Abnormal,1,1983
16:29:00,UAE201,15187,482,Abnormal,2,2679
16:29:30,UAE201,34524,459,Normal,1,318
16:30:00,UAE201,6735,486,Abnormal,0,1554
16:30:30,UAE201,26317,414,Normal,0,703
16:31:00,UAE201,9867,410,Normal,2,375
16:31:30,UAE201,29753,484,Normal,0,1365
16:32:00,UAE201,7939,412,Abnormal,5,739
16:32:30,UAE201,14644,452,Abnormal,0,2334
16:33:00,UAE201,31365,477,Abnormal,4,874
16:33:30,UAE201,17562,494,Abnormal,0,1023
16:34:00,UAE201,34197,411,Normal,0,2015
16:34:30,UAE201,13075,457,Abnormal,4,1906
16:35:00,UAE201,10187,487,Abnormal,0,1588
16:35:30,UAE201,34543,483,Normal,5,2554
16:36:00,UAE201,26056,489,Normal,0,2952
16:36:30,UAE201,35443,416,Abnormal,2,1884
16:37:00,UAE201,6041,409,Normal,2,982
16:37:30,UAE201,21800,488,Abnormal,0,2827
16:38:00,UAE201,31541,415,Normal,5,339
16:38:30,UAE201,22659,428,Abnormal,3,2261
16:39:00,UAE201,20001,477,Normal,3,2754
16:39:30,UAE201,7678,500,Normal,4,2385
16:40:00,UAE201,8271,452,Normal,0,1843
16:40:30,UAE201,27587,487,Abnormal,0,857
16:41:00,UAE201,33247,500,Abnormal,0,2386
16:41:30,UAE201,21958,477,Normal,1,723
16:42:00,UAE201,34433,486,Abnormal,5,828
16:42:30,UAE201,15667,443,Normal,2,2866
16:43:00,UAE201,11936,470,Normal,4,1747
16:43:30,UAE201,23251,427,Abnormal,0,1469
16:44:00,UAE201,21693,409,Abnormal,1,2705
16:44:30,UAE201,19576,487,Normal,0,265
16:45:00,UAE201,37230,417,Abnormal,5,1987
16:45:30,UAE201,33959,487,Abnormal,3,102
16:46:00,UAE201,28667,449,Abnormal,0,859
16:46:30,UAE201,32770,414,Abnormal,0,2885
16:47:00,UAE201,11123,483,Normal,4,642
16:47:30,UAE201,10947,486,Normal,3,196
16:48:00,UAE201,29495,480,Abnormal,4,1385
16:48:30,UAE201,31826,472,Normal,3,737
16:49:00,UAE201,31520,409,Normal,5,2320
16:49:30,UAE201,8106,427,Normal,2,639
16:50:00,UAE201,11193,475,Abnormal,3,839
16:50:30,UAE201,18794,476,Abnormal,2,1018
16:51:00,UAE201,39793,484,Abnormal,4,2234
16:51:30,UAE201,5245,472,Normal,3,1195
16:52:00,UAE201,37744,452,Abnormal,0,1962
16:52:30,UAE201,29584,424,Abnormal,3,1018
16:53:00,UAE201,32798,470,Abnormal,0,2248
16:53:30,UAE201,25607,495,Abnormal,2,857
16:54:00,UAE201,14812,479,Abnormal,3,2999
16:54:30,UAE201,22055,402,Abnormal,0,2680
16:55:00,UAE201,14330,407,Abnormal,4,240
16:55:30,UAE201,13092,477,Normal,3,168
16:56:00,UAE201,30343,417,Normal,4,2811
16:56:30,UAE201,33748,402,Normal,1,1967
16:57:00,UAE201,39142,442,Abnormal,3,2945
16:57:30,UAE201,35812,445,Abnormal,2,1938
16:58:00,UAE201,36047,409,Abnormal,5,812
16:58:30,UAE201,31733,400,Abnormal,1,1060
16:59:00,UAE201,17667,442,Abnormal,3,1528
16:59:30,UAE201,9136,483,Abnormal,4,2953
17:00:00,UAE201,9453,412,Abnormal,4,393
17:00:30,UAE201,15791,500,Abnormal,4,2719
17:01:00,UAE201,26233,432,Normal,5,1228
17:01:30,UAE201,7051,419,Normal,1,2182
17:02:00,UAE201,24127,425,Normal,0,1100
17:02:30,UAE201,37516,411,Abnormal,0,618
17:03:00,UAE201,13701,447,Abnormal,2,2262
17:03:30,UAE201,32126,413,Normal,0,2496
17:04:00,UAE201,16675,490,Abnormal,1,2379
17:04:30,UAE201,36497,472,Normal,5,2294
17:05:00,UAE201,5336,447,Normal,4,1671
17:05:30,UAE201,39687,446,Abnormal,3,1516
17:06:00,UAE201,7981,455,Abnormal,5,2054
17:06:30,UAE201,25199,487,Normal,0,1905
17:07:00,UAE201,25925,420,Normal,2,979
17:07:30,UAE201,17107,438,Normal,2,2582
17:08:00,UAE201,10638,486,Abnormal,3,960
17:08:30,UAE201,16121,425,Abnormal,1,2077
17:09:00,UAE201,31442,477,Normal,0,374
17:09:30,UAE201,31185,485,Abnormal,4,2201
17:10:00,UAE201,14345,449,Abnormal,5,2940
17:10:30,UAE201,12938,438,Normal,4,579
17:11:00,UAE201,31858,487,Abnormal,3,2385
17:11:30,UAE201,24686,492,Normal,5,459
17:12:00,UAE201,21669,484,Abnormal,4,2637
17:12:30,UAE201,38545,492,Normal,0,1896
17:13:00,UAE201,36074,445,Normal,2,1510
17:13:30,UAE201,7944,500,Abnormal,0,1978
17:14:00,UAE201,16494,477,Normal,3,2114
17:14:30,UAE201,19994,411,Abnormal,1,2299
17:15:00,UAE201,34530,494,Normal,0,149
17:15:30,UAE201,38927,477,Normal,3,436
17:16:00,UAE201,17114,441,Normal,5,706
17:16:30,UAE201,9374,444,Normal,2,2642
17:17:00,UAE201,14098,455,Normal,2,1563
17:17:30,UAE201,32753,484,Normal,0,2432
17:18:00,UAE201,7175,405,Abnormal,1,330
17:18:30,UAE201,25619,479,Normal,0,1084
17:19:00,UAE201,22909,415,Abnormal,1,1858
17:19:30,UAE201,34508,466,Normal,4,994
17:20:00,UAE201,24083,437,Normal,0,2877
17:20:30,UAE201,34199,421,Abnormal,0,1219
17:21:00,UAE201,34531,406,Normal,1,401
17:21:30,UAE201,21880,449,Normal,3,1512
17:22:00,UAE201,39847,500,Normal,2,101
17:22:30,UAE201,33034,411,Normal,5,2176
17:23:00,UAE201,35278,417,Abnormal,0,2266
17:23:30,UAE201,8172,431,Abnormal,2,1066
17:24:00,UAE201,19855,458,Normal,0,401
17:24:30,UAE201,34276,412,Abnormal,3,2664
17:25:00,UAE201,38262,484,Normal,4,1751
17:25:30,UAE201,14601,469,Normal,4,2978
17:26:00,UAE201,26677,465,Abnormal,4,1290
17:26:30,UAE201,15161,415,Normal,3,2690
17:27:00,UAE201,33867,416,Normal,0,733
17:27:30,UAE201,10991,447,Abnormal,4,2259
17:28:00,UAE201,36085,480,Normal,0,1341
17:28:30,UAE201,5797,484,Abnormal,1,465
17:29:00,UAE201,31217,452,Normal,0,693
17:29:30,UAE201,14112,484,Abnormal,0,518
17:30:00,UAE201,7648,475,Abnormal,5,2689
17:30:30,UAE201,33556,459,Abnormal,4,197
17:31:00,UAE201,8604,432,Abnormal,5,381
17:31:30,UAE201,14448,494,Abnormal,2,2857
17:32:00,UAE201,34801,409,Normal,0,1248
17:32:30,UAE201,8434,445,Abnormal,3,2521
17:33:00,UAE201,37944,429,Normal,0,1627
17:33:30,UAE201,23832,482,Abnormal,0,292
17:34:00,UAE201,24451,493,Normal,5,2575
17:34:30,UAE201,19991,497,Normal,1,438
17:35:00,UAE201,7716,482,Normal,0,2148
17:35:30,UAE201,11515,409,Abnormal,1,1188
17:36:00,UAE201,15523,431,Normal,1,417
17:36:30,UAE201,8382,463,Normal,4,2361
17:37:00,UAE201,39778,453,Abnormal,3,1719
17:37:30,UAE201,11101,421,Abnormal,2,893
17:38:00,UAE201,32062,468,Abnormal,0,1174
17:38:30,UAE201,18075,431,Normal,2,749
17:39:00,UAE201,5337,488,Normal,1,238
17:39:30,UAE201,34495,485,Normal,3,1991
17:40:00,UAE201,27561,457,Abnormal,3,1678
17:40:30,UAE201,6387,442,Abnormal,3,2393
17:41:00,UAE201,17936,452,Abnormal,1,1854
17:41:30,UAE201,31328,459,Normal,2,1681
17:42:00,UAE201,9568,448,Normal,3,2810
17:42:30,UAE201,16651,416,Normal,5,2396
17:43:00,UAE201,15721,431,Normal,5,2645
17:43:30,UAE201,20275,478,Abnormal,3,1278
17:44:00,UAE201,39977,422,Normal,1,226
17:44:30,UAE201,10753,460,Abnormal,2,2989
17:45:00,UAE201,32516,440,Abnormal,3,2021
17:45:30,UAE201,35799,487,Normal,4,1121
17:46:00,UAE201,7901,459,Normal,4,1825
17:46:30,UAE201,29327,482,Normal,0,2648
17:47:00,UAE201,10440,434,Normal,5,1205
17:47:30,UAE201,24487,484,Normal,5,589
17:48:00,UAE201,17125,414,Abnormal,5,2050
17:48:30,UAE201,18722,499,Abnormal,2,1668
17:49:00,UAE201,34095,451,Normal,4,2498
17:49:30,UAE201,29972,466,Normal,2,1274
17:50:00,UAE201,10615,406,Normal,1,2134
17:50:30,UAE201,9074,474,Normal,0,562
17:51:00,UAE201,31647,420,Abnormal,2,2398
17:51:30,UAE201,15468,423,Normal,3,2605
17:52:00,UAE201,12134,489,Normal,1,1771
17:52:30,UAE201,17152,499,Normal,4,815
17:53:00,UAE201,30989,498,Normal,3,2439
17:53:30,UAE201,33984,472,Abnormal,4,2265
17:54:00,UAE201,29151,441,Normal,5,1326
17:54:30,UAE201,35592,458,Abnormal,5,2931
17:55:00,UAE201,32123,458,Abnormal,0,2681
17:55:30,UAE201,23898,464,Normal,2,2954
17:56:00,UAE201,39381,447,Normal,2,1606
17:56:30,UAE201,8982,471,Abnormal,0,113
17:57:00,UAE201,13935,479,Abnormal,2,591
17:57:30,UAE201,19369,451,Abnormal,0,610
17:58:00,UAE201,23207,485,Abnormal,5,1464
17:58:30,UAE201,13707,451,Abnormal,2,1477
17:59:00,UAE201,19098,451,Normal,3,161
17:59:30,UAE201,27050,419,Normal,0,1125
18:00:00,UAE201,12892,441,Abnormal,3,648
18:00:30,UAE201,11286,435,Abnormal,4,2318
18:01:00,UAE201,38068,411,Normal,3,2775
18:01:30,UAE201,21907,499,Normal,4,2959
18:02:00,UAE201,10139,485,Normal,3,408
