Time,Position,Weather Condition,Wind Speed,Temperature
18:22:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,20°C
18:23:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,32°C
18:23:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,30°C
18:24:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,35°C
18:24:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,33°C
18:25:00,"('28.7041° N', '77.1025° E')",Fog,20 knots,29°C
18:25:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,22°C
18:26:00,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,28°C
18:26:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,25°C
18:27:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,27°C
18:27:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,26°C
18:28:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,26°C
18:28:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,28°C
18:29:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,34°C
18:29:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,22°C
18:30:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,35°C
18:30:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,22°C
18:31:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,34°C
18:31:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,30°C
18:32:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,23°C
18:32:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,21°C
18:33:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,21°C
18:33:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,29°C
18:34:00,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,28°C
18:34:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,29°C
18:35:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,32°C
18:35:30,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,27°C
18:36:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,25°C
18:36:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,24°C
18:37:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,31°C
18:37:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,34°C
18:38:00,"('40.6413° N', '-73.7781° W')",Fog,20 knots,22°C
18:38:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,24°C
18:39:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,25°C
18:39:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,35°C
18:40:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,23°C
18:40:30,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,21°C
18:41:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,34°C
18:41:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,27°C
18:42:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,28°C
18:42:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,21°C
18:43:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,33°C
18:43:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,32°C
18:44:00,"('34.0837° N', '74.7973° E')",Fog,15 knots,35°C
18:44:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,20 knots,26°C
18:45:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,34°C
18:45:30,"('26.0765° N', '56.2406° E')",Fog,15 knots,24°C
18:46:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,33°C
18:46:30,"('26.0765° N', '56.2406° E')",Clear,10 knots,27°C
18:47:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,35°C
18:47:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,30°C
18:48:00,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,24°C
18:48:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,28°C
18:49:00,"('25.2532° N', '55.3657° E')",Clear,20 knots,23°C
18:49:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,26°C
18:50:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,31°C
18:50:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,32°C
18:51:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,34°C
18:51:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,33°C
18:52:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,30°C
18:52:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,25°C
18:53:00,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,28°C
18:53:30,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,30°C
18:54:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,26°C
18:54:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,28°C
18:55:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,20°C
18:55:30,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,25°C
18:56:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,33°C
18:56:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,28°C
18:57:00,"('25.2532° N', '55.3657° E')",Fog,15 knots,27°C
18:57:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,31°C
18:58:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,30°C
18:58:30,"('28.7041° N', '77.1025° E')",Fog,15 knots,30°C
18:59:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,26°C
18:59:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,20°C
19:00:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,20°C
19:00:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,33°C
19:01:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,35°C
19:01:30,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,24°C
19:02:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,27°C
19:02:30,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,34°C
19:03:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,28°C
19:03:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,25°C
19:04:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,33°C
19:04:30,"('28.7041° N', '77.1025° E')",Fog,15 knots,25°C
19:05:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,34°C
19:05:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,30°C
19:06:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,21°C
19:06:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,23°C
19:07:00,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,33°C
19:07:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,35°C
19:08:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,31°C
19:08:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,10 knots,20°C
19:09:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,30°C
19:09:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,21°C
19:10:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,26°C
19:10:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,20°C
19:11:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,27°C
19:11:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,26°C
19:12:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,33°C
19:12:30,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,29°C
19:13:00,"('28.7041° N', '77.1025° E')",Fog,15 knots,27°C
19:13:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,29°C
19:14:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,23°C
19:14:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,28°C
19:15:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,26°C
19:15:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,29°C
19:16:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,35°C
19:16:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,32°C
19:17:00,"('28.7041° N', '77.1025° E')",Clear,20 knots,24°C
19:17:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,28°C
19:18:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,27°C
19:18:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,31°C
19:19:00,"('34.0837° N', '74.7973° E')",Fog,10 knots,20°C
19:19:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,25°C
19:20:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,27°C
19:20:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,31°C
19:21:00,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,33°C
19:21:30,"('28.7041° N', '77.1025° E')",Clear,10 knots,27°C
19:22:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,35°C
19:22:30,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,24°C
19:23:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,34°C
19:23:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,26°C
19:24:00,"('26.0765° N', '56.2406° E')",Fog,15 knots,32°C
19:24:30,"('26.0765° N', '56.2406° E')",Fog,10 knots,29°C
19:25:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,20 knots,26°C
19:25:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,21°C
19:26:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,21°C
19:26:30,"('28.7041° N', '77.1025° E')",Icing Conditions,10 knots,24°C
19:27:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,26°C
19:27:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,26°C
19:28:00,"('40.6413° N', '-73.7781° W')",Fog,10 knots,32°C
19:28:30,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,32°C
19:29:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,24°C
19:29:30,"('34.0837° N', '74.7973° E')",Fog,10 knots,20°C
19:30:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,24°C
19:30:30,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,30°C
19:31:00,"('40.6413° N', '-73.7781° W')",Icing Conditions,15 knots,34°C
19:31:30,"('34.0837° N', '74.7973° E')",Fog,10 knots,23°C
19:32:00,"('25.2532° N', '55.3657° E')",Fog,15 knots,31°C
19:32:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,22°C
19:33:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,30°C
19:33:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,22°C
19:34:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,26°C
19:34:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,28°C
19:35:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,27°C
19:35:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,23°C
19:36:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,35°C
19:36:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,32°C
19:37:00,"('26.0765° N', '56.2406° E')",Fog,10 knots,27°C
19:37:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,21°C
19:38:00,"('40.6413° N', '-73.7781° W')",Clear,20 knots,22°C
19:38:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,24°C
19:39:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,26°C
19:39:30,"('26.0765° N', '56.2406° E')",Fog,15 knots,27°C
19:40:00,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,32°C
19:40:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,35°C
19:41:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,28°C
19:41:30,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,23°C
19:42:00,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,28°C
19:42:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,24°C
19:43:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,23°C
19:43:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,28°C
19:44:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,25°C
19:44:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,32°C
19:45:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,30°C
19:45:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,21°C
19:46:00,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,29°C
19:46:30,"('26.0765° N', '56.2406° E')",Fog,20 knots,20°C
19:47:00,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,29°C
19:47:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,26°C
19:48:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,22°C
19:48:30,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,25°C
19:49:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,23°C
19:49:30,"('34.0837° N', '74.7973° E')",Thunderstorms,10 knots,26°C
19:50:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,32°C
19:50:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,25°C
19:51:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,25°C
19:51:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,24°C
19:52:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,33°C
19:52:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,31°C
19:53:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,31°C
19:53:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,23°C
19:54:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,30°C
19:54:30,"('26.0765° N', '56.2406° E')",Icing Conditions,20 knots,29°C
19:55:00,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,28°C
19:55:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,21°C
19:56:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,25°C
19:56:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,31°C
19:57:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,32°C
19:57:30,"('25.2532° N', '55.3657° E')",Icing Conditions,15 knots,35°C
19:58:00,"('25.2532° N', '55.3657° E')",Clear,10 knots,30°C
19:58:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,20°C
19:59:00,"('34.0837° N', '74.7973° E')",Clear,10 knots,35°C
19:59:30,"('28.7041° N', '77.1025° E')",Fog,10 knots,32°C
20:00:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,21°C
20:00:30,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,24°C
20:01:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,27°C
20:01:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,25°C
20:02:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,25°C
20:02:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,22°C
20:03:00,"('40.6413° N', '-73.7781° W')",Fog,20 knots,23°C
20:03:30,"('28.7041° N', '77.1025° E')",Clear,10 knots,21°C
20:04:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,10 knots,25°C
20:04:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,21°C
20:05:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,26°C
20:05:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,32°C
20:06:00,"('40.6413° N', '-73.7781° W')",Fog,10 knots,29°C
20:06:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,15 knots,24°C
20:07:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,31°C
20:07:30,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,34°C
20:08:00,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,10 knots,32°C
20:08:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,24°C
20:09:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,28°C
20:09:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,26°C
20:10:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,35°C
20:10:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,10 knots,29°C
20:11:00,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,29°C
20:11:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,29°C
20:12:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,29°C
20:12:30,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,34°C
20:13:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,29°C
20:13:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,29°C
20:14:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,30°C
20:14:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,33°C
20:15:00,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,30°C
20:15:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,22°C
20:16:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,33°C
20:16:30,"('26.0765° N', '56.2406° E')",Fog,15 knots,29°C
20:17:00,"('25.2532° N', '55.3657° E')",Fog,10 knots,20°C
20:17:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,25°C
20:18:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,35°C
20:18:30,"('25.2532° N', '55.3657° E')",Clear,15 knots,23°C
20:19:00,"('26.0765° N', '56.2406° E')",Clear,20 knots,24°C
20:19:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,31°C
20:20:00,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,35°C
20:20:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,35°C
20:21:00,"('26.0765° N', '56.2406° E')",Clear,10 knots,35°C
20:21:30,"('25.2532° N', '55.3657° E')",Thunderstorms,10 knots,34°C
20:22:00,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,27°C
20:22:30,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,23°C
20:23:00,"('26.0765° N', '56.2406° E')",Clear,15 knots,31°C
20:23:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,20°C
20:24:00,"('25.2532° N', '55.3657° E')",Clear,10 knots,20°C
20:24:30,"('40.6413° N', '-73.7781° W')",Clear,20 knots,27°C
20:25:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,25°C
20:25:30,"('40.6413° N', '-73.7781° W')",Clear,15 knots,22°C
20:26:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,34°C
20:26:30,"('25.2532° N', '55.3657° E')",Fog,15 knots,28°C
20:27:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,24°C
20:27:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,28°C
20:28:00,"('40.6413° N', '-73.7781° W')",Fog,20 knots,25°C
20:28:30,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,22°C
20:29:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,28°C
20:29:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,32°C
20:30:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,30°C
20:30:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,26°C
20:31:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,20°C
20:31:30,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,30°C
20:32:00,"('26.0765° N', '56.2406° E')",Thunderstorms,15 knots,24°C
20:32:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,35°C
20:33:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,29°C
20:33:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,33°C
20:34:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,20°C
20:34:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,20°C
20:35:00,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,28°C
20:35:30,"('26.0765° N', '56.2406° E')",Clear,20 knots,23°C
20:36:00,"('34.0837° N', '74.7973° E')",Thunderstorms,20 knots,33°C
20:36:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,21°C
20:37:00,"('34.0837° N', '74.7973° E')",Fog,10 knots,31°C
20:37:30,"('28.7041° N', '77.1025° E')",Icing Conditions,15 knots,29°C
20:38:00,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,34°C
20:38:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,27°C
20:39:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,29°C
20:39:30,"('34.0837° N', '74.7973° E')",Icing Conditions,15 knots,24°C
20:40:00,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,22°C
20:40:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,34°C
20:41:00,"('34.0837° N', '74.7973° E')",Thunderstorms,15 knots,26°C
20:41:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,25°C
20:42:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,34°C
20:42:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,15 knots,28°C
20:43:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,15 knots,24°C
20:43:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,26°C
20:44:00,"('28.7041° N', '77.1025° E')",Clear,15 knots,23°C
20:44:30,"('26.0765° N', '56.2406° E')",Thunderstorms,20 knots,31°C
20:45:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,21°C
20:45:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,21°C
20:46:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,32°C
20:46:30,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,33°C
20:47:00,"('25.2532° N', '55.3657° E')",Thunderstorms,20 knots,24°C
20:47:30,"('40.6413° N', '-73.7781° W')",Moderate Turbulence,20 knots,23°C
20:48:00,"('34.0837° N', '74.7973° E')",Clear,15 knots,26°C
20:48:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,29°C
20:49:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,25°C
20:49:30,"('40.6413° N', '-73.7781° W')",Fog,10 knots,31°C
20:50:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,30°C
20:50:30,"('34.0837° N', '74.7973° E')",Clear,15 knots,30°C
20:51:00,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,26°C
20:51:30,"('28.7041° N', '77.1025° E')",Clear,15 knots,29°C
20:52:00,"('34.0837° N', '74.7973° E')",Fog,15 knots,35°C
20:52:30,"('40.6413° N', '-73.7781° W')",Fog,15 knots,26°C
20:53:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,32°C
20:53:30,"('28.7041° N', '77.1025° E')",Thunderstorms,10 knots,32°C
20:54:00,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,35°C
20:54:30,"('28.7041° N', '77.1025° E')",Fog,15 knots,29°C
20:55:00,"('28.7041° N', '77.1025° E')",Thunderstorms,20 knots,20°C
20:55:30,"('26.0765° N', '56.2406° E')",Icing Conditions,10 knots,33°C
20:56:00,"('34.0837° N', '74.7973° E')",Moderate Turbulence,10 knots,21°C
20:56:30,"('40.6413° N', '-73.7781° W')",Icing Conditions,20 knots,31°C
20:57:00,"('25.2532° N', '55.3657° E')",Fog,15 knots,28°C
20:57:30,"('25.2532° N', '55.3657° E')",Clear,20 knots,24°C
20:58:00,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,30°C
20:58:30,"('40.6413° N', '-73.7781° W')",Clear,10 knots,22°C
20:59:00,"('40.6413° N', '-73.7781° W')",Fog,15 knots,34°C
20:59:30,"('34.0837° N', '74.7973° E')",Moderate Turbulence,20 knots,22°C
21:00:00,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,28°C
21:00:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,10 knots,25°C
21:01:00,"('26.0765° N', '56.2406° E')",Thunderstorms,10 knots,34°C
21:01:30,"('26.0765° N', '56.2406° E')",Moderate Turbulence,20 knots,28°C
21:02:00,"('25.2532° N', '55.3657° E')",Clear,15 knots,31°C
21:02:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,15 knots,27°C
21:03:00,"('40.6413° N', '-73.7781° W')",Thunderstorms,20 knots,22°C
21:03:30,"('28.7041° N', '77.1025° E')",Fog,15 knots,35°C
21:04:00,"('28.7041° N', '77.1025° E')",Icing Conditions,20 knots,34°C
21:04:30,"('25.2532° N', '55.3657° E')",Icing Conditions,10 knots,23°C
21:05:00,"('26.0765° N', '56.2406° E')",Clear,20 knots,22°C
21:05:30,"('34.0837° N', '74.7973° E')",Icing Conditions,10 knots,23°C
21:06:00,"('28.7041° N', '77.1025° E')",Fog,20 knots,25°C
21:06:30,"('28.7041° N', '77.1025° E')",Thunderstorms,15 knots,28°C
21:07:00,"('34.0837° N', '74.7973° E')",Clear,20 knots,24°C
21:07:30,"('25.2532° N', '55.3657° E')",Fog,20 knots,35°C
21:08:00,"('25.2532° N', '55.3657° E')",Fog,20 knots,28°C
21:08:30,"('34.0837° N', '74.7973° E')",Clear,10 knots,22°C
21:09:00,"('40.6413° N', '-73.7781° W')",Clear,20 knots,34°C
21:09:30,"('34.0837° N', '74.7973° E')",Fog,15 knots,35°C
21:10:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,29°C
21:10:30,"('40.6413° N', '-73.7781° W')",Fog,20 knots,31°C
21:11:00,"('26.0765° N', '56.2406° E')",Fog,20 knots,34°C
21:11:30,"('25.2532° N', '55.3657° E')",Fog,10 knots,26°C
21:12:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,34°C
21:12:30,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,29°C
21:13:00,"('25.2532° N', '55.3657° E')",Thunderstorms,15 knots,23°C
21:13:30,"('28.7041° N', '77.1025° E')",Clear,10 knots,34°C
21:14:00,"('26.0765° N', '56.2406° E')",Icing Conditions,15 knots,29°C
21:14:30,"('26.0765° N', '56.2406° E')",Fog,15 knots,25°C
21:15:00,"('28.7041° N', '77.1025° E')",Clear,10 knots,23°C
21:15:30,"('34.0837° N', '74.7973° E')",Icing Conditions,20 knots,26°C
21:16:00,"('34.0837° N', '74.7973° E')",Fog,20 knots,27°C
21:16:30,"('28.7041° N', '77.1025° E')",Moderate Turbulence,10 knots,24°C
21:17:00,"('25.2532° N', '55.3657° E')",Moderate Turbulence,15 knots,33°C
