Time,Call Sign,Nearby Aircraft,Distance (nm),Bearing (degrees),ATC Instructions
18:32:30,UAE201,"UAL572, AFR671, JBU441",9,127,Climb to avoid traffic
18:33:00,UAE201,"Lufthansa703, DAL823, SWA793",4,119,Climb to avoid traffic
18:33:30,UAE201,"KLM295, AFR730, BAW605",12,336,Climb to avoid traffic
18:34:00,UAE201,"AFR393, BAW119, KLM848",6,2,Maintain separation
18:34:30,UAE201,"AFR736, SWA487, BAW853",2,65,Increase speed to avoid traffic conflict
18:35:00,UAE201,"AAL265, Qantas956, Emirates563",11,261,Increase speed to avoid traffic conflict
18:35:30,UAE201,"Emirates734, Qantas842, AAL572",7,270,Turn left for traffic avoidance
18:36:00,UAE201,"KLM910, Qantas199, SWA447",14,56,Increase speed to avoid traffic conflict
18:36:30,UAE201,"DAL202, Lufthansa622, UAL720",10,343,Climb to avoid traffic
18:37:00,UAE201,"Lufthansa218, JBU185, DAL416",4,325,Increase speed to avoid traffic conflict
18:37:30,UAE201,"AFR618, BAW495, AAL798",9,224,Increase speed to avoid traffic conflict
18:38:00,UAE201,"UAL704, DAL647, BAW569",12,319,Climb to avoid traffic
18:38:30,UAE201,"AFR660, AAL376, DAL578",4,306,Descend to avoid traffic
18:39:00,UAE201,"BAW150, UAL964, AFR750",8,144,Maintain separation
18:39:30,UAE201,"KLM623, AAL735, AFR183",12,321,Increase speed to avoid traffic conflict
18:40:00,UAE201,"Emirates229, AAL216, Lufthansa316",8,236,Climb to avoid traffic
18:40:30,UAE201,"Lufthansa687, BAW897, Emirates697",3,64,Maintain separation
18:41:00,UAE201,"UAL918, Lufthansa485, AFR459",5,193,Maintain separation
18:41:30,UAE201,"DAL597, BAW192, Qantas111",9,205,Climb to avoid traffic
18:42:00,UAE201,"AAL246, Lufthansa598, JBU233",12,267,Maintain separation
18:42:30,UAE201,"JBU288, Lufthansa188, SWA849",9,316,Climb to avoid traffic
18:43:00,UAE201,"KLM595, AFR242, Emirates804",11,299,Descend to avoid traffic
18:43:30,UAE201,"AAL896, SWA988, AFR867",8,310,Increase speed to avoid traffic conflict
18:44:00,UAE201,"SWA586, Qantas280, Emirates519",10,246,Maintain separation
18:44:30,UAE201,"Qantas238, Lufthansa456, AFR991",4,51,Turn left for traffic avoidance
18:45:00,UAE201,"DAL421, JBU282, SWA955",5,301,Turn left for traffic avoidance
18:45:30,UAE201,"Qantas997, UAL620, DAL933",8,13,Climb to avoid traffic
18:46:00,UAE201,"SWA448, AAL816, Lufthansa574",3,356,Climb to avoid traffic
18:46:30,UAE201,"Emirates613, AAL950, Qantas736",7,74,Turn left for traffic avoidance
18:47:00,UAE201,"DAL417, Qantas135, Emirates195",5,100,Maintain separation
18:47:30,UAE201,"SWA585, Emirates178, KLM391",7,33,Maintain separation
18:48:00,UAE201,"SWA644, Qantas429, DAL917",12,292,Increase speed to avoid traffic conflict
18:48:30,UAE201,"AAL451, Qantas189, JBU231",6,122,Turn left for traffic avoidance
18:49:00,UAE201,"Emirates442, JBU465, UAL317",2,18,Increase speed to avoid traffic conflict
18:49:30,UAE201,"AFR541, KLM817, BAW593",10,301,Climb to avoid traffic
18:50:00,UAE201,"KLM419, AFR540, AAL819",3,98,Increase speed to avoid traffic conflict
18:50:30,UAE201,"DAL493, KLM458, AFR535",8,15,Descend to avoid traffic
18:51:00,UAE201,"DAL189, Qantas239, AFR619",15,193,Climb to avoid traffic
18:51:30,UAE201,"KLM641, Qantas470, UAL553",15,256,Increase speed to avoid traffic conflict
18:52:00,UAE201,"DAL230, Lufthansa425, KLM204",15,292,Increase speed to avoid traffic conflict
18:52:30,UAE201,"KLM546, AFR202, Lufthansa414",15,174,Turn left for traffic avoidance
18:53:00,UAE201,"Qantas723, KLM853, UAL396",3,124,Maintain separation
18:53:30,UAE201,"UAL795, Emirates422, Lufthansa433",10,118,Descend to avoid traffic
18:54:00,UAE201,"Lufthansa801, AFR660, JBU304",1,331,Maintain separation
18:54:30,UAE201,"DAL833, AAL469, Lufthansa973",11,154,Maintain separation
18:55:00,UAE201,"AAL693, BAW831, UAL192",12,313,Turn left for traffic avoidance
18:55:30,UAE201,"UAL165, AAL563, DAL501",9,20,Turn left for traffic avoidance
18:56:00,UAE201,"DAL441, AFR555, UAL417",8,207,Descend to avoid traffic
18:56:30,UAE201,"UAL210, KLM717, AFR402",13,225,Climb to avoid traffic
18:57:00,UAE201,"Qantas915, BAW191, DAL900",3,193,Descend to avoid traffic
18:57:30,UAE201,"BAW156, Qantas949, AFR194",13,175,Turn left for traffic avoidance
18:58:00,UAE201,"JBU703, Qantas654, Emirates532",2,276,Increase speed to avoid traffic conflict
18:58:30,UAE201,"BAW164, AAL400, Lufthansa401",1,1,Increase speed to avoid traffic conflict
18:59:00,UAE201,"SWA188, Qantas327, Emirates447",8,355,Descend to avoid traffic
18:59:30,UAE201,"Qantas496, UAL594, SWA486",13,48,Maintain separation
19:00:00,UAE201,"KLM158, UAL462, AFR541",12,344,Maintain separation
19:00:30,UAE201,"Qantas579, Emirates165, UAL919",4,35,Descend to avoid traffic
19:01:00,UAE201,"UAL841, Emirates760, Qantas176",14,181,Increase speed to avoid traffic conflict
19:01:30,UAE201,"Emirates887, Qantas352, DAL234",9,322,Turn left for traffic avoidance
19:02:00,UAE201,"JBU549, BAW118, UAL365",12,225,Climb to avoid traffic
19:02:30,UAE201,"AAL805, BAW511, AFR635",4,249,Descend to avoid traffic
19:03:00,UAE201,"Emirates943, Lufthansa478, KLM968",15,74,Turn left for traffic avoidance
19:03:30,UAE201,"BAW770, Lufthansa975, UAL852",1,188,Maintain separation
19:04:00,UAE201,"JBU346, AFR841, SWA555",10,84,Climb to avoid traffic
19:04:30,UAE201,"AFR815, DAL126, JBU953",9,337,Climb to avoid traffic
19:05:00,UAE201,"JBU555, SWA544, Emirates762",12,33,Turn left for traffic avoidance
19:05:30,UAE201,"Lufthansa655, Emirates210, JBU723",4,312,Climb to avoid traffic
19:06:00,UAE201,"Emirates936, Qantas727, KLM245",1,310,Turn left for traffic avoidance
19:06:30,UAE201,"AFR378, SWA496, Qantas208",2,177,Increase speed to avoid traffic conflict
19:07:00,UAE201,"Lufthansa254, AAL978, SWA896",13,198,Turn left for traffic avoidance
19:07:30,UAE201,"DAL484, Qantas819, AFR563",6,166,Turn left for traffic avoidance
19:08:00,UAE201,"AFR405, AAL868, DAL397",15,340,Increase speed to avoid traffic conflict
19:08:30,UAE201,"UAL854, Lufthansa119, AFR304",1,5,Descend to avoid traffic
19:09:00,UAE201,"UAL753, DAL461, AFR788",7,150,Increase speed to avoid traffic conflict
19:09:30,UAE201,"AAL189, SWA351, Emirates378",1,242,Increase speed to avoid traffic conflict
19:10:00,UAE201,"KLM277, Qantas529, DAL109",8,183,Descend to avoid traffic
19:10:30,UAE201,"DAL453, SWA699, JBU307",10,265,Descend to avoid traffic
19:11:00,UAE201,"Lufthansa986, JBU262, Emirates487",5,163,Climb to avoid traffic
19:11:30,UAE201,"DAL345, BAW784, Qantas382",1,302,Descend to avoid traffic
19:12:00,UAE201,"KLM604, AFR733, JBU807",13,183,Maintain separation
19:12:30,UAE201,"AFR688, JBU976, Emirates840",3,235,Maintain separation
19:13:00,UAE201,"AFR178, UAL293, Emirates791",6,41,Increase speed to avoid traffic conflict
19:13:30,UAE201,"UAL479, SWA536, AFR176",12,272,Descend to avoid traffic
19:14:00,UAE201,"AAL844, BAW665, Emirates775",9,284,Increase speed to avoid traffic conflict
19:14:30,UAE201,"DAL135, Qantas773, AFR534",1,42,Increase speed to avoid traffic conflict
19:15:00,UAE201,"Lufthansa124, JBU429, DAL880",14,260,Climb to avoid traffic
19:15:30,UAE201,"DAL835, Qantas533, Lufthansa342",2,274,Maintain separation
19:16:00,UAE201,"Qantas692, Lufthansa169, UAL611",13,64,Increase speed to avoid traffic conflict
19:16:30,UAE201,"SWA614, Qantas831, DAL568",4,24,Climb to avoid traffic
19:17:00,UAE201,"Emirates345, Lufthansa378, UAL672",6,317,Maintain separation
19:17:30,UAE201,"UAL934, SWA665, DAL544",4,165,Turn left for traffic avoidance
19:18:00,UAE201,"UAL186, KLM443, DAL237",4,357,Descend to avoid traffic
19:18:30,UAE201,"AAL529, JBU424, Lufthansa114",11,31,Descend to avoid traffic
19:19:00,UAE201,"Lufthansa155, AFR617, KLM604",10,9,Climb to avoid traffic
19:19:30,UAE201,"AAL905, Emirates528, KLM190",3,277,Turn left for traffic avoidance
19:20:00,UAE201,"BAW137, SWA173, UAL436",6,96,Descend to avoid traffic
19:20:30,UAE201,"AAL580, DAL446, SWA245",5,290,Climb to avoid traffic
19:21:00,UAE201,"AAL801, UAL722, Lufthansa396",2,4,Descend to avoid traffic
19:21:30,UAE201,"AFR591, Lufthansa835, AAL759",14,284,Climb to avoid traffic
19:22:00,UAE201,"Lufthansa472, UAL149, DAL513",14,186,Descend to avoid traffic
19:22:30,UAE201,"UAL449, Qantas544, Emirates492",5,85,Increase speed to avoid traffic conflict
19:23:00,UAE201,"AFR393, JBU517, AAL348",7,205,Increase speed to avoid traffic conflict
19:23:30,UAE201,"AAL650, AFR560, KLM435",11,319,Maintain separation
19:24:00,UAE201,"BAW638, Qantas624, Emirates104",12,126,Descend to avoid traffic
19:24:30,UAE201,"AAL894, Qantas401, BAW824",6,294,Maintain separation
19:25:00,UAE201,"DAL984, SWA783, KLM960",14,164,Maintain separation
19:25:30,UAE201,"BAW865, UAL811, Emirates871",5,109,Maintain separation
19:26:00,UAE201,"BAW910, AFR787, KLM804",1,154,Increase speed to avoid traffic conflict
19:26:30,UAE201,"AFR664, Qantas586, KLM942",6,154,Descend to avoid traffic
19:27:00,UAE201,"BAW564, DAL644, Lufthansa262",7,280,Increase speed to avoid traffic conflict
19:27:30,UAE201,"BAW446, Lufthansa280, KLM164",2,314,Climb to avoid traffic
19:28:00,UAE201,"DAL811, JBU622, SWA816",1,67,Maintain separation
19:28:30,UAE201,"Qantas111, AFR437, DAL254",13,64,Maintain separation
19:29:00,UAE201,"DAL926, Lufthansa693, JBU432",3,275,Descend to avoid traffic
19:29:30,UAE201,"AFR963, BAW840, Qantas435",5,182,Climb to avoid traffic
19:30:00,UAE201,"Lufthansa741, UAL499, Emirates232",3,280,Maintain separation
19:30:30,UAE201,"JBU659, UAL581, Qantas393",10,185,Increase speed to avoid traffic conflict
19:31:00,UAE201,"Lufthansa851, DAL135, AAL848",12,199,Descend to avoid traffic
19:31:30,UAE201,"SWA581, AFR724, BAW670",5,72,Increase speed to avoid traffic conflict
19:32:00,UAE201,"UAL486, SWA646, Lufthansa910",10,321,Climb to avoid traffic
19:32:30,UAE201,"SWA912, AFR239, Emirates997",4,252,Turn left for traffic avoidance
19:33:00,UAE201,"DAL576, AAL166, BAW249",8,41,Climb to avoid traffic
19:33:30,UAE201,"KLM414, Emirates539, AAL530",7,132,Increase speed to avoid traffic conflict
19:34:00,UAE201,"SWA565, AAL571, JBU347",8,317,Turn left for traffic avoidance
19:34:30,UAE201,"AAL396, UAL937, BAW404",8,187,Climb to avoid traffic
19:35:00,UAE201,"Lufthansa615, Emirates224, KLM469",1,124,Maintain separation
19:35:30,UAE201,"SWA491, Emirates346, KLM987",12,4,Turn left for traffic avoidance
19:36:00,UAE201,"AAL324, Qantas857, Lufthansa788",8,229,Increase speed to avoid traffic conflict
19:36:30,UAE201,"AFR271, DAL194, Qantas798",7,354,Turn left for traffic avoidance
19:37:00,UAE201,"DAL930, SWA368, Qantas409",14,145,Increase speed to avoid traffic conflict
19:37:30,UAE201,"Lufthansa981, JBU511, UAL705",7,306,Maintain separation
19:38:00,UAE201,"AFR997, Emirates151, KLM763",13,112,Turn left for traffic avoidance
19:38:30,UAE201,"DAL704, Emirates820, SWA759",5,56,Increase speed to avoid traffic conflict
19:39:00,UAE201,"SWA782, Lufthansa669, AAL616",4,27,Climb to avoid traffic
19:39:30,UAE201,"Qantas152, UAL559, AFR436",2,268,Climb to avoid traffic
19:40:00,UAE201,"AAL509, DAL701, Emirates261",13,218,Increase speed to avoid traffic conflict
19:40:30,UAE201,"AFR833, UAL764, Qantas817",15,273,Increase speed to avoid traffic conflict
19:41:00,UAE201,"Emirates295, Qantas697, SWA926",14,98,Descend to avoid traffic
19:41:30,UAE201,"JBU799, BAW418, KLM432",10,59,Climb to avoid traffic
19:42:00,UAE201,"BAW657, Qantas615, AAL260",8,18,Climb to avoid traffic
19:42:30,UAE201,"AFR226, Emirates399, Lufthansa867",14,159,Turn left for traffic avoidance
19:43:00,UAE201,"KLM612, JBU515, AFR431",14,108,Turn left for traffic avoidance
19:43:30,UAE201,"Emirates619, AAL934, BAW960",2,40,Turn left for traffic avoidance
19:44:00,UAE201,"Lufthansa733, SWA991, Emirates301",4,274,Turn left for traffic avoidance
19:44:30,UAE201,"Qantas494, KLM528, SWA549",4,261,Descend to avoid traffic
19:45:00,UAE201,"KLM191, JBU181, AAL147",5,10,Descend to avoid traffic
19:45:30,UAE201,"BAW520, DAL541, Qantas830",1,11,Increase speed to avoid traffic conflict
19:46:00,UAE201,"SWA420, BAW188, Emirates693",2,93,Maintain separation
19:46:30,UAE201,"UAL211, BAW201, DAL998",3,349,Increase speed to avoid traffic conflict
19:47:00,UAE201,"Lufthansa298, BAW468, DAL258",13,332,Climb to avoid traffic
19:47:30,UAE201,"BAW680, AAL271, UAL288",4,339,Descend to avoid traffic
19:48:00,UAE201,"JBU742, AAL776, AFR686",4,38,Descend to avoid traffic
19:48:30,UAE201,"UAL277, KLM189, BAW578",4,45,Descend to avoid traffic
19:49:00,UAE201,"BAW381, KLM488, JBU171",9,206,Maintain separation
19:49:30,UAE201,"KLM978, AAL175, BAW198",8,193,Descend to avoid traffic
19:50:00,UAE201,"AFR757, AAL111, DAL536",11,333,Descend to avoid traffic
19:50:30,UAE201,"Emirates426, UAL502, Lufthansa779",5,114,Increase speed to avoid traffic conflict
19:51:00,UAE201,"AFR743, SWA195, AAL942",12,0,Descend to avoid traffic
19:51:30,UAE201,"BAW786, AAL519, Lufthansa840",13,299,Descend to avoid traffic
19:52:00,UAE201,"JBU438, SWA132, Emirates567",6,231,Climb to avoid traffic
19:52:30,UAE201,"Qantas561, JBU797, DAL976",12,250,Turn left for traffic avoidance
19:53:00,UAE201,"Lufthansa742, DAL424, BAW476",10,302,Increase speed to avoid traffic conflict
19:53:30,UAE201,"DAL437, JBU589, AFR806",1,269,Climb to avoid traffic
19:54:00,UAE201,"SWA153, AFR694, Emirates280",8,135,Climb to avoid traffic
19:54:30,UAE201,"DAL518, AFR268, SWA832",4,59,Descend to avoid traffic
19:55:00,UAE201,"AFR754, JBU766, Emirates828",4,16,Climb to avoid traffic
19:55:30,UAE201,"SWA878, KLM164, AFR575",2,91,Turn left for traffic avoidance
19:56:00,UAE201,"KLM874, Lufthansa408, JBU339",8,41,Increase speed to avoid traffic conflict
19:56:30,UAE201,"Emirates334, UAL263, SWA373",11,64,Descend to avoid traffic
19:57:00,UAE201,"JBU341, UAL548, AFR292",11,266,Increase speed to avoid traffic conflict
19:57:30,UAE201,"Qantas372, AFR334, SWA920",5,271,Climb to avoid traffic
19:58:00,UAE201,"KLM292, JBU862, BAW874",1,256,Climb to avoid traffic
19:58:30,UAE201,"AFR817, KLM220, Emirates505",14,272,Turn left for traffic avoidance
19:59:00,UAE201,"KLM797, BAW648, Emirates850",13,347,Turn left for traffic avoidance
19:59:30,UAE201,"UAL393, Qantas208, AFR814",13,10,Climb to avoid traffic
20:00:00,UAE201,"Qantas303, SWA504, Lufthansa244",2,19,Turn left for traffic avoidance
20:00:30,UAE201,"AAL367, KLM143, JBU844",7,312,Turn left for traffic avoidance
20:01:00,UAE201,"AFR165, Lufthansa769, SWA107",11,334,Increase speed to avoid traffic conflict
20:01:30,UAE201,"KLM717, DAL617, SWA509",14,168,Descend to avoid traffic
20:02:00,UAE201,"AFR921, UAL213, BAW921",9,180,Climb to avoid traffic
20:02:30,UAE201,"UAL847, JBU445, Qantas892",1,63,Descend to avoid traffic
20:03:00,UAE201,"KLM934, AFR193, SWA909",7,34,Descend to avoid traffic
20:03:30,UAE201,"Lufthansa712, BAW686, AAL772",10,95,Climb to avoid traffic
20:04:00,UAE201,"AFR613, Emirates897, Lufthansa213",2,53,Descend to avoid traffic
20:04:30,UAE201,"AFR945, Lufthansa626, Qantas624",4,281,Maintain separation
20:05:00,UAE201,"AAL499, KLM933, JBU599",2,243,Turn left for traffic avoidance
20:05:30,UAE201,"KLM845, Qantas576, DAL657",6,275,Climb to avoid traffic
20:06:00,UAE201,"BAW884, Lufthansa803, KLM466",2,161,Descend to avoid traffic
20:06:30,UAE201,"DAL331, Emirates756, BAW340",4,228,Turn left for traffic avoidance
20:07:00,UAE201,"Emirates725, KLM230, Qantas721",12,198,Increase speed to avoid traffic conflict
20:07:30,UAE201,"SWA380, Emirates452, UAL806",5,98,Climb to avoid traffic
20:08:00,UAE201,"SWA884, AFR131, Emirates506",8,12,Increase speed to avoid traffic conflict
20:08:30,UAE201,"Emirates290, SWA270, Lufthansa572",12,310,Descend to avoid traffic
20:09:00,UAE201,"DAL907, BAW147, AFR186",1,29,Climb to avoid traffic
20:09:30,UAE201,"SWA879, JBU712, BAW914",13,308,Descend to avoid traffic
20:10:00,UAE201,"BAW437, KLM184, Emirates776",15,136,Climb to avoid traffic
20:10:30,UAE201,"AAL562, Qantas306, AFR976",1,338,Maintain separation
20:11:00,UAE201,"Qantas622, Emirates952, BAW628",7,181,Descend to avoid traffic
20:11:30,UAE201,"Qantas804, SWA221, AAL163",4,50,Maintain separation
20:12:00,UAE201,"Lufthansa887, JBU181, UAL680",11,215,Turn left for traffic avoidance
20:12:30,UAE201,"AAL626, Emirates208, AFR870",9,15,Climb to avoid traffic
20:13:00,UAE201,"BAW893, DAL675, Emirates232",9,66,Descend to avoid traffic
20:13:30,UAE201,"AFR710, JBU394, Lufthansa784",10,54,Increase speed to avoid traffic conflict
20:14:00,UAE201,"Lufthansa863, DAL676, Emirates730",12,351,Turn left for traffic avoidance
20:14:30,UAE201,"SWA508, KLM589, BAW164",6,121,Increase speed to avoid traffic conflict
20:15:00,UAE201,"JBU904, SWA561, AFR391",4,110,Maintain separation
20:15:30,UAE201,"KLM343, Emirates487, Qantas331",10,46,Descend to avoid traffic
20:16:00,UAE201,"DAL187, AFR244, JBU534",14,56,Turn left for traffic avoidance
20:16:30,UAE201,"KLM517, Lufthansa394, Emirates240",12,118,Increase speed to avoid traffic conflict
20:17:00,UAE201,"Lufthansa866, KLM424, SWA179",13,69,Climb to avoid traffic
20:17:30,UAE201,"AAL846, BAW132, KLM528",5,26,Increase speed to avoid traffic conflict
20:18:00,UAE201,"SWA511, Qantas391, BAW625",15,190,Climb to avoid traffic
20:18:30,UAE201,"Lufthansa347, DAL390, UAL157",11,279,Climb to avoid traffic
20:19:00,UAE201,"Lufthansa937, UAL879, AAL920",10,214,Turn left for traffic avoidance
20:19:30,UAE201,"BAW185, SWA685, AFR913",13,203,Maintain separation
20:20:00,UAE201,"JBU379, AFR833, UAL792",3,132,Maintain separation
20:20:30,UAE201,"BAW191, Emirates567, DAL674",9,94,Turn left for traffic avoidance
20:21:00,UAE201,"Lufthansa566, JBU833, DAL916",3,187,Maintain separation
20:21:30,UAE201,"AFR831, BAW925, AAL255",4,263,Maintain separation
20:22:00,UAE201,"KLM182, Qantas774, Lufthansa573",10,22,Turn left for traffic avoidance
20:22:30,UAE201,"AFR564, AAL364, DAL183",9,174,Maintain separation
20:23:00,UAE201,"AAL485, KLM865, JBU733",13,44,Turn left for traffic avoidance
20:23:30,UAE201,"JBU251, AAL803, DAL936",2,56,Descend to avoid traffic
20:24:00,UAE201,"Emirates353, JBU522, AFR728",10,101,Turn left for traffic avoidance
20:24:30,UAE201,"Lufthansa398, KLM659, SWA747",1,233,Turn left for traffic avoidance
20:25:00,UAE201,"Emirates721, AFR725, Qantas744",13,139,Descend to avoid traffic
20:25:30,UAE201,"JBU101, BAW433, AAL545",7,241,Climb to avoid traffic
20:26:00,UAE201,"DAL945, SWA801, JBU247",2,197,Descend to avoid traffic
20:26:30,UAE201,"Emirates281, AAL347, BAW524",8,77,Increase speed to avoid traffic conflict
20:27:00,UAE201,"KLM784, AFR334, AAL839",14,238,Descend to avoid traffic
20:27:30,UAE201,"AFR905, Qantas639, DAL993",6,299,Increase speed to avoid traffic conflict
20:28:00,UAE201,"UAL257, SWA784, Qantas466",13,324,Descend to avoid traffic
20:28:30,UAE201,"JBU880, BAW454, UAL224",8,321,Maintain separation
20:29:00,UAE201,"Qantas830, SWA997, UAL660",3,133,Turn left for traffic avoidance
20:29:30,UAE201,"JBU689, Lufthansa569, AAL777",14,32,Increase speed to avoid traffic conflict
20:30:00,UAE201,"UAL820, KLM587, JBU276",9,292,Maintain separation
20:30:30,UAE201,"AFR911, AAL326, SWA952",14,280,Increase speed to avoid traffic conflict
20:31:00,UAE201,"SWA434, Qantas921, Emirates190",12,204,Descend to avoid traffic
20:31:30,UAE201,"Qantas164, KLM785, BAW292",7,208,Increase speed to avoid traffic conflict
20:32:00,UAE201,"Lufthansa891, UAL718, Emirates358",3,74,Descend to avoid traffic
20:32:30,UAE201,"UAL756, Lufthansa484, DAL987",15,310,Descend to avoid traffic
20:33:00,UAE201,"DAL623, AFR536, JBU171",12,154,Increase speed to avoid traffic conflict
20:33:30,UAE201,"AFR804, SWA971, KLM545",2,154,Increase speed to avoid traffic conflict
20:34:00,UAE201,"SWA545, Qantas163, DAL284",4,167,Maintain separation
20:34:30,UAE201,"UAL443, SWA833, AAL313",14,168,Climb to avoid traffic
20:35:00,UAE201,"Lufthansa604, UAL983, AFR335",11,18,Climb to avoid traffic
20:35:30,UAE201,"BAW348, Lufthansa939, KLM445",2,29,Increase speed to avoid traffic conflict
20:36:00,UAE201,"BAW926, AAL230, DAL395",9,173,Maintain separation
20:36:30,UAE201,"BAW124, UAL294, JBU548",9,152,Turn left for traffic avoidance
20:37:00,UAE201,"DAL488, Qantas491, KLM244",13,48,Maintain separation
20:37:30,UAE201,"JBU508, Qantas984, Emirates267",13,169,Maintain separation
20:38:00,UAE201,"AFR772, Lufthansa306, Emirates278",7,40,Maintain separation
20:38:30,UAE201,"Lufthansa781, BAW252, Emirates396",3,297,Turn left for traffic avoidance
20:39:00,UAE201,"UAL879, JBU247, Lufthansa297",4,329,Climb to avoid traffic
20:39:30,UAE201,"Lufthansa629, UAL979, DAL916",5,8,Descend to avoid traffic
20:40:00,UAE201,"JBU381, Emirates948, DAL337",10,30,Turn left for traffic avoidance
20:40:30,UAE201,"DAL395, Qantas685, AAL844",2,322,Descend to avoid traffic
20:41:00,UAE201,"Qantas176, AFR814, AAL948",6,235,Maintain separation
20:41:30,UAE201,"AFR472, JBU407, BAW135",1,261,Climb to avoid traffic
20:42:00,UAE201,"DAL195, SWA637, JBU633",9,98,Increase speed to avoid traffic conflict
20:42:30,UAE201,"BAW307, Emirates214, JBU269",3,347,Descend to avoid traffic
20:43:00,UAE201,"Qantas827, JBU634, BAW280",5,22,Climb to avoid traffic
20:43:30,UAE201,"KLM339, AFR914, Lufthansa447",5,122,Climb to avoid traffic
20:44:00,UAE201,"UAL293, AFR154, BAW196",5,57,Climb to avoid traffic
20:44:30,UAE201,"BAW699, DAL248, SWA378",13,163,Descend to avoid traffic
20:45:00,UAE201,"KLM926, DAL210, Emirates785",15,212,Turn left for traffic avoidance
20:45:30,UAE201,"AAL171, Qantas180, BAW695",15,224,Maintain separation
20:46:00,UAE201,"JBU748, Emirates874, UAL752",8,146,Climb to avoid traffic
20:46:30,UAE201,"UAL744, Qantas878, SWA623",10,139,Increase speed to avoid traffic conflict
20:47:00,UAE201,"Qantas377, KLM746, DAL233",12,260,Turn left for traffic avoidance
20:47:30,UAE201,"Emirates498, DAL106, AAL263",1,9,Descend to avoid traffic
20:48:00,UAE201,"AAL273, BAW134, SWA938",9,182,Increase speed to avoid traffic conflict
20:48:30,UAE201,"DAL725, BAW324, SWA957",2,147,Increase speed to avoid traffic conflict
20:49:00,UAE201,"JBU922, UAL592, Emirates984",10,160,Increase speed to avoid traffic conflict
20:49:30,UAE201,"JBU877, UAL406, Emirates825",6,147,Turn left for traffic avoidance
20:50:00,UAE201,"JBU557, SWA350, Lufthansa369",11,177,Turn left for traffic avoidance
20:50:30,UAE201,"UAL802, AAL694, BAW806",2,141,Increase speed to avoid traffic conflict
20:51:00,UAE201,"Emirates469, AFR523, Lufthansa390",7,245,Maintain separation
20:51:30,UAE201,"Lufthansa494, AFR979, AAL345",14,26,Descend to avoid traffic
20:52:00,UAE201,"SWA432, BAW403, Qantas408",2,305,Climb to avoid traffic
20:52:30,UAE201,"UAL716, BAW345, SWA438",11,51,Descend to avoid traffic
20:53:00,UAE201,"KLM329, Emirates445, Qantas633",14,111,Climb to avoid traffic
20:53:30,UAE201,"BAW252, Emirates501, Qantas765",13,45,Turn left for traffic avoidance
20:54:00,UAE201,"BAW575, AAL951, JBU728",5,210,Turn left for traffic avoidance
20:54:30,UAE201,"AFR131, DAL542, UAL199",11,133,Descend to avoid traffic
20:55:00,UAE201,"AFR816, JBU577, Qantas821",15,273,Descend to avoid traffic
20:55:30,UAE201,"Lufthansa809, JBU510, KLM333",2,5,Descend to avoid traffic
20:56:00,UAE201,"UAL704, KLM305, Lufthansa136",2,360,Turn left for traffic avoidance
20:56:30,UAE201,"Lufthansa609, SWA705, JBU301",7,340,Turn left for traffic avoidance
20:57:00,UAE201,"SWA806, AAL790, UAL679",9,195,Climb to avoid traffic
20:57:30,UAE201,"Lufthansa681, SWA701, Qantas474",7,154,Climb to avoid traffic
20:58:00,UAE201,"UAL485, KLM566, BAW311",14,95,Increase speed to avoid traffic conflict
20:58:30,UAE201,"Lufthansa627, SWA491, KLM720",10,318,Turn left for traffic avoidance
20:59:00,UAE201,"AAL948, JBU789, Lufthansa558",13,154,Climb to avoid traffic
20:59:30,UAE201,"Lufthansa944, KLM459, DAL556",3,8,Maintain separation
21:00:00,UAE201,"AAL840, KLM726, Qantas197",7,92,Descend to avoid traffic
21:00:30,UAE201,"UAL397, Qantas994, AFR792",8,9,Maintain separation
21:01:00,UAE201,"Qantas285, UAL324, AFR668",1,60,Maintain separation
21:01:30,UAE201,"DAL502, JBU914, KLM572",7,81,Maintain separation
21:02:00,UAE201,"AAL759, BAW652, SWA546",11,228,Turn left for traffic avoidance
21:02:30,UAE201,"JBU855, BAW661, DAL391",12,257,Increase speed to avoid traffic conflict
21:03:00,UAE201,"SWA757, Lufthansa276, DAL756",12,44,Maintain separation
21:03:30,UAE201,"UAL876, DAL649, BAW911",9,328,Turn left for traffic avoidance
21:04:00,UAE201,"UAL593, AAL313, SWA798",6,151,Descend to avoid traffic
21:04:30,UAE201,"Emirates485, JBU500, Lufthansa575",1,342,Maintain separation
21:05:00,UAE201,"UAL946, AAL813, JBU160",12,199,Descend to avoid traffic
21:05:30,UAE201,"JBU841, BAW112, Lufthansa622",4,73,Climb to avoid traffic
21:06:00,UAE201,"Emirates406, AAL798, JBU385",14,199,Increase speed to avoid traffic conflict
21:06:30,UAE201,"AAL269, Lufthansa123, UAL373",9,203,Descend to avoid traffic
21:07:00,UAE201,"AAL984, Lufthansa153, DAL581",2,211,Climb to avoid traffic
21:07:30,UAE201,"KLM672, Qantas961, AAL552",13,188,Descend to avoid traffic
21:08:00,UAE201,"KLM622, BAW712, UAL397",3,201,Turn left for traffic avoidance
21:08:30,UAE201,"Lufthansa429, SWA389, AFR860",2,208,Maintain separation
21:09:00,UAE201,"AAL868, DAL833, AFR323",10,139,Turn left for traffic avoidance
21:09:30,UAE201,"Qantas387, BAW843, Emirates353",7,34,Climb to avoid traffic
21:10:00,UAE201,"BAW102, Emirates702, Qantas467",8,145,Descend to avoid traffic
