Time,Call Sign,System,Status,Action Needed,Remarks
12:49:30,UAE201,Electrical,Normal,System reset needed,
12:50:00,UAE201,Avionics,Critical,No action needed,
12:50:30,UAE201,Landing Gear,Critical,No action needed,
12:51:00,UAE201,Landing Gear,Warning,No action needed,
12:51:30,UAE201,Electrical,Critical,Manual override required,
12:52:00,UAE201,Avionics,Normal,System reset needed,
12:52:30,UAE201,Avionics,Critical,Manual override required,
12:53:00,UAE201,Engine,Critical,No action needed,
12:53:30,UAE201,Engine,Normal,Manual override required,
12:54:00,UAE201,Hydraulics,Normal,Manual override required,
12:54:30,UAE201,Avionics,Warning,No action needed,
12:55:00,UAE201,Electrical,Warning,System reset needed,
12:55:30,UAE201,Hydraulics,Normal,No action needed,
12:56:00,UAE201,Landing Gear,Critical,System reset needed,
12:56:30,UAE201,Avionics,Warning,Manual override required,
12:57:00,UAE201,Engine,Normal,Manual override required,
12:57:30,UAE201,Hydraulics,Critical,No action needed,
12:58:00,UAE201,Electrical,Warning,System reset needed,
12:58:30,UAE201,Landing Gear,Normal,No action needed,
12:59:00,UAE201,Avionics,Warning,System reset needed,
12:59:30,UAE201,Electrical,Normal,Manual override required,
13:00:00,UAE201,Engine,Warning,System reset needed,
13:00:30,UAE201,Engine,Warning,System reset needed,
13:01:00,UAE201,Avionics,Warning,No action needed,
13:01:30,UAE201,Landing Gear,Normal,No action needed,
13:02:00,UAE201,Hydraulics,Warning,System reset needed,
13:02:30,UAE201,Engine,Warning,No action needed,
13:03:00,UAE201,Landing Gear,Critical,System reset needed,
13:03:30,UAE201,Landing Gear,Warning,System reset needed,
13:04:00,UAE201,Engine,Warning,No action needed,
13:04:30,UAE201,Engine,Normal,No action needed,
13:05:00,UAE201,Electrical,Warning,System reset needed,
13:05:30,UAE201,Avionics,Warning,System reset needed,
13:06:00,UAE201,Electrical,Warning,Manual override required,
13:06:30,UAE201,Avionics,Normal,Manual override required,
13:07:00,UAE201,Landing Gear,Warning,No action needed,
13:07:30,UAE201,Engine,Warning,No action needed,
13:08:00,UAE201,Avionics,Normal,No action needed,
13:08:30,UAE201,Electrical,Critical,System reset needed,
13:09:00,UAE201,Engine,Warning,No action needed,
13:09:30,UAE201,Hydraulics,Warning,No action needed,
13:10:00,UAE201,Engine,Warning,System reset needed,
13:10:30,UAE201,Landing Gear,Critical,No action needed,
13:11:00,UAE201,Hydraulics,Critical,Manual override required,
13:11:30,UAE201,Hydraulics,Normal,Manual override required,
13:12:00,UAE201,Avionics,Warning,No action needed,
13:12:30,UAE201,Hydraulics,Critical,No action needed,
13:13:00,UAE201,Hydraulics,Warning,No action needed,
13:13:30,UAE201,Engine,Critical,No action needed,
13:14:00,UAE201,Hydraulics,Normal,Manual override required,
13:14:30,UAE201,Engine,Warning,No action needed,
13:15:00,UAE201,Electrical,Critical,Manual override required,
13:15:30,UAE201,Avionics,Normal,Manual override required,
13:16:00,UAE201,Landing Gear,Critical,Manual override required,
13:16:30,UAE201,Landing Gear,Normal,System reset needed,
13:17:00,UAE201,Hydraulics,Critical,Manual override required,
13:17:30,UAE201,Electrical,Critical,Manual override required,
13:18:00,UAE201,Avionics,Normal,System reset needed,
13:18:30,UAE201,Hydraulics,Normal,System reset needed,
13:19:00,UAE201,Hydraulics,Critical,System reset needed,
13:19:30,UAE201,Avionics,Normal,No action needed,
13:20:00,UAE201,Hydraulics,Warning,Manual override required,
13:20:30,UAE201,Avionics,Critical,System reset needed,
13:21:00,UAE201,Engine,Critical,System reset needed,
13:21:30,UAE201,Electrical,Warning,Manual override required,
13:22:00,UAE201,Landing Gear,Critical,No action needed,
13:22:30,UAE201,Electrical,Critical,System reset needed,
13:23:00,UAE201,Hydraulics,Critical,System reset needed,
13:23:30,UAE201,Avionics,Normal,No action needed,
13:24:00,UAE201,Engine,Warning,No action needed,
13:24:30,UAE201,Electrical,Critical,System reset needed,
13:25:00,UAE201,Landing Gear,Normal,System reset needed,
13:25:30,UAE201,Avionics,Normal,System reset needed,
13:26:00,UAE201,Engine,Warning,No action needed,
13:26:30,UAE201,Landing Gear,Critical,No action needed,
13:27:00,UAE201,Engine,Normal,No action needed,
13:27:30,UAE201,Avionics,Normal,No action needed,
13:28:00,UAE201,Engine,Normal,No action needed,
13:28:30,UAE201,Hydraulics,Normal,Manual override required,
13:29:00,UAE201,Landing Gear,Normal,System reset needed,
13:29:30,UAE201,Electrical,Warning,Manual override required,
13:30:00,UAE201,Hydraulics,Critical,System reset needed,
13:30:30,UAE201,Avionics,Normal,No action needed,
13:31:00,UAE201,Avionics,Warning,Manual override required,
13:31:30,UAE201,Avionics,Warning,No action needed,
13:32:00,UAE201,Hydraulics,Critical,System reset needed,
13:32:30,UAE201,Electrical,Normal,System reset needed,
13:33:00,UAE201,Engine,Warning,System reset needed,
13:33:30,UAE201,Hydraulics,Warning,System reset needed,
13:34:00,UAE201,Engine,Warning,Manual override required,
13:34:30,UAE201,Hydraulics,Warning,No action needed,
13:35:00,UAE201,Engine,Normal,Manual override required,
13:35:30,UAE201,Engine,Critical,Manual override required,
13:36:00,UAE201,Avionics,Critical,System reset needed,
13:36:30,UAE201,Electrical,Warning,No action needed,
13:37:00,UAE201,Avionics,Warning,System reset needed,
13:37:30,UAE201,Landing Gear,Normal,Manual override required,
13:38:00,UAE201,Hydraulics,Normal,No action needed,
13:38:30,UAE201,Hydraulics,Critical,No action needed,
13:39:00,UAE201,Landing Gear,Warning,System reset needed,
13:39:30,UAE201,Electrical,Warning,Manual override required,
13:40:00,UAE201,Avionics,Critical,Manual override required,
13:40:30,UAE201,Electrical,Normal,Manual override required,
13:41:00,UAE201,Electrical,Warning,System reset needed,
13:41:30,UAE201,Hydraulics,Normal,No action needed,
13:42:00,UAE201,Hydraulics,Normal,Manual override required,
13:42:30,UAE201,Electrical,Warning,Manual override required,
13:43:00,UAE201,Avionics,Normal,System reset needed,
13:43:30,UAE201,Avionics,Warning,Manual override required,
13:44:00,UAE201,Electrical,Warning,Manual override required,
13:44:30,UAE201,Avionics,Normal,Manual override required,
13:45:00,UAE201,Avionics,Warning,Manual override required,
13:45:30,UAE201,Hydraulics,Normal,System reset needed,
13:46:00,UAE201,Electrical,Critical,Manual override required,
13:46:30,UAE201,Engine,Critical,System reset needed,
13:47:00,UAE201,Engine,Normal,System reset needed,
13:47:30,UAE201,Hydraulics,Critical,Manual override required,
13:48:00,UAE201,Landing Gear,Critical,No action needed,
13:48:30,UAE201,Hydraulics,Warning,Manual override required,
13:49:00,UAE201,Electrical,Warning,No action needed,
13:49:30,UAE201,Hydraulics,Normal,System reset needed,
13:50:00,UAE201,Engine,Critical,No action needed,
13:50:30,UAE201,Electrical,Warning,No action needed,
13:51:00,UAE201,Hydraulics,Warning,System reset needed,
13:51:30,UAE201,Engine,Warning,Manual override required,
13:52:00,UAE201,Avionics,Warning,No action needed,
13:52:30,UAE201,Hydraulics,Warning,System reset needed,
13:53:00,UAE201,Hydraulics,Critical,No action needed,
13:53:30,UAE201,Electrical,Warning,No action needed,
13:54:00,UAE201,Hydraulics,Normal,No action needed,
13:54:30,UAE201,Hydraulics,Normal,No action needed,
13:55:00,UAE201,Landing Gear,Critical,Manual override required,
13:55:30,UAE201,Landing Gear,Critical,Manual override required,
13:56:00,UAE201,Landing Gear,Warning,No action needed,
13:56:30,UAE201,Hydraulics,Warning,Manual override required,
13:57:00,UAE201,Electrical,Critical,No action needed,
13:57:30,UAE201,Landing Gear,Critical,No action needed,
13:58:00,UAE201,Engine,Critical,No action needed,
13:58:30,UAE201,Landing Gear,Warning,No action needed,
13:59:00,UAE201,Electrical,Warning,Manual override required,
13:59:30,UAE201,Engine,Critical,System reset needed,
14:00:00,UAE201,Avionics,Critical,No action needed,
14:00:30,UAE201,Electrical,Warning,Manual override required,
14:01:00,UAE201,Landing Gear,Warning,No action needed,
14:01:30,UAE201,Avionics,Warning,No action needed,
14:02:00,UAE201,Landing Gear,Normal,No action needed,
14:02:30,UAE201,Landing Gear,Warning,Manual override required,
14:03:00,UAE201,Avionics,Critical,Manual override required,
14:03:30,UAE201,Electrical,Warning,No action needed,
14:04:00,UAE201,Electrical,Normal,No action needed,
14:04:30,UAE201,Electrical,Critical,System reset needed,
14:05:00,UAE201,Hydraulics,Normal,System reset needed,
14:05:30,UAE201,Engine,Critical,System reset needed,
14:06:00,UAE201,Hydraulics,Normal,No action needed,
14:06:30,UAE201,Electrical,Normal,No action needed,
14:07:00,UAE201,Landing Gear,Critical,No action needed,
14:07:30,UAE201,Hydraulics,Normal,Manual override required,
14:08:00,UAE201,Landing Gear,Warning,No action needed,
14:08:30,UAE201,Electrical,Critical,System reset needed,
14:09:00,UAE201,Landing Gear,Normal,Manual override required,
14:09:30,UAE201,Electrical,Normal,System reset needed,
14:10:00,UAE201,Landing Gear,Normal,System reset needed,
14:10:30,UAE201,Engine,Critical,No action needed,
14:11:00,UAE201,Landing Gear,Normal,System reset needed,
14:11:30,UAE201,Avionics,Normal,Manual override required,
14:12:00,UAE201,Landing Gear,Critical,No action needed,
14:12:30,UAE201,Hydraulics,Warning,System reset needed,
14:13:00,UAE201,Hydraulics,Critical,No action needed,
14:13:30,UAE201,Electrical,Critical,System reset needed,
14:14:00,UAE201,Avionics,Normal,No action needed,
14:14:30,UAE201,Electrical,Normal,Manual override required,
14:15:00,UAE201,Electrical,Critical,Manual override required,
14:15:30,UAE201,Electrical,Critical,System reset needed,
14:16:00,UAE201,Engine,Normal,Manual override required,
14:16:30,UAE201,Hydraulics,Normal,System reset needed,
14:17:00,UAE201,Landing Gear,Normal,No action needed,
14:17:30,UAE201,Hydraulics,Warning,Manual override required,
14:18:00,UAE201,Landing Gear,Normal,System reset needed,
14:18:30,UAE201,Electrical,Warning,Manual override required,
14:19:00,UAE201,Engine,Normal,System reset needed,
14:19:30,UAE201,Electrical,Warning,System reset needed,
14:20:00,UAE201,Hydraulics,Normal,System reset needed,
14:20:30,UAE201,Avionics,Warning,No action needed,
14:21:00,UAE201,Landing Gear,Warning,Manual override required,
14:21:30,UAE201,Engine,Critical,No action needed,
14:22:00,UAE201,Electrical,Warning,Manual override required,
14:22:30,UAE201,Electrical,Warning,No action needed,
14:23:00,UAE201,Engine,Critical,No action needed,
14:23:30,UAE201,Avionics,Critical,No action needed,
14:24:00,UAE201,Engine,Warning,System reset needed,
14:24:30,UAE201,Landing Gear,Warning,System reset needed,
14:25:00,UAE201,Electrical,Critical,No action needed,
14:25:30,UAE201,Avionics,Normal,System reset needed,
14:26:00,UAE201,Landing Gear,Warning,System reset needed,
14:26:30,UAE201,Hydraulics,Normal,Manual override required,
14:27:00,UAE201,Avionics,Critical,System reset needed,
14:27:30,UAE201,Engine,Critical,System reset needed,
14:28:00,UAE201,Avionics,Critical,System reset needed,
14:28:30,UAE201,Landing Gear,Normal,Manual override required,
14:29:00,UAE201,Hydraulics,Normal,No action needed,
14:29:30,UAE201,Hydraulics,Warning,No action needed,
14:30:00,UAE201,Hydraulics,Critical,Manual override required,
14:30:30,UAE201,Avionics,Normal,Manual override required,
14:31:00,UAE201,Electrical,Critical,System reset needed,
14:31:30,UAE201,Landing Gear,Normal,System reset needed,
14:32:00,UAE201,Electrical,Critical,System reset needed,
14:32:30,UAE201,Avionics,Warning,No action needed,
14:33:00,UAE201,Electrical,Critical,System reset needed,
14:33:30,UAE201,Avionics,Critical,Manual override required,
14:34:00,UAE201,Hydraulics,Normal,System reset needed,
14:34:30,UAE201,Landing Gear,Critical,System reset needed,
14:35:00,UAE201,Engine,Critical,Manual override required,
14:35:30,UAE201,Avionics,Warning,Manual override required,
14:36:00,UAE201,Electrical,Normal,System reset needed,
14:36:30,UAE201,Avionics,Critical,Manual override required,
14:37:00,UAE201,Landing Gear,Warning,System reset needed,
14:37:30,UAE201,Engine,Normal,Manual override required,
14:38:00,UAE201,Landing Gear,Critical,System reset needed,
14:38:30,UAE201,Avionics,Normal,System reset needed,
14:39:00,UAE201,Hydraulics,Critical,No action needed,
14:39:30,UAE201,Avionics,Normal,Manual override required,
14:40:00,UAE201,Avionics,Warning,Manual override required,
14:40:30,UAE201,Electrical,Warning,Manual override required,
14:41:00,UAE201,Electrical,Warning,System reset needed,
14:41:30,UAE201,Electrical,Critical,System reset needed,
14:42:00,UAE201,Avionics,Normal,Manual override required,
14:42:30,UAE201,Engine,Warning,Manual override required,
14:43:00,UAE201,Hydraulics,Normal,System reset needed,
14:43:30,UAE201,Avionics,Critical,Manual override required,
14:44:00,UAE201,Engine,Warning,Manual override required,
14:44:30,UAE201,Avionics,Warning,Manual override required,
14:45:00,UAE201,Landing Gear,Normal,No action needed,
14:45:30,UAE201,Avionics,Critical,System reset needed,
14:46:00,UAE201,Electrical,Normal,Manual override required,
14:46:30,UAE201,Electrical,Critical,Manual override required,
14:47:00,UAE201,Engine,Normal,No action needed,
14:47:30,UAE201,Avionics,Warning,No action needed,
14:48:00,UAE201,Avionics,Critical,No action needed,
14:48:30,UAE201,Hydraulics,Critical,Manual override required,
14:49:00,UAE201,Hydraulics,Normal,No action needed,
14:49:30,UAE201,Landing Gear,Critical,No action needed,
14:50:00,UAE201,Landing Gear,Critical,No action needed,
14:50:30,UAE201,Avionics,Critical,System reset needed,
14:51:00,UAE201,Hydraulics,Critical,Manual override required,
14:51:30,UAE201,Avionics,Critical,No action needed,
14:52:00,UAE201,Engine,Normal,System reset needed,
14:52:30,UAE201,Electrical,Critical,System reset needed,
14:53:00,UAE201,Engine,Critical,System reset needed,
14:53:30,UAE201,Engine,Warning,System reset needed,
14:54:00,UAE201,Electrical,Warning,Manual override required,
14:54:30,UAE201,Engine,Critical,No action needed,
14:55:00,UAE201,Hydraulics,Warning,Manual override required,
14:55:30,UAE201,Engine,Normal,System reset needed,
14:56:00,UAE201,Hydraulics,Critical,Manual override required,
14:56:30,UAE201,Landing Gear,Warning,No action needed,
14:57:00,UAE201,Hydraulics,Normal,No action needed,
14:57:30,UAE201,Electrical,Warning,Manual override required,
14:58:00,UAE201,Landing Gear,Critical,System reset needed,
14:58:30,UAE201,Landing Gear,Normal,No action needed,
14:59:00,UAE201,Engine,Normal,Manual override required,
14:59:30,UAE201,Landing Gear,Critical,Manual override required,
15:00:00,UAE201,Engine,Normal,Manual override required,
15:00:30,UAE201,Avionics,Critical,No action needed,
15:01:00,UAE201,Hydraulics,Normal,Manual override required,
15:01:30,UAE201,Electrical,Critical,Manual override required,
15:02:00,UAE201,Landing Gear,Critical,Manual override required,
15:02:30,UAE201,Avionics,Normal,Manual override required,
15:03:00,UAE201,Landing Gear,Warning,System reset needed,
15:03:30,UAE201,Avionics,Warning,System reset needed,
15:04:00,UAE201,Hydraulics,Normal,No action needed,
15:04:30,UAE201,Landing Gear,Critical,System reset needed,
15:05:00,UAE201,Engine,Critical,System reset needed,
15:05:30,UAE201,Engine,Warning,Manual override required,
15:06:00,UAE201,Electrical,Critical,Manual override required,
15:06:30,UAE201,Electrical,Normal,No action needed,
15:07:00,UAE201,Engine,Critical,Manual override required,
15:07:30,UAE201,Avionics,Warning,No action needed,
15:08:00,UAE201,Avionics,Critical,System reset needed,
15:08:30,UAE201,Landing Gear,Normal,Manual override required,
15:09:00,UAE201,Electrical,Critical,Manual override required,
15:09:30,UAE201,Landing Gear,Critical,System reset needed,
15:10:00,UAE201,Hydraulics,Warning,System reset needed,
15:10:30,UAE201,Landing Gear,Critical,System reset needed,
15:11:00,UAE201,Electrical,Critical,No action needed,
15:11:30,UAE201,Avionics,Warning,Manual override required,
15:12:00,UAE201,Electrical,Warning,No action needed,
15:12:30,UAE201,Landing Gear,Warning,System reset needed,
15:13:00,UAE201,Electrical,Normal,Manual override required,
15:13:30,UAE201,Avionics,Critical,Manual override required,
15:14:00,UAE201,Engine,Warning,No action needed,
15:14:30,UAE201,Engine,Normal,System reset needed,
15:15:00,UAE201,Avionics,Normal,System reset needed,
15:15:30,UAE201,Landing Gear,Critical,Manual override required,
15:16:00,UAE201,Landing Gear,Warning,No action needed,
15:16:30,UAE201,Engine,Critical,No action needed,
15:17:00,UAE201,Hydraulics,Normal,System reset needed,
15:17:30,UAE201,Engine,Critical,System reset needed,
15:18:00,UAE201,Landing Gear,Normal,System reset needed,
15:18:30,UAE201,Landing Gear,Warning,No action needed,
15:19:00,UAE201,Electrical,Critical,No action needed,
15:19:30,UAE201,Engine,Normal,System reset needed,
15:20:00,UAE201,Avionics,Normal,System reset needed,
15:20:30,UAE201,Engine,Normal,Manual override required,
15:21:00,UAE201,Landing Gear,Warning,System reset needed,
15:21:30,UAE201,Electrical,Normal,No action needed,
15:22:00,UAE201,Engine,Critical,Manual override required,
15:22:30,UAE201,Engine,Warning,Manual override required,
15:23:00,UAE201,Avionics,Normal,System reset needed,
15:23:30,UAE201,Hydraulics,Critical,System reset needed,
15:24:00,UAE201,Electrical,Warning,Manual override required,
15:24:30,UAE201,Engine,Critical,No action needed,
15:25:00,UAE201,Avionics,Normal,No action needed,
15:25:30,UAE201,Landing Gear,Warning,System reset needed,
15:26:00,UAE201,Engine,Critical,Manual override required,
15:26:30,UAE201,Electrical,Critical,No action needed,
15:27:00,UAE201,Hydraulics,Critical,Manual override required,
15:27:30,UAE201,Avionics,Critical,System reset needed,
15:28:00,UAE201,Electrical,Normal,Manual override required,
15:28:30,UAE201,Landing Gear,Critical,System reset needed,
15:29:00,UAE201,Landing Gear,Critical,No action needed,
15:29:30,UAE201,Electrical,Normal,No action needed,
15:30:00,UAE201,Landing Gear,Critical,No action needed,
15:30:30,UAE201,Engine,Warning,System reset needed,
15:31:00,UAE201,Electrical,Critical,System reset needed,
15:31:30,UAE201,Landing Gear,Critical,System reset needed,
15:32:00,UAE201,Landing Gear,Normal,No action needed,
15:32:30,UAE201,Electrical,Normal,Manual override required,
15:33:00,UAE201,Avionics,Normal,Manual override required,
15:33:30,UAE201,Landing Gear,Critical,No action needed,
15:34:00,UAE201,Electrical,Warning,No action needed,
15:34:30,UAE201,Landing Gear,Normal,No action needed,
15:35:00,UAE201,Engine,Normal,No action needed,
15:35:30,UAE201,Electrical,Normal,Manual override required,
15:36:00,UAE201,Landing Gear,Critical,System reset needed,
15:36:30,UAE201,Electrical,Normal,System reset needed,
15:37:00,UAE201,Hydraulics,Normal,Manual override required,
15:37:30,UAE201,Avionics,Critical,No action needed,
15:38:00,UAE201,Landing Gear,Normal,No action needed,
15:38:30,UAE201,Electrical,Critical,No action needed,
15:39:00,UAE201,Engine,Warning,Manual override required,
15:39:30,UAE201,Landing Gear,Critical,Manual override required,
15:40:00,UAE201,Avionics,Critical,System reset needed,
15:40:30,UAE201,Electrical,Critical,No action needed,
15:41:00,UAE201,Landing Gear,Normal,No action needed,
15:41:30,UAE201,Landing Gear,Normal,Manual override required,
15:42:00,UAE201,Avionics,Warning,Manual override required,
15:42:30,UAE201,Landing Gear,Warning,No action needed,
15:43:00,UAE201,Electrical,Critical,System reset needed,
15:43:30,UAE201,Electrical,Warning,Manual override required,
15:44:00,UAE201,Avionics,Critical,Manual override required,
15:44:30,UAE201,Electrical,Warning,Manual override required,
15:45:00,UAE201,Landing Gear,Warning,No action needed,
15:45:30,UAE201,Avionics,Normal,No action needed,
15:46:00,UAE201,Electrical,Normal,No action needed,
15:46:30,UAE201,Landing Gear,Critical,System reset needed,
15:47:00,UAE201,Engine,Critical,System reset needed,
15:47:30,UAE201,Landing Gear,Warning,Manual override required,
15:48:00,UAE201,Engine,Warning,No action needed,
15:48:30,UAE201,Avionics,Critical,System reset needed,
15:49:00,UAE201,Avionics,Critical,Manual override required,
15:49:30,UAE201,Hydraulics,Warning,Manual override required,
15:50:00,UAE201,Electrical,Critical,Manual override required,
15:50:30,UAE201,Hydraulics,Normal,No action needed,
15:51:00,UAE201,Avionics,Normal,No action needed,
15:51:30,UAE201,Avionics,Normal,System reset needed,
15:52:00,UAE201,Hydraulics,Warning,System reset needed,
15:52:30,UAE201,Landing Gear,Warning,No action needed,
15:53:00,UAE201,Electrical,Critical,Manual override required,
15:53:30,UAE201,Landing Gear,Critical,Manual override required,
15:54:00,UAE201,Landing Gear,Normal,System reset needed,
15:54:30,UAE201,Landing Gear,Normal,System reset needed,
15:55:00,UAE201,Landing Gear,Critical,System reset needed,
15:55:30,UAE201,Hydraulics,Normal,No action needed,
15:56:00,UAE201,Landing Gear,Warning,Manual override required,
15:56:30,UAE201,Landing Gear,Normal,Manual override required,
15:57:00,UAE201,Electrical,Warning,No action needed,
15:57:30,UAE201,Engine,Critical,No action needed,
15:58:00,UAE201,Hydraulics,Warning,System reset needed,
15:58:30,UAE201,Hydraulics,Warning,No action needed,
15:59:00,UAE201,Avionics,Normal,Manual override required,
15:59:30,UAE201,Electrical,Normal,Manual override required,
16:00:00,UAE201,Landing Gear,Normal,System reset needed,
16:00:30,UAE201,Engine,Critical,No action needed,
16:01:00,UAE201,Avionics,Critical,Manual override required,
16:01:30,UAE201,Landing Gear,Warning,System reset needed,
16:02:00,UAE201,Avionics,Critical,No action needed,
16:02:30,UAE201,Electrical,Normal,Manual override required,
16:03:00,UAE201,Landing Gear,Warning,System reset needed,
16:03:30,UAE201,Avionics,Warning,System reset needed,
16:04:00,UAE201,Electrical,Warning,Manual override required,
16:04:30,UAE201,Hydraulics,Critical,System reset needed,
16:05:00,UAE201,Landing Gear,Normal,Manual override required,
16:05:30,UAE201,Landing Gear,Critical,System reset needed,
16:06:00,UAE201,Hydraulics,Critical,No action needed,
16:06:30,UAE201,Avionics,Critical,No action needed,
16:07:00,UAE201,Electrical,Normal,System reset needed,
16:07:30,UAE201,Avionics,Normal,Manual override required,
16:08:00,UAE201,Landing Gear,Critical,System reset needed,
16:08:30,UAE201,Hydraulics,Warning,Manual override required,
16:09:00,UAE201,Hydraulics,Critical,Manual override required,
16:09:30,UAE201,Landing Gear,Warning,No action needed,
16:10:00,UAE201,Landing Gear,Normal,No action needed,
16:10:30,UAE201,Landing Gear,Normal,No action needed,
16:11:00,UAE201,Avionics,Warning,System reset needed,
16:11:30,UAE201,Hydraulics,Critical,Manual override required,
16:12:00,UAE201,Engine,Normal,System reset needed,
16:12:30,UAE201,Avionics,Critical,Manual override required,
16:13:00,UAE201,Hydraulics,Normal,Manual override required,
16:13:30,UAE201,Landing Gear,Normal,Manual override required,
16:14:00,UAE201,Avionics,Normal,System reset needed,
16:14:30,UAE201,Landing Gear,Warning,System reset needed,
16:15:00,UAE201,Avionics,Normal,No action needed,
16:15:30,UAE201,Avionics,Normal,System reset needed,
16:16:00,UAE201,Hydraulics,Warning,Manual override required,
16:16:30,UAE201,Engine,Warning,System reset needed,
16:17:00,UAE201,Avionics,Warning,Manual override required,
16:17:30,UAE201,Electrical,Warning,System reset needed,
16:18:00,UAE201,Avionics,Warning,Manual override required,
16:18:30,UAE201,Avionics,Critical,No action needed,
16:19:00,UAE201,Electrical,Critical,Manual override required,
16:19:30,UAE201,Hydraulics,Warning,System reset needed,
16:20:00,UAE201,Landing Gear,Warning,Manual override required,
16:20:30,UAE201,Landing Gear,Critical,System reset needed,
16:21:00,UAE201,Electrical,Critical,Manual override required,
16:21:30,UAE201,Avionics,Normal,No action needed,
16:22:00,UAE201,Electrical,Normal,Manual override required,
16:22:30,UAE201,Hydraulics,Critical,Manual override required,
16:23:00,UAE201,Electrical,Warning,No action needed,
16:23:30,UAE201,Electrical,Critical,Manual override required,
16:24:00,UAE201,Electrical,Warning,System reset needed,
16:24:30,UAE201,Hydraulics,Warning,No action needed,
16:25:00,UAE201,Hydraulics,Normal,Manual override required,
16:25:30,UAE201,Hydraulics,Critical,System reset needed,
16:26:00,UAE201,Electrical,Normal,Manual override required,
16:26:30,UAE201,Electrical,Critical,No action needed,
16:27:00,UAE201,Engine,Normal,Manual override required,
16:27:30,UAE201,Hydraulics,Normal,System reset needed,
16:28:00,UAE201,Avionics,Warning,System reset needed,
16:28:30,UAE201,Engine,Critical,Manual override required,
16:29:00,UAE201,Avionics,Critical,Manual override required,
16:29:30,UAE201,Landing Gear,Critical,Manual override required,
16:30:00,UAE201,Landing Gear,Warning,Manual override required,
16:30:30,UAE201,Landing Gear,Warning,No action needed,
16:31:00,UAE201,Hydraulics,Critical,No action needed,
16:31:30,UAE201,Avionics,Normal,System reset needed,
16:32:00,UAE201,Hydraulics,Critical,System reset needed,
16:32:30,UAE201,Hydraulics,Critical,Manual override required,
16:33:00,UAE201,Avionics,Warning,No action needed,
16:33:30,UAE201,Engine,Normal,Manual override required,
16:34:00,UAE201,Electrical,Normal,System reset needed,
16:34:30,UAE201,Avionics,Critical,System reset needed,
16:35:00,UAE201,Avionics,Warning,No action needed,
16:35:30,UAE201,Electrical,Warning,System reset needed,
16:36:00,UAE201,Landing Gear,Normal,No action needed,
16:36:30,UAE201,Engine,Warning,System reset needed,
16:37:00,UAE201,Hydraulics,Critical,System reset needed,
16:37:30,UAE201,Hydraulics,Warning,No action needed,
16:38:00,UAE201,Engine,Warning,Manual override required,
16:38:30,UAE201,Electrical,Warning,System reset needed,
16:39:00,UAE201,Hydraulics,Warning,System reset needed,
16:39:30,UAE201,Electrical,Normal,Manual override required,
16:40:00,UAE201,Electrical,Normal,Manual override required,
16:40:30,UAE201,Hydraulics,Critical,Manual override required,
16:41:00,UAE201,Hydraulics,Warning,System reset needed,
16:41:30,UAE201,Engine,Normal,No action needed,
16:42:00,UAE201,Engine,Warning,System reset needed,
16:42:30,UAE201,Engine,Warning,System reset needed,
16:43:00,UAE201,Landing Gear,Warning,Manual override required,
16:43:30,UAE201,Hydraulics,Warning,No action needed,
16:44:00,UAE201,Hydraulics,Normal,System reset needed,
16:44:30,UAE201,Landing Gear,Normal,System reset needed,
16:45:00,UAE201,Landing Gear,Normal,Manual override required,
16:45:30,UAE201,Electrical,Normal,System reset needed,
16:46:00,UAE201,Engine,Warning,Manual override required,
16:46:30,UAE201,Hydraulics,Critical,No action needed,
16:47:00,UAE201,Hydraulics,Warning,System reset needed,
16:47:30,UAE201,Avionics,Critical,System reset needed,
16:48:00,UAE201,Avionics,Warning,System reset needed,
16:48:30,UAE201,Landing Gear,Warning,Manual override required,
16:49:00,UAE201,Hydraulics,Critical,System reset needed,
16:49:30,UAE201,Avionics,Normal,Manual override required,
16:50:00,UAE201,Electrical,Critical,Manual override required,
16:50:30,UAE201,Landing Gear,Normal,No action needed,
16:51:00,UAE201,Landing Gear,Critical,No action needed,
16:51:30,UAE201,Hydraulics,Normal,Manual override required,
16:52:00,UAE201,Hydraulics,Critical,Manual override required,
16:52:30,UAE201,Hydraulics,Normal,Manual override required,
16:53:00,UAE201,Electrical,Normal,No action needed,
16:53:30,UAE201,Hydraulics,Warning,No action needed,
16:54:00,UAE201,Avionics,Critical,No action needed,
16:54:30,UAE201,Avionics,Warning,Manual override required,
16:55:00,UAE201,Avionics,Critical,Manual override required,
16:55:30,UAE201,Hydraulics,Normal,Manual override required,
16:56:00,UAE201,Hydraulics,Normal,Manual override required,
16:56:30,UAE201,Engine,Critical,System reset needed,
16:57:00,UAE201,Landing Gear,Critical,Manual override required,
16:57:30,UAE201,Landing Gear,Critical,No action needed,
16:58:00,UAE201,Avionics,Critical,Manual override required,
16:58:30,UAE201,Hydraulics,Normal,System reset needed,
16:59:00,UAE201,Hydraulics,Normal,System reset needed,
16:59:30,UAE201,Engine,Critical,System reset needed,
17:00:00,UAE201,Avionics,Critical,No action needed,
17:00:30,UAE201,Hydraulics,Critical,Manual override required,
17:01:00,UAE201,Landing Gear,Warning,No action needed,
17:01:30,UAE201,Hydraulics,Critical,System reset needed,
17:02:00,UAE201,Landing Gear,Normal,System reset needed,
17:02:30,UAE201,Landing Gear,Warning,System reset needed,
17:03:00,UAE201,Electrical,Normal,System reset needed,
17:03:30,UAE201,Avionics,Normal,Manual override required,
17:04:00,UAE201,Electrical,Normal,System reset needed,
