Time,Call Sign,Original Route,Updated Route,Fuel Burn Impact (kg),ATC Clearance
18:20:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,331,Requesting clearance
18:20:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,925,Cleared
18:21:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,613,Requesting clearance
18:21:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,560,Cleared
18:22:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,855,Cleared
18:22:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,270,Denied clearance
18:23:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,318,Awaiting clearance
18:23:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,490,Cleared
18:24:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,562,Requesting clearance
18:24:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,238,Requesting clearance
18:25:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,385,Requesting clearance
18:25:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,476,Denied clearance
18:26:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,400,Requesting clearance
18:26:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,639,Cleared
18:27:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,717,Denied clearance
18:27:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,219,Denied clearance
18:28:00,UAE201,"('26.0765° N', '56.2406° E')",No change,460,Requesting clearance
18:28:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,702,Denied clearance
18:29:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,588,Requesting clearance
18:29:30,UAE201,"('26.0765° N', '56.2406° E')",No change,965,Denied clearance
18:30:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,734,Cleared
18:30:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,772,Awaiting clearance
18:31:00,UAE201,"('25.2532° N', '55.3657° E')",No change,340,Requesting clearance
18:31:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,437,Denied clearance
18:32:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,363,Cleared
18:32:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,727,Denied clearance
18:33:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,290,Requesting clearance
18:33:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,740,Requesting clearance
18:34:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,941,Requesting clearance
18:34:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,907,Denied clearance
18:35:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,806,Awaiting clearance
18:35:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,409,Awaiting clearance
18:36:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,330,Awaiting clearance
18:36:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,535,Denied clearance
18:37:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,227,Requesting clearance
18:37:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,712,Requesting clearance
18:38:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,355,Denied clearance
18:38:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,960,Cleared
18:39:00,UAE201,"('28.7041° N', '77.1025° E')",No change,398,Cleared
18:39:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,547,Cleared
18:40:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,388,Denied clearance
18:40:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,701,Cleared
18:41:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,685,Cleared
18:41:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,211,Cleared
18:42:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,359,Cleared
18:42:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,223,Cleared
18:43:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,232,Awaiting clearance
18:43:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,311,Cleared
18:44:00,UAE201,"('34.0837° N', '74.7973° E')",No change,592,Denied clearance
18:44:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,420,Denied clearance
18:45:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,697,Awaiting clearance
18:45:30,UAE201,"('28.7041° N', '77.1025° E')",No change,331,Awaiting clearance
18:46:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,372,Denied clearance
18:46:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,819,Denied clearance
18:47:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,361,Requesting clearance
18:47:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,735,Requesting clearance
18:48:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,314,Awaiting clearance
18:48:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,344,Requesting clearance
18:49:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,380,Awaiting clearance
18:49:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,683,Awaiting clearance
18:50:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,456,Cleared
18:50:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,229,Denied clearance
18:51:00,UAE201,"('25.2532° N', '55.3657° E')",No change,333,Awaiting clearance
18:51:30,UAE201,"('28.7041° N', '77.1025° E')",No change,213,Denied clearance
18:52:00,UAE201,"('34.0837° N', '74.7973° E')",No change,514,Awaiting clearance
18:52:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,302,Requesting clearance
18:53:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,259,Awaiting clearance
18:53:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,600,Cleared
18:54:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,384,Denied clearance
18:54:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,231,Cleared
18:55:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,1000,Cleared
18:55:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,236,Requesting clearance
18:56:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,789,Denied clearance
18:56:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,962,Cleared
18:57:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,1000,Denied clearance
18:57:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,699,Awaiting clearance
18:58:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,805,Awaiting clearance
18:58:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,350,Cleared
18:59:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,441,Denied clearance
18:59:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,932,Requesting clearance
19:00:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,819,Denied clearance
19:00:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,514,Cleared
19:01:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,755,Awaiting clearance
19:01:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,506,Requesting clearance
19:02:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,819,Cleared
19:02:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,484,Requesting clearance
19:03:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,515,Awaiting clearance
19:03:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,624,Denied clearance
19:04:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,425,Cleared
19:04:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,855,Requesting clearance
19:05:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,512,Denied clearance
19:05:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,958,Awaiting clearance
19:06:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,481,Requesting clearance
19:06:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,242,Denied clearance
19:07:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,461,Requesting clearance
19:07:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,268,Awaiting clearance
19:08:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,870,Requesting clearance
19:08:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,610,Requesting clearance
19:09:00,UAE201,"('26.0765° N', '56.2406° E')",No change,412,Requesting clearance
19:09:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,285,Requesting clearance
19:10:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,480,Denied clearance
19:10:30,UAE201,"('26.0765° N', '56.2406° E')",No change,244,Denied clearance
19:11:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,798,Denied clearance
19:11:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,437,Requesting clearance
19:12:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,696,Cleared
19:12:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,443,Cleared
19:13:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,612,Awaiting clearance
19:13:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,428,Requesting clearance
19:14:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,596,Denied clearance
19:14:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,407,Cleared
19:15:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,400,Requesting clearance
19:15:30,UAE201,"('25.2532° N', '55.3657° E')",No change,379,Awaiting clearance
19:16:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,467,Awaiting clearance
19:16:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,683,Awaiting clearance
19:17:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,886,Cleared
19:17:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,714,Awaiting clearance
19:18:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,431,Cleared
19:18:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,367,Awaiting clearance
19:19:00,UAE201,"('34.0837° N', '74.7973° E')",No change,802,Denied clearance
19:19:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,244,Awaiting clearance
19:20:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,245,Cleared
19:20:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,244,Requesting clearance
19:21:00,UAE201,"('25.2532° N', '55.3657° E')",No change,798,Awaiting clearance
19:21:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,900,Requesting clearance
19:22:00,UAE201,"('25.2532° N', '55.3657° E')",No change,653,Denied clearance
19:22:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,639,Denied clearance
19:23:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,805,Awaiting clearance
19:23:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,688,Requesting clearance
19:24:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,586,Awaiting clearance
19:24:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,616,Cleared
19:25:00,UAE201,"('34.0837° N', '74.7973° E')",No change,902,Cleared
19:25:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,865,Denied clearance
19:26:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,554,Requesting clearance
19:26:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,526,Cleared
19:27:00,UAE201,"('34.0837° N', '74.7973° E')",No change,381,Cleared
19:27:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,430,Cleared
19:28:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,790,Requesting clearance
19:28:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,993,Cleared
19:29:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,426,Denied clearance
19:29:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,623,Denied clearance
19:30:00,UAE201,"('28.7041° N', '77.1025° E')",No change,446,Cleared
19:30:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,524,Cleared
19:31:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,774,Requesting clearance
19:31:30,UAE201,"('28.7041° N', '77.1025° E')",No change,844,Denied clearance
19:32:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,981,Awaiting clearance
19:32:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,739,Cleared
19:33:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,861,Cleared
19:33:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,972,Denied clearance
19:34:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,513,Requesting clearance
19:34:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,205,Requesting clearance
19:35:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,398,Requesting clearance
19:35:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,289,Cleared
19:36:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,619,Awaiting clearance
19:36:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,551,Requesting clearance
19:37:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,788,Denied clearance
19:37:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,546,Awaiting clearance
19:38:00,UAE201,"('26.0765° N', '56.2406° E')",No change,204,Requesting clearance
19:38:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,672,Requesting clearance
19:39:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,575,Cleared
19:39:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,245,Awaiting clearance
19:40:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,693,Cleared
19:40:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,770,Requesting clearance
19:41:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,536,Requesting clearance
19:41:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,794,Cleared
19:42:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,380,Awaiting clearance
19:42:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,797,Requesting clearance
19:43:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,267,Denied clearance
19:43:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,948,Cleared
19:44:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,870,Awaiting clearance
19:44:30,UAE201,"('28.7041° N', '77.1025° E')",No change,598,Denied clearance
19:45:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,534,Awaiting clearance
19:45:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,988,Denied clearance
19:46:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,355,Awaiting clearance
19:46:30,UAE201,"('34.0837° N', '74.7973° E')",No change,633,Cleared
19:47:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,444,Requesting clearance
19:47:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,599,Awaiting clearance
19:48:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,784,Requesting clearance
19:48:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,653,Cleared
19:49:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,657,Requesting clearance
19:49:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,588,Cleared
19:50:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,826,Awaiting clearance
19:50:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,701,Requesting clearance
19:51:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,430,Cleared
19:51:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,659,Denied clearance
19:52:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,423,Awaiting clearance
19:52:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,458,Requesting clearance
19:53:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,615,Awaiting clearance
19:53:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,513,Requesting clearance
19:54:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,683,Cleared
19:54:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,803,Awaiting clearance
19:55:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,327,Awaiting clearance
19:55:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,287,Denied clearance
19:56:00,UAE201,"('25.2532° N', '55.3657° E')",No change,489,Cleared
19:56:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,344,Requesting clearance
19:57:00,UAE201,"('26.0765° N', '56.2406° E')",No change,458,Requesting clearance
19:57:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,450,Cleared
19:58:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,299,Requesting clearance
19:58:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,857,Awaiting clearance
19:59:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,892,Requesting clearance
19:59:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,748,Awaiting clearance
20:00:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,657,Requesting clearance
20:00:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,720,Awaiting clearance
20:01:00,UAE201,"('28.7041° N', '77.1025° E')",No change,354,Requesting clearance
20:01:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,390,Denied clearance
20:02:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,448,Requesting clearance
20:02:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,507,Cleared
20:03:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,286,Denied clearance
20:03:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,674,Cleared
20:04:00,UAE201,"('25.2532° N', '55.3657° E')",No change,751,Requesting clearance
20:04:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,859,Denied clearance
20:05:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,940,Denied clearance
20:05:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,770,Requesting clearance
20:06:00,UAE201,"('28.7041° N', '77.1025° E')",No change,819,Awaiting clearance
20:06:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,262,Requesting clearance
20:07:00,UAE201,"('34.0837° N', '74.7973° E')",No change,643,Denied clearance
20:07:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,634,Cleared
20:08:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,951,Awaiting clearance
20:08:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,390,Awaiting clearance
20:09:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,991,Cleared
20:09:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,482,Denied clearance
20:10:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,904,Cleared
20:10:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,439,Denied clearance
20:11:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,300,Awaiting clearance
20:11:30,UAE201,"('26.0765° N', '56.2406° E')",No change,230,Awaiting clearance
20:12:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,440,Cleared
20:12:30,UAE201,"('34.0837° N', '74.7973° E')",No change,603,Awaiting clearance
20:13:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,285,Requesting clearance
20:13:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,419,Requesting clearance
20:14:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,646,Requesting clearance
20:14:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,654,Cleared
20:15:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,491,Denied clearance
20:15:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,674,Awaiting clearance
20:16:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,912,Cleared
20:16:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,331,Cleared
20:17:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,653,Awaiting clearance
20:17:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,275,Awaiting clearance
20:18:00,UAE201,"('26.0765° N', '56.2406° E')",No change,983,Denied clearance
20:18:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,578,Cleared
20:19:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,632,Awaiting clearance
20:19:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,853,Denied clearance
20:20:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,392,Cleared
20:20:30,UAE201,"('26.0765° N', '56.2406° E')",No change,490,Cleared
20:21:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,981,Awaiting clearance
20:21:30,UAE201,"('28.7041° N', '77.1025° E')",No change,386,Requesting clearance
20:22:00,UAE201,"('34.0837° N', '74.7973° E')",No change,250,Awaiting clearance
20:22:30,UAE201,"('26.0765° N', '56.2406° E')",No change,622,Awaiting clearance
20:23:00,UAE201,"('25.2532° N', '55.3657° E')",No change,622,Requesting clearance
20:23:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,334,Denied clearance
20:24:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,313,Requesting clearance
20:24:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,492,Cleared
20:25:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,363,Requesting clearance
20:25:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,524,Requesting clearance
20:26:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,274,Cleared
20:26:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,535,Awaiting clearance
20:27:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,312,Cleared
20:27:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,295,Denied clearance
20:28:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,242,Cleared
20:28:30,UAE201,"('26.0765° N', '56.2406° E')",No change,254,Cleared
20:29:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,518,Denied clearance
20:29:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,619,Cleared
20:30:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,583,Awaiting clearance
20:30:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,226,Awaiting clearance
20:31:00,UAE201,"('28.7041° N', '77.1025° E')",No change,434,Awaiting clearance
20:31:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,664,Requesting clearance
20:32:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,752,Denied clearance
20:32:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,521,Denied clearance
20:33:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,387,Cleared
20:33:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,614,Awaiting clearance
20:34:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,872,Cleared
20:34:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,402,Cleared
20:35:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,258,Awaiting clearance
20:35:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,517,Cleared
20:36:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,855,Requesting clearance
20:36:30,UAE201,"('26.0765° N', '56.2406° E')",No change,257,Cleared
20:37:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,878,Requesting clearance
20:37:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,557,Cleared
20:38:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,997,Cleared
20:38:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,694,Denied clearance
20:39:00,UAE201,"('28.7041° N', '77.1025° E')",No change,794,Cleared
20:39:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,884,Denied clearance
20:40:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,462,Awaiting clearance
20:40:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,519,Denied clearance
20:41:00,UAE201,"('26.0765° N', '56.2406° E')",No change,639,Denied clearance
20:41:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,788,Awaiting clearance
20:42:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,942,Cleared
20:42:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,749,Denied clearance
20:43:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,710,Awaiting clearance
20:43:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,524,Awaiting clearance
20:44:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,522,Requesting clearance
