Time,Call Sign,Runway,Status,Taxiway Congestion,Expected Delays (minutes),Gate Assignment
18:04:00,UAE201,18R,Under Maintenance,High,27,Gate assigned at terminal 3
18:04:30,UAE201,27R,Closed,High,41,Gate assigned at terminal 3
18:05:00,UAE201,27L,Open,High,12,Gate assigned at terminal 3
18:05:30,UAE201,18L,Open,Moderate,53,Gate assigned at terminal 3
18:06:00,UAE201,18L,Closed,Moderate,26,Gate assigned at terminal 3
18:06:30,UAE201,18L,Open,Moderate,27,Gate assigned at terminal 3
18:07:00,UAE201,09L,Closed,Low,11,Gate assigned at terminal 3
18:07:30,UAE201,27L,Open,High,37,Gate assigned at terminal 3
18:08:00,UAE201,18L,Closed,High,54,Gate assigned at terminal 3
18:08:30,UAE201,18R,Closed,High,21,Gate assigned at terminal 3
18:09:00,UAE201,09R,Open,Low,23,Gate assigned at terminal 3
18:09:30,UAE201,18L,Open,Low,43,Gate assigned at terminal 3
18:10:00,UAE201,09L,Open,Moderate,29,Gate assigned at terminal 3
18:10:30,UAE201,18L,Closed,Moderate,11,Gate assigned at terminal 3
18:11:00,UAE201,27R,Under Maintenance,Low,35,Gate assigned at terminal 3
18:11:30,UAE201,27L,Under Maintenance,Low,23,Gate assigned at terminal 3
18:12:00,UAE201,27L,Closed,High,10,Gate assigned at terminal 3
18:12:30,UAE201,09L,Closed,Low,21,Gate assigned at terminal 3
18:13:00,UAE201,13R,Under Maintenance,High,4,Gate assigned at terminal 3
18:13:30,UAE201,13R,Under Maintenance,High,42,Gate assigned at terminal 3
18:14:00,UAE201,27R,Closed,Moderate,55,Gate assigned at terminal 3
18:14:30,UAE201,13L,Open,Low,11,Gate assigned at terminal 3
18:15:00,UAE201,27L,Open,High,20,Gate assigned at terminal 3
18:15:30,UAE201,13L,Closed,High,29,Gate assigned at terminal 3
18:16:00,UAE201,13R,Open,Moderate,0,Gate assigned at terminal 3
18:16:30,UAE201,09R,Open,High,25,Gate assigned at terminal 3
18:17:00,UAE201,27L,Under Maintenance,High,19,Gate assigned at terminal 3
18:17:30,UAE201,09R,Open,Moderate,36,Gate assigned at terminal 3
18:18:00,UAE201,13L,Under Maintenance,Low,50,Gate assigned at terminal 3
18:18:30,UAE201,18R,Under Maintenance,High,0,Gate assigned at terminal 3
18:19:00,UAE201,18L,Open,Low,58,Gate assigned at terminal 3
18:19:30,UAE201,13R,Open,High,53,Gate assigned at terminal 3
18:20:00,UAE201,09L,Under Maintenance,High,42,Gate assigned at terminal 3
18:20:30,UAE201,18L,Under Maintenance,Low,22,Gate assigned at terminal 3
18:21:00,UAE201,18L,Closed,High,26,Gate assigned at terminal 3
18:21:30,UAE201,09R,Closed,High,30,Gate assigned at terminal 3
18:22:00,UAE201,13R,Closed,High,21,Gate assigned at terminal 3
18:22:30,UAE201,27L,Open,High,42,Gate assigned at terminal 3
18:23:00,UAE201,27R,Under Maintenance,Moderate,6,Gate assigned at terminal 3
18:23:30,UAE201,18R,Open,Moderate,35,Gate assigned at terminal 3
18:24:00,UAE201,27R,Open,Low,26,Gate assigned at terminal 3
18:24:30,UAE201,18R,Open,Low,14,Gate assigned at terminal 3
18:25:00,UAE201,13R,Closed,Moderate,1,Gate assigned at terminal 3
18:25:30,UAE201,27R,Closed,Low,44,Gate assigned at terminal 3
18:26:00,UAE201,13L,Open,Low,19,Gate assigned at terminal 3
18:26:30,UAE201,13L,Under Maintenance,Low,2,Gate assigned at terminal 3
18:27:00,UAE201,13R,Closed,Moderate,19,Gate assigned at terminal 3
18:27:30,UAE201,27L,Under Maintenance,High,59,Gate assigned at terminal 3
18:28:00,UAE201,27L,Open,Moderate,46,Gate assigned at terminal 3
18:28:30,UAE201,13R,Under Maintenance,Low,21,Gate assigned at terminal 3
18:29:00,UAE201,18L,Under Maintenance,Low,26,Gate assigned at terminal 3
18:29:30,UAE201,18L,Closed,High,21,Gate assigned at terminal 3
18:30:00,UAE201,13L,Under Maintenance,Moderate,37,Gate assigned at terminal 3
18:30:30,UAE201,27R,Open,High,33,Gate assigned at terminal 3
18:31:00,UAE201,27L,Closed,High,28,Gate assigned at terminal 3
18:31:30,UAE201,18R,Closed,Moderate,39,Gate assigned at terminal 3
18:32:00,UAE201,09R,Closed,Moderate,12,Gate assigned at terminal 3
18:32:30,UAE201,27R,Open,High,60,Gate assigned at terminal 3
18:33:00,UAE201,18L,Open,Low,0,Gate assigned at terminal 3
18:33:30,UAE201,13L,Closed,High,1,Gate assigned at terminal 3
18:34:00,UAE201,18R,Closed,High,5,Gate assigned at terminal 3
18:34:30,UAE201,27L,Closed,Low,33,Gate assigned at terminal 3
18:35:00,UAE201,18R,Open,High,54,Gate assigned at terminal 3
18:35:30,UAE201,18R,Under Maintenance,Moderate,31,Gate assigned at terminal 3
18:36:00,UAE201,09R,Under Maintenance,Low,2,Gate assigned at terminal 3
18:36:30,UAE201,27R,Open,Low,56,Gate assigned at terminal 3
18:37:00,UAE201,27R,Closed,Moderate,48,Gate assigned at terminal 3
18:37:30,UAE201,13R,Open,High,49,Gate assigned at terminal 3
18:38:00,UAE201,13R,Under Maintenance,Low,45,Gate assigned at terminal 3
18:38:30,UAE201,09L,Under Maintenance,High,10,Gate assigned at terminal 3
18:39:00,UAE201,09L,Closed,Moderate,0,Gate assigned at terminal 3
18:39:30,UAE201,27R,Under Maintenance,High,40,Gate assigned at terminal 3
18:40:00,UAE201,13R,Closed,Moderate,0,Gate assigned at terminal 3
18:40:30,UAE201,27R,Closed,Low,56,Gate assigned at terminal 3
18:41:00,UAE201,09L,Open,Low,58,Gate assigned at terminal 3
18:41:30,UAE201,13L,Closed,Low,34,Gate assigned at terminal 3
18:42:00,UAE201,18L,Open,Moderate,48,Gate assigned at terminal 3
18:42:30,UAE201,13L,Open,Moderate,43,Gate assigned at terminal 3
18:43:00,UAE201,27L,Closed,Moderate,25,Gate assigned at terminal 3
18:43:30,UAE201,09L,Under Maintenance,High,44,Gate assigned at terminal 3
18:44:00,UAE201,27L,Under Maintenance,Low,57,Gate assigned at terminal 3
18:44:30,UAE201,27R,Under Maintenance,High,43,Gate assigned at terminal 3
18:45:00,UAE201,09R,Under Maintenance,Low,40,Gate assigned at terminal 3
18:45:30,UAE201,27R,Open,Moderate,31,Gate assigned at terminal 3
18:46:00,UAE201,18L,Closed,Moderate,20,Gate assigned at terminal 3
18:46:30,UAE201,13R,Open,Low,6,Gate assigned at terminal 3
18:47:00,UAE201,13L,Under Maintenance,Low,15,Gate assigned at terminal 3
18:47:30,UAE201,13L,Under Maintenance,Low,24,Gate assigned at terminal 3
18:48:00,UAE201,27R,Closed,Low,55,Gate assigned at terminal 3
18:48:30,UAE201,09R,Under Maintenance,Moderate,45,Gate assigned at terminal 3
18:49:00,UAE201,09R,Open,Low,17,Gate assigned at terminal 3
18:49:30,UAE201,13R,Closed,Moderate,26,Gate assigned at terminal 3
18:50:00,UAE201,13L,Closed,High,35,Gate assigned at terminal 3
18:50:30,UAE201,09L,Open,Low,12,Gate assigned at terminal 3
18:51:00,UAE201,18L,Under Maintenance,Low,37,Gate assigned at terminal 3
18:51:30,UAE201,09L,Under Maintenance,Low,3,Gate assigned at terminal 3
18:52:00,UAE201,27L,Under Maintenance,Low,43,Gate assigned at terminal 3
18:52:30,UAE201,27R,Open,Low,27,Gate assigned at terminal 3
18:53:00,UAE201,27R,Under Maintenance,Moderate,57,Gate assigned at terminal 3
18:53:30,UAE201,27R,Open,Low,52,Gate assigned at terminal 3
18:54:00,UAE201,13L,Under Maintenance,Moderate,38,Gate assigned at terminal 3
18:54:30,UAE201,27L,Under Maintenance,Moderate,2,Gate assigned at terminal 3
18:55:00,UAE201,13R,Under Maintenance,Low,49,Gate assigned at terminal 3
18:55:30,UAE201,09R,Closed,Low,5,Gate assigned at terminal 3
18:56:00,UAE201,09L,Under Maintenance,High,39,Gate assigned at terminal 3
18:56:30,UAE201,13L,Open,Low,35,Gate assigned at terminal 3
18:57:00,UAE201,13R,Under Maintenance,Moderate,50,Gate assigned at terminal 3
18:57:30,UAE201,13L,Under Maintenance,High,20,Gate assigned at terminal 3
18:58:00,UAE201,09L,Under Maintenance,High,57,Gate assigned at terminal 3
18:58:30,UAE201,18R,Closed,Low,41,Gate assigned at terminal 3
18:59:00,UAE201,18R,Under Maintenance,Low,2,Gate assigned at terminal 3
18:59:30,UAE201,18R,Open,High,26,Gate assigned at terminal 3
19:00:00,UAE201,18L,Closed,Moderate,20,Gate assigned at terminal 3
19:00:30,UAE201,27R,Under Maintenance,Moderate,37,Gate assigned at terminal 3
19:01:00,UAE201,09R,Closed,High,2,Gate assigned at terminal 3
19:01:30,UAE201,13L,Under Maintenance,Moderate,39,Gate assigned at terminal 3
19:02:00,UAE201,27L,Under Maintenance,Low,60,Gate assigned at terminal 3
19:02:30,UAE201,18L,Closed,Low,57,Gate assigned at terminal 3
19:03:00,UAE201,27R,Under Maintenance,Low,29,Gate assigned at terminal 3
19:03:30,UAE201,18R,Under Maintenance,High,18,Gate assigned at terminal 3
19:04:00,UAE201,09L,Closed,Moderate,12,Gate assigned at terminal 3
19:04:30,UAE201,13R,Under Maintenance,Low,45,Gate assigned at terminal 3
19:05:00,UAE201,27L,Under Maintenance,Moderate,6,Gate assigned at terminal 3
19:05:30,UAE201,09L,Open,Low,0,Gate assigned at terminal 3
19:06:00,UAE201,27L,Open,Low,51,Gate assigned at terminal 3
19:06:30,UAE201,27L,Open,Low,35,Gate assigned at terminal 3
19:07:00,UAE201,09R,Closed,Moderate,18,Gate assigned at terminal 3
19:07:30,UAE201,18L,Under Maintenance,High,33,Gate assigned at terminal 3
19:08:00,UAE201,09L,Open,Moderate,42,Gate assigned at terminal 3
19:08:30,UAE201,27R,Open,Moderate,17,Gate assigned at terminal 3
19:09:00,UAE201,13R,Under Maintenance,Low,38,Gate assigned at terminal 3
19:09:30,UAE201,09R,Closed,High,39,Gate assigned at terminal 3
19:10:00,UAE201,09R,Open,Low,50,Gate assigned at terminal 3
19:10:30,UAE201,27R,Open,High,52,Gate assigned at terminal 3
19:11:00,UAE201,18R,Open,Low,48,Gate assigned at terminal 3
19:11:30,UAE201,18L,Closed,High,20,Gate assigned at terminal 3
19:12:00,UAE201,13L,Under Maintenance,High,1,Gate assigned at terminal 3
19:12:30,UAE201,13R,Open,Moderate,20,Gate assigned at terminal 3
19:13:00,UAE201,27L,Open,High,44,Gate assigned at terminal 3
19:13:30,UAE201,09R,Closed,Low,29,Gate assigned at terminal 3
19:14:00,UAE201,09R,Open,High,15,Gate assigned at terminal 3
19:14:30,UAE201,27R,Under Maintenance,Low,28,Gate assigned at terminal 3
19:15:00,UAE201,27R,Open,Low,13,Gate assigned at terminal 3
19:15:30,UAE201,27L,Under Maintenance,Moderate,2,Gate assigned at terminal 3
19:16:00,UAE201,09L,Under Maintenance,Moderate,38,Gate assigned at terminal 3
19:16:30,UAE201,09R,Closed,Low,29,Gate assigned at terminal 3
19:17:00,UAE201,27L,Closed,High,2,Gate assigned at terminal 3
19:17:30,UAE201,09L,Closed,High,59,Gate assigned at terminal 3
19:18:00,UAE201,18L,Open,Moderate,19,Gate assigned at terminal 3
19:18:30,UAE201,13R,Under Maintenance,Moderate,13,Gate assigned at terminal 3
19:19:00,UAE201,18R,Under Maintenance,Moderate,23,Gate assigned at terminal 3
19:19:30,UAE201,27L,Under Maintenance,Low,14,Gate assigned at terminal 3
19:20:00,UAE201,18R,Open,Moderate,13,Gate assigned at terminal 3
19:20:30,UAE201,27R,Closed,Moderate,53,Gate assigned at terminal 3
19:21:00,UAE201,09R,Under Maintenance,High,27,Gate assigned at terminal 3
19:21:30,UAE201,13L,Under Maintenance,Moderate,52,Gate assigned at terminal 3
19:22:00,UAE201,09L,Under Maintenance,Moderate,39,Gate assigned at terminal 3
19:22:30,UAE201,13L,Under Maintenance,Moderate,56,Gate assigned at terminal 3
19:23:00,UAE201,09R,Under Maintenance,Moderate,38,Gate assigned at terminal 3
19:23:30,UAE201,27R,Under Maintenance,Low,36,Gate assigned at terminal 3
19:24:00,UAE201,27R,Under Maintenance,Low,14,Gate assigned at terminal 3
19:24:30,UAE201,18R,Under Maintenance,High,6,Gate assigned at terminal 3
19:25:00,UAE201,18R,Closed,Moderate,2,Gate assigned at terminal 3
19:25:30,UAE201,27L,Under Maintenance,Low,36,Gate assigned at terminal 3
19:26:00,UAE201,13L,Closed,Moderate,27,Gate assigned at terminal 3
19:26:30,UAE201,18R,Open,Moderate,23,Gate assigned at terminal 3
19:27:00,UAE201,18R,Under Maintenance,Moderate,31,Gate assigned at terminal 3
19:27:30,UAE201,09R,Closed,Moderate,25,Gate assigned at terminal 3
19:28:00,UAE201,09R,Under Maintenance,Moderate,18,Gate assigned at terminal 3
19:28:30,UAE201,09R,Closed,High,26,Gate assigned at terminal 3
19:29:00,UAE201,18L,Closed,Low,30,Gate assigned at terminal 3
19:29:30,UAE201,27R,Closed,Low,19,Gate assigned at terminal 3
19:30:00,UAE201,09R,Open,High,54,Gate assigned at terminal 3
19:30:30,UAE201,09R,Under Maintenance,Low,34,Gate assigned at terminal 3
19:31:00,UAE201,13L,Open,High,31,Gate assigned at terminal 3
19:31:30,UAE201,27L,Closed,Moderate,41,Gate assigned at terminal 3
19:32:00,UAE201,13L,Under Maintenance,Low,10,Gate assigned at terminal 3
19:32:30,UAE201,09R,Closed,High,26,Gate assigned at terminal 3
19:33:00,UAE201,18R,Closed,Low,9,Gate assigned at terminal 3
19:33:30,UAE201,18R,Under Maintenance,Moderate,50,Gate assigned at terminal 3
19:34:00,UAE201,09R,Open,High,46,Gate assigned at terminal 3
19:34:30,UAE201,18R,Closed,Moderate,10,Gate assigned at terminal 3
19:35:00,UAE201,13L,Open,High,60,Gate assigned at terminal 3
19:35:30,UAE201,13R,Closed,High,0,Gate assigned at terminal 3
19:36:00,UAE201,18R,Closed,High,14,Gate assigned at terminal 3
19:36:30,UAE201,27L,Under Maintenance,Low,57,Gate assigned at terminal 3
19:37:00,UAE201,27R,Closed,High,35,Gate assigned at terminal 3
19:37:30,UAE201,27R,Closed,Moderate,43,Gate assigned at terminal 3
19:38:00,UAE201,09R,Closed,High,50,Gate assigned at terminal 3
19:38:30,UAE201,27R,Under Maintenance,High,55,Gate assigned at terminal 3
19:39:00,UAE201,27R,Open,Moderate,5,Gate assigned at terminal 3
19:39:30,UAE201,18R,Under Maintenance,Low,56,Gate assigned at terminal 3
19:40:00,UAE201,09R,Open,Moderate,19,Gate assigned at terminal 3
19:40:30,UAE201,27R,Closed,High,41,Gate assigned at terminal 3
19:41:00,UAE201,09L,Under Maintenance,High,26,Gate assigned at terminal 3
19:41:30,UAE201,18L,Under Maintenance,Moderate,27,Gate assigned at terminal 3
19:42:00,UAE201,27L,Open,High,49,Gate assigned at terminal 3
19:42:30,UAE201,09L,Open,High,56,Gate assigned at terminal 3
19:43:00,UAE201,13R,Open,Low,16,Gate assigned at terminal 3
19:43:30,UAE201,09R,Open,Moderate,17,Gate assigned at terminal 3
19:44:00,UAE201,09R,Closed,Low,3,Gate assigned at terminal 3
19:44:30,UAE201,09L,Closed,High,20,Gate assigned at terminal 3
19:45:00,UAE201,13R,Open,Low,57,Gate assigned at terminal 3
19:45:30,UAE201,09L,Under Maintenance,High,4,Gate assigned at terminal 3
19:46:00,UAE201,27L,Open,High,19,Gate assigned at terminal 3
19:46:30,UAE201,09R,Open,Low,4,Gate assigned at terminal 3
19:47:00,UAE201,18R,Closed,Low,35,Gate assigned at terminal 3
19:47:30,UAE201,18L,Open,Moderate,38,Gate assigned at terminal 3
19:48:00,UAE201,13L,Open,High,44,Gate assigned at terminal 3
19:48:30,UAE201,18L,Under Maintenance,Moderate,46,Gate assigned at terminal 3
19:49:00,UAE201,27R,Open,Low,12,Gate assigned at terminal 3
19:49:30,UAE201,18R,Closed,High,42,Gate assigned at terminal 3
19:50:00,UAE201,18R,Closed,High,11,Gate assigned at terminal 3
19:50:30,UAE201,09L,Under Maintenance,Low,41,Gate assigned at terminal 3
19:51:00,UAE201,27R,Open,Low,35,Gate assigned at terminal 3
19:51:30,UAE201,09L,Under Maintenance,Low,47,Gate assigned at terminal 3
19:52:00,UAE201,18R,Under Maintenance,Moderate,56,Gate assigned at terminal 3
19:52:30,UAE201,13R,Open,Moderate,44,Gate assigned at terminal 3
19:53:00,UAE201,13L,Under Maintenance,High,28,Gate assigned at terminal 3
19:53:30,UAE201,27R,Closed,Moderate,21,Gate assigned at terminal 3
19:54:00,UAE201,13R,Under Maintenance,High,34,Gate assigned at terminal 3
19:54:30,UAE201,09R,Open,Moderate,27,Gate assigned at terminal 3
19:55:00,UAE201,09L,Open,Moderate,44,Gate assigned at terminal 3
19:55:30,UAE201,09L,Open,Moderate,18,Gate assigned at terminal 3
19:56:00,UAE201,27R,Closed,High,27,Gate assigned at terminal 3
19:56:30,UAE201,13R,Closed,High,42,Gate assigned at terminal 3
19:57:00,UAE201,13R,Closed,Low,1,Gate assigned at terminal 3
19:57:30,UAE201,18R,Open,Low,35,Gate assigned at terminal 3
19:58:00,UAE201,13L,Under Maintenance,High,46,Gate assigned at terminal 3
19:58:30,UAE201,09L,Under Maintenance,Moderate,59,Gate assigned at terminal 3
19:59:00,UAE201,09L,Under Maintenance,Low,20,Gate assigned at terminal 3
19:59:30,UAE201,27R,Closed,Low,4,Gate assigned at terminal 3
20:00:00,UAE201,09L,Open,Low,55,Gate assigned at terminal 3
20:00:30,UAE201,27R,Closed,Moderate,39,Gate assigned at terminal 3
20:01:00,UAE201,27R,Closed,High,51,Gate assigned at terminal 3
20:01:30,UAE201,09L,Open,Low,59,Gate assigned at terminal 3
20:02:00,UAE201,27R,Closed,Moderate,30,Gate assigned at terminal 3
20:02:30,UAE201,27L,Under Maintenance,High,22,Gate assigned at terminal 3
20:03:00,UAE201,27R,Closed,Moderate,22,Gate assigned at terminal 3
20:03:30,UAE201,18R,Open,Moderate,46,Gate assigned at terminal 3
20:04:00,UAE201,18L,Under Maintenance,Moderate,24,Gate assigned at terminal 3
20:04:30,UAE201,18R,Under Maintenance,Moderate,4,Gate assigned at terminal 3
20:05:00,UAE201,09L,Open,Moderate,15,Gate assigned at terminal 3
20:05:30,UAE201,27R,Closed,Moderate,46,Gate assigned at terminal 3
20:06:00,UAE201,18R,Closed,Low,9,Gate assigned at terminal 3
20:06:30,UAE201,13R,Open,Moderate,52,Gate assigned at terminal 3
20:07:00,UAE201,09R,Under Maintenance,High,55,Gate assigned at terminal 3
20:07:30,UAE201,13R,Under Maintenance,Moderate,43,Gate assigned at terminal 3
20:08:00,UAE201,27L,Under Maintenance,Low,23,Gate assigned at terminal 3
20:08:30,UAE201,13R,Closed,Low,26,Gate assigned at terminal 3
20:09:00,UAE201,27L,Closed,Moderate,58,Gate assigned at terminal 3
20:09:30,UAE201,27R,Closed,Low,31,Gate assigned at terminal 3
20:10:00,UAE201,27R,Closed,Moderate,30,Gate assigned at terminal 3
20:10:30,UAE201,09L,Closed,Moderate,39,Gate assigned at terminal 3
20:11:00,UAE201,27R,Open,High,43,Gate assigned at terminal 3
20:11:30,UAE201,13R,Under Maintenance,Low,26,Gate assigned at terminal 3
20:12:00,UAE201,13L,Under Maintenance,Moderate,55,Gate assigned at terminal 3
20:12:30,UAE201,09R,Under Maintenance,Low,8,Gate assigned at terminal 3
20:13:00,UAE201,18R,Closed,Low,47,Gate assigned at terminal 3
20:13:30,UAE201,13R,Open,Moderate,12,Gate assigned at terminal 3
20:14:00,UAE201,27R,Under Maintenance,Moderate,21,Gate assigned at terminal 3
20:14:30,UAE201,09L,Open,Moderate,17,Gate assigned at terminal 3
20:15:00,UAE201,13R,Under Maintenance,Low,50,Gate assigned at terminal 3
20:15:30,UAE201,13L,Open,High,45,Gate assigned at terminal 3
20:16:00,UAE201,18R,Under Maintenance,Low,32,Gate assigned at terminal 3
20:16:30,UAE201,27R,Closed,Moderate,57,Gate assigned at terminal 3
20:17:00,UAE201,27R,Closed,Moderate,21,Gate assigned at terminal 3
20:17:30,UAE201,09L,Under Maintenance,Moderate,31,Gate assigned at terminal 3
20:18:00,UAE201,09R,Under Maintenance,Moderate,43,Gate assigned at terminal 3
20:18:30,UAE201,27R,Open,Low,39,Gate assigned at terminal 3
20:19:00,UAE201,13R,Under Maintenance,Low,46,Gate assigned at terminal 3
20:19:30,UAE201,13R,Closed,Moderate,51,Gate assigned at terminal 3
20:20:00,UAE201,27R,Open,Low,41,Gate assigned at terminal 3
20:20:30,UAE201,27R,Under Maintenance,Moderate,11,Gate assigned at terminal 3
20:21:00,UAE201,09R,Closed,High,20,Gate assigned at terminal 3
20:21:30,UAE201,18R,Under Maintenance,High,12,Gate assigned at terminal 3
20:22:00,UAE201,18L,Closed,Moderate,40,Gate assigned at terminal 3
20:22:30,UAE201,18L,Open,Moderate,15,Gate assigned at terminal 3
20:23:00,UAE201,27R,Closed,Low,17,Gate assigned at terminal 3
20:23:30,UAE201,09R,Closed,Low,26,Gate assigned at terminal 3
20:24:00,UAE201,18R,Closed,Low,35,Gate assigned at terminal 3
20:24:30,UAE201,13L,Under Maintenance,Low,34,Gate assigned at terminal 3
20:25:00,UAE201,27R,Under Maintenance,Moderate,45,Gate assigned at terminal 3
20:25:30,UAE201,18L,Under Maintenance,Moderate,11,Gate assigned at terminal 3
20:26:00,UAE201,13R,Under Maintenance,Moderate,48,Gate assigned at terminal 3
20:26:30,UAE201,18R,Under Maintenance,High,4,Gate assigned at terminal 3
20:27:00,UAE201,13L,Open,High,45,Gate assigned at terminal 3
20:27:30,UAE201,27L,Closed,Low,18,Gate assigned at terminal 3
20:28:00,UAE201,27R,Under Maintenance,Low,14,Gate assigned at terminal 3
20:28:30,UAE201,27L,Closed,High,54,Gate assigned at terminal 3
20:29:00,UAE201,18L,Under Maintenance,Low,10,Gate assigned at terminal 3
20:29:30,UAE201,27L,Closed,High,32,Gate assigned at terminal 3
20:30:00,UAE201,27R,Closed,High,30,Gate assigned at terminal 3
20:30:30,UAE201,27R,Open,Moderate,23,Gate assigned at terminal 3
20:31:00,UAE201,09L,Closed,Low,12,Gate assigned at terminal 3
20:31:30,UAE201,13R,Closed,High,55,Gate assigned at terminal 3
20:32:00,UAE201,13R,Closed,Moderate,52,Gate assigned at terminal 3
20:32:30,UAE201,18R,Open,Moderate,3,Gate assigned at terminal 3
20:33:00,UAE201,18L,Closed,Low,20,Gate assigned at terminal 3
20:33:30,UAE201,27L,Under Maintenance,Moderate,51,Gate assigned at terminal 3
20:34:00,UAE201,09R,Closed,High,59,Gate assigned at terminal 3
20:34:30,UAE201,13R,Open,High,34,Gate assigned at terminal 3
20:35:00,UAE201,09R,Open,High,8,Gate assigned at terminal 3
20:35:30,UAE201,18R,Open,High,44,Gate assigned at terminal 3
20:36:00,UAE201,13L,Under Maintenance,Moderate,52,Gate assigned at terminal 3
20:36:30,UAE201,09R,Closed,Low,6,Gate assigned at terminal 3
20:37:00,UAE201,13L,Open,Moderate,58,Gate assigned at terminal 3
20:37:30,UAE201,27L,Open,Moderate,14,Gate assigned at terminal 3
20:38:00,UAE201,09R,Under Maintenance,High,54,Gate assigned at terminal 3
20:38:30,UAE201,18R,Closed,High,45,Gate assigned at terminal 3
20:39:00,UAE201,18L,Closed,Moderate,56,Gate assigned at terminal 3
20:39:30,UAE201,18L,Closed,Moderate,21,Gate assigned at terminal 3
20:40:00,UAE201,27L,Closed,High,8,Gate assigned at terminal 3
20:40:30,UAE201,18L,Under Maintenance,Low,54,Gate assigned at terminal 3
20:41:00,UAE201,18L,Closed,High,27,Gate assigned at terminal 3
20:41:30,UAE201,13L,Under Maintenance,High,34,Gate assigned at terminal 3
20:42:00,UAE201,09R,Closed,Moderate,1,Gate assigned at terminal 3
20:42:30,UAE201,18L,Closed,Low,46,Gate assigned at terminal 3
20:43:00,UAE201,27R,Under Maintenance,Low,15,Gate assigned at terminal 3
20:43:30,UAE201,09R,Open,High,21,Gate assigned at terminal 3
20:44:00,UAE201,27L,Closed,High,26,Gate assigned at terminal 3
20:44:30,UAE201,09R,Open,Moderate,2,Gate assigned at terminal 3
20:45:00,UAE201,18L,Closed,High,46,Gate assigned at terminal 3
20:45:30,UAE201,18R,Open,Low,39,Gate assigned at terminal 3
20:46:00,UAE201,13L,Open,Low,31,Gate assigned at terminal 3
20:46:30,UAE201,13L,Under Maintenance,High,50,Gate assigned at terminal 3
20:47:00,UAE201,09R,Closed,High,55,Gate assigned at terminal 3
20:47:30,UAE201,27L,Open,Moderate,9,Gate assigned at terminal 3
20:48:00,UAE201,27R,Open,High,52,Gate assigned at terminal 3
20:48:30,UAE201,13L,Open,Moderate,43,Gate assigned at terminal 3
20:49:00,UAE201,18L,Under Maintenance,Low,44,Gate assigned at terminal 3
20:49:30,UAE201,09L,Closed,Low,18,Gate assigned at terminal 3
20:50:00,UAE201,09L,Closed,High,3,Gate assigned at terminal 3
20:50:30,UAE201,09L,Open,Moderate,6,Gate assigned at terminal 3
20:51:00,UAE201,18L,Closed,High,18,Gate assigned at terminal 3
20:51:30,UAE201,27R,Open,Moderate,45,Gate assigned at terminal 3
20:52:00,UAE201,18L,Open,Moderate,0,Gate assigned at terminal 3
20:52:30,UAE201,09L,Closed,Moderate,34,Gate assigned at terminal 3
20:53:00,UAE201,18R,Under Maintenance,Moderate,41,Gate assigned at terminal 3
20:53:30,UAE201,18R,Closed,Low,40,Gate assigned at terminal 3
20:54:00,UAE201,09R,Open,High,18,Gate assigned at terminal 3
20:54:30,UAE201,09R,Open,Low,3,Gate assigned at terminal 3
20:55:00,UAE201,18R,Open,Low,8,Gate assigned at terminal 3
20:55:30,UAE201,09R,Closed,High,49,Gate assigned at terminal 3
20:56:00,UAE201,27L,Open,High,9,Gate assigned at terminal 3
20:56:30,UAE201,27R,Closed,Moderate,52,Gate assigned at terminal 3
20:57:00,UAE201,13L,Open,Moderate,20,Gate assigned at terminal 3
20:57:30,UAE201,18L,Open,Moderate,7,Gate assigned at terminal 3
20:58:00,UAE201,13R,Open,Low,55,Gate assigned at terminal 3
20:58:30,UAE201,18L,Open,Moderate,14,Gate assigned at terminal 3
20:59:00,UAE201,27R,Under Maintenance,Low,10,Gate assigned at terminal 3
20:59:30,UAE201,27R,Under Maintenance,Low,11,Gate assigned at terminal 3
21:00:00,UAE201,27L,Closed,Low,48,Gate assigned at terminal 3
21:00:30,UAE201,13R,Closed,Moderate,43,Gate assigned at terminal 3
21:01:00,UAE201,13R,Open,High,42,Gate assigned at terminal 3
21:01:30,UAE201,27R,Closed,Moderate,47,Gate assigned at terminal 3
21:02:00,UAE201,13L,Open,High,9,Gate assigned at terminal 3
21:02:30,UAE201,09R,Open,High,26,Gate assigned at terminal 3
21:03:00,UAE201,09R,Under Maintenance,Moderate,53,Gate assigned at terminal 3
21:03:30,UAE201,09L,Under Maintenance,High,17,Gate assigned at terminal 3
21:04:00,UAE201,18L,Open,High,0,Gate assigned at terminal 3
21:04:30,UAE201,13R,Open,Low,34,Gate assigned at terminal 3
21:05:00,UAE201,09L,Closed,Low,57,Gate assigned at terminal 3
21:05:30,UAE201,09R,Open,Low,18,Gate assigned at terminal 3
21:06:00,UAE201,13R,Closed,Moderate,1,Gate assigned at terminal 3
21:06:30,UAE201,18L,Closed,High,21,Gate assigned at terminal 3
21:07:00,UAE201,27R,Under Maintenance,Moderate,30,Gate assigned at terminal 3
21:07:30,UAE201,13L,Under Maintenance,High,57,Gate assigned at terminal 3
21:08:00,UAE201,27L,Closed,Moderate,49,Gate assigned at terminal 3
21:08:30,UAE201,18L,Closed,Low,51,Gate assigned at terminal 3
21:09:00,UAE201,18R,Under Maintenance,Low,26,Gate assigned at terminal 3
21:09:30,UAE201,27R,Open,Low,48,Gate assigned at terminal 3
21:10:00,UAE201,09R,Under Maintenance,High,12,Gate assigned at terminal 3
