Time,Call Sign,Communication Status,Signal Strength,Required Action
12:54:30,UAE201,Intermittent,Weak,Switch to backup frequency
12:55:00,UAE201,Intermittent,No Signal,Request ATC relay
12:55:30,UAE201,Failed,Strong,No action
12:56:00,UAE201,Failed,Strong,Switch to backup frequency
12:56:30,UAE201,Normal,No Signal,Switch to backup frequency
12:57:00,UAE201,Intermittent,No Signal,No action
12:57:30,UAE201,Failed,Strong,No action
12:58:00,UAE201,Intermittent,No Signal,No action
12:58:30,UAE201,Normal,Weak,Switch to backup frequency
12:59:00,UAE201,Intermittent,No Signal,No action
12:59:30,UAE201,Normal,Strong,Switch to backup frequency
13:00:00,UAE201,Failed,Strong,No action
13:00:30,UAE201,Intermittent,Weak,No action
13:01:00,UAE201,Failed,Strong,Request ATC relay
13:01:30,UAE201,Normal,Strong,Switch to backup frequency
13:02:00,UAE201,Intermittent,Weak,No action
13:02:30,UAE201,Intermittent,Strong,Switch to backup frequency
13:03:00,UAE201,Normal,No Signal,Request ATC relay
13:03:30,UAE201,Failed,Weak,Switch to backup frequency
13:04:00,UAE201,Normal,Strong,No action
13:04:30,UAE201,Normal,No Signal,No action
13:05:00,UAE201,Intermittent,Strong,Switch to backup frequency
13:05:30,UAE201,Failed,Weak,Switch to backup frequency
13:06:00,UAE201,Failed,Strong,Request ATC relay
13:06:30,UAE201,Normal,No Signal,Switch to backup frequency
13:07:00,UAE201,Failed,Strong,Request ATC relay
13:07:30,UAE201,Normal,Strong,No action
13:08:00,UAE201,Failed,Strong,No action
13:08:30,UAE201,Normal,No Signal,Switch to backup frequency
13:09:00,UAE201,Normal,No Signal,Request ATC relay
13:09:30,UAE201,Intermittent,Strong,Switch to backup frequency
13:10:00,UAE201,Intermittent,No Signal,Switch to backup frequency
13:10:30,UAE201,Normal,Weak,No action
13:11:00,UAE201,Intermittent,Strong,No action
13:11:30,UAE201,Normal,Weak,No action
13:12:00,UAE201,Normal,Weak,Switch to backup frequency
13:12:30,UAE201,Failed,No Signal,Switch to backup frequency
13:13:00,UAE201,Failed,No Signal,Switch to backup frequency
13:13:30,UAE201,Intermittent,Strong,Switch to backup frequency
13:14:00,UAE201,Failed,No Signal,Request ATC relay
13:14:30,UAE201,Intermittent,No Signal,Request ATC relay
13:15:00,UAE201,Failed,Weak,No action
13:15:30,UAE201,Normal,Weak,Switch to backup frequency
13:16:00,UAE201,Intermittent,Weak,Request ATC relay
13:16:30,UAE201,Normal,Strong,Request ATC relay
13:17:00,UAE201,Failed,No Signal,Switch to backup frequency
13:17:30,UAE201,Failed,Strong,Switch to backup frequency
13:18:00,UAE201,Intermittent,No Signal,No action
13:18:30,UAE201,Normal,Weak,Switch to backup frequency
13:19:00,UAE201,Failed,No Signal,Switch to backup frequency
13:19:30,UAE201,Normal,Weak,No action
13:20:00,UAE201,Intermittent,Weak,No action
13:20:30,UAE201,Intermittent,Strong,Switch to backup frequency
13:21:00,UAE201,Failed,Weak,Request ATC relay
13:21:30,UAE201,Normal,Strong,Switch to backup frequency
13:22:00,UAE201,Normal,No Signal,Request ATC relay
13:22:30,UAE201,Intermittent,No Signal,Switch to backup frequency
13:23:00,UAE201,Normal,Weak,No action
13:23:30,UAE201,Normal,Strong,No action
13:24:00,UAE201,Intermittent,No Signal,Request ATC relay
13:24:30,UAE201,Intermittent,Weak,No action
13:25:00,UAE201,Failed,No Signal,Request ATC relay
13:25:30,UAE201,Failed,No Signal,Request ATC relay
13:26:00,UAE201,Failed,Strong,No action
13:26:30,UAE201,Failed,Weak,Switch to backup frequency
13:27:00,UAE201,Intermittent,Weak,Switch to backup frequency
13:27:30,UAE201,Normal,No Signal,Switch to backup frequency
13:28:00,UAE201,Failed,No Signal,Switch to backup frequency
13:28:30,UAE201,Normal,Strong,No action
13:29:00,UAE201,Failed,Weak,No action
13:29:30,UAE201,Normal,Strong,No action
13:30:00,UAE201,Intermittent,Strong,No action
13:30:30,UAE201,Failed,Weak,Request ATC relay
13:31:00,UAE201,Failed,No Signal,No action
13:31:30,UAE201,Intermittent,No Signal,Request ATC relay
13:32:00,UAE201,Intermittent,Strong,No action
13:32:30,UAE201,Intermittent,No Signal,Request ATC relay
13:33:00,UAE201,Normal,Weak,No action
13:33:30,UAE201,Intermittent,Strong,Request ATC relay
13:34:00,UAE201,Normal,Strong,Request ATC relay
13:34:30,UAE201,Intermittent,No Signal,Switch to backup frequency
13:35:00,UAE201,Normal,No Signal,Switch to backup frequency
13:35:30,UAE201,Intermittent,Strong,Request ATC relay
13:36:00,UAE201,Failed,Strong,No action
13:36:30,UAE201,Normal,Weak,No action
13:37:00,UAE201,Failed,Strong,Request ATC relay
13:37:30,UAE201,Normal,Weak,Request ATC relay
13:38:00,UAE201,Failed,No Signal,Switch to backup frequency
13:38:30,UAE201,Normal,Weak,Request ATC relay
13:39:00,UAE201,Failed,Strong,Switch to backup frequency
13:39:30,UAE201,Failed,No Signal,Switch to backup frequency
13:40:00,UAE201,Intermittent,No Signal,Switch to backup frequency
13:40:30,UAE201,Normal,Strong,Switch to backup frequency
13:41:00,UAE201,Normal,No Signal,Switch to backup frequency
13:41:30,UAE201,Intermittent,No Signal,No action
13:42:00,UAE201,Failed,No Signal,Request ATC relay
13:42:30,UAE201,Failed,Weak,No action
13:43:00,UAE201,Intermittent,No Signal,No action
13:43:30,UAE201,Normal,Weak,Request ATC relay
13:44:00,UAE201,Intermittent,No Signal,Switch to backup frequency
13:44:30,UAE201,Intermittent,No Signal,No action
13:45:00,UAE201,Normal,No Signal,Switch to backup frequency
13:45:30,UAE201,Normal,Weak,Switch to backup frequency
13:46:00,UAE201,Failed,No Signal,Switch to backup frequency
13:46:30,UAE201,Normal,No Signal,Request ATC relay
13:47:00,UAE201,Intermittent,Weak,Request ATC relay
13:47:30,UAE201,Normal,No Signal,Switch to backup frequency
13:48:00,UAE201,Intermittent,Strong,Request ATC relay
13:48:30,UAE201,Intermittent,No Signal,Request ATC relay
13:49:00,UAE201,Normal,Strong,Request ATC relay
13:49:30,UAE201,Failed,Strong,Request ATC relay
13:50:00,UAE201,Intermittent,No Signal,Request ATC relay
13:50:30,UAE201,Failed,Weak,No action
13:51:00,UAE201,Intermittent,Weak,Switch to backup frequency
13:51:30,UAE201,Normal,No Signal,Request ATC relay
13:52:00,UAE201,Failed,No Signal,No action
13:52:30,UAE201,Intermittent,Weak,Switch to backup frequency
13:53:00,UAE201,Intermittent,Strong,No action
13:53:30,UAE201,Normal,No Signal,Switch to backup frequency
13:54:00,UAE201,Normal,Strong,Request ATC relay
13:54:30,UAE201,Failed,Weak,Request ATC relay
13:55:00,UAE201,Failed,No Signal,No action
13:55:30,UAE201,Normal,No Signal,Request ATC relay
13:56:00,UAE201,Normal,Strong,Request ATC relay
13:56:30,UAE201,Intermittent,Strong,No action
13:57:00,UAE201,Failed,Weak,Request ATC relay
13:57:30,UAE201,Normal,No Signal,Switch to backup frequency
13:58:00,UAE201,Intermittent,No Signal,No action
13:58:30,UAE201,Failed,No Signal,No action
13:59:00,UAE201,Failed,No Signal,No action
13:59:30,UAE201,Failed,No Signal,Switch to backup frequency
14:00:00,UAE201,Failed,Strong,Switch to backup frequency
14:00:30,UAE201,Intermittent,No Signal,Switch to backup frequency
14:01:00,UAE201,Normal,No Signal,Request ATC relay
14:01:30,UAE201,Intermittent,Strong,No action
14:02:00,UAE201,Intermittent,Strong,Request ATC relay
14:02:30,UAE201,Normal,No Signal,Request ATC relay
14:03:00,UAE201,Failed,Strong,Switch to backup frequency
14:03:30,UAE201,Normal,Weak,No action
14:04:00,UAE201,Normal,Weak,No action
14:04:30,UAE201,Failed,Weak,Switch to backup frequency
14:05:00,UAE201,Failed,No Signal,Switch to backup frequency
14:05:30,UAE201,Normal,Strong,Switch to backup frequency
14:06:00,UAE201,Normal,Weak,Switch to backup frequency
14:06:30,UAE201,Normal,Strong,No action
14:07:00,UAE201,Normal,Strong,Request ATC relay
14:07:30,UAE201,Intermittent,Strong,No action
14:08:00,UAE201,Normal,Strong,Switch to backup frequency
14:08:30,UAE201,Failed,Strong,No action
14:09:00,UAE201,Intermittent,Weak,No action
14:09:30,UAE201,Normal,No Signal,Switch to backup frequency
14:10:00,UAE201,Intermittent,No Signal,No action
14:10:30,UAE201,Failed,Weak,No action
14:11:00,UAE201,Failed,Strong,Switch to backup frequency
14:11:30,UAE201,Failed,Strong,No action
14:12:00,UAE201,Normal,No Signal,Request ATC relay
14:12:30,UAE201,Failed,No Signal,No action
14:13:00,UAE201,Failed,No Signal,No action
14:13:30,UAE201,Normal,Weak,Switch to backup frequency
14:14:00,UAE201,Failed,Strong,No action
14:14:30,UAE201,Failed,Strong,No action
14:15:00,UAE201,Failed,Weak,Request ATC relay
14:15:30,UAE201,Intermittent,Strong,Switch to backup frequency
14:16:00,UAE201,Failed,Weak,Switch to backup frequency
14:16:30,UAE201,Intermittent,Weak,Request ATC relay
14:17:00,UAE201,Intermittent,No Signal,Request ATC relay
14:17:30,UAE201,Normal,Weak,No action
14:18:00,UAE201,Failed,Weak,Request ATC relay
14:18:30,UAE201,Failed,No Signal,Request ATC relay
14:19:00,UAE201,Failed,Strong,Request ATC relay
14:19:30,UAE201,Intermittent,No Signal,No action
14:20:00,UAE201,Normal,No Signal,No action
14:20:30,UAE201,Intermittent,No Signal,No action
14:21:00,UAE201,Intermittent,No Signal,No action
14:21:30,UAE201,Normal,No Signal,Request ATC relay
14:22:00,UAE201,Failed,Strong,Switch to backup frequency
14:22:30,UAE201,Failed,Weak,Request ATC relay
14:23:00,UAE201,Failed,No Signal,Switch to backup frequency
14:23:30,UAE201,Failed,No Signal,No action
14:24:00,UAE201,Intermittent,No Signal,Switch to backup frequency
14:24:30,UAE201,Intermittent,Weak,Request ATC relay
14:25:00,UAE201,Normal,Weak,No action
14:25:30,UAE201,Intermittent,Strong,Request ATC relay
14:26:00,UAE201,Intermittent,No Signal,Switch to backup frequency
14:26:30,UAE201,Intermittent,No Signal,Switch to backup frequency
14:27:00,UAE201,Intermittent,Weak,Switch to backup frequency
14:27:30,UAE201,Failed,Weak,No action
14:28:00,UAE201,Failed,No Signal,Request ATC relay
14:28:30,UAE201,Failed,Weak,No action
14:29:00,UAE201,Intermittent,Strong,No action
14:29:30,UAE201,Normal,Strong,Request ATC relay
14:30:00,UAE201,Failed,No Signal,No action
14:30:30,UAE201,Normal,No Signal,Request ATC relay
14:31:00,UAE201,Normal,Strong,No action
14:31:30,UAE201,Normal,Strong,No action
14:32:00,UAE201,Failed,No Signal,Request ATC relay
14:32:30,UAE201,Intermittent,Weak,No action
14:33:00,UAE201,Intermittent,Strong,Switch to backup frequency
14:33:30,UAE201,Intermittent,Strong,Request ATC relay
14:34:00,UAE201,Failed,Weak,Switch to backup frequency
14:34:30,UAE201,Failed,Strong,No action
14:35:00,UAE201,Normal,Strong,Request ATC relay
14:35:30,UAE201,Normal,Strong,No action
14:36:00,UAE201,Intermittent,Weak,Switch to backup frequency
14:36:30,UAE201,Normal,Strong,No action
14:37:00,UAE201,Failed,Strong,No action
14:37:30,UAE201,Failed,Strong,No action
14:38:00,UAE201,Intermittent,No Signal,Switch to backup frequency
14:38:30,UAE201,Intermittent,Weak,Switch to backup frequency
14:39:00,UAE201,Intermittent,Weak,No action
14:39:30,UAE201,Normal,No Signal,No action
14:40:00,UAE201,Failed,No Signal,No action
14:40:30,UAE201,Intermittent,Weak,No action
14:41:00,UAE201,Normal,Weak,No action
14:41:30,UAE201,Intermittent,Strong,Request ATC relay
14:42:00,UAE201,Failed,Strong,Request ATC relay
14:42:30,UAE201,Normal,Weak,No action
14:43:00,UAE201,Normal,Strong,No action
14:43:30,UAE201,Normal,Strong,Request ATC relay
14:44:00,UAE201,Normal,No Signal,Request ATC relay
14:44:30,UAE201,Failed,Weak,Request ATC relay
14:45:00,UAE201,Normal,Strong,No action
14:45:30,UAE201,Normal,Weak,Request ATC relay
14:46:00,UAE201,Normal,Weak,Request ATC relay
14:46:30,UAE201,Normal,Strong,Switch to backup frequency
14:47:00,UAE201,Failed,Strong,Request ATC relay
14:47:30,UAE201,Failed,Strong,No action
14:48:00,UAE201,Intermittent,Strong,No action
14:48:30,UAE201,Normal,No Signal,Switch to backup frequency
14:49:00,UAE201,Failed,No Signal,No action
14:49:30,UAE201,Normal,Weak,No action
14:50:00,UAE201,Failed,Weak,Request ATC relay
14:50:30,UAE201,Intermittent,Strong,Request ATC relay
14:51:00,UAE201,Intermittent,No Signal,Switch to backup frequency
14:51:30,UAE201,Intermittent,No Signal,Switch to backup frequency
14:52:00,UAE201,Intermittent,Strong,Request ATC relay
14:52:30,UAE201,Normal,Strong,Switch to backup frequency
14:53:00,UAE201,Failed,Weak,No action
14:53:30,UAE201,Failed,Weak,Switch to backup frequency
14:54:00,UAE201,Intermittent,Weak,Request ATC relay
14:54:30,UAE201,Intermittent,Strong,Switch to backup frequency
14:55:00,UAE201,Normal,Strong,No action
14:55:30,UAE201,Intermittent,Strong,No action
14:56:00,UAE201,Normal,Strong,Switch to backup frequency
14:56:30,UAE201,Normal,Strong,Request ATC relay
14:57:00,UAE201,Failed,No Signal,Switch to backup frequency
14:57:30,UAE201,Intermittent,No Signal,Switch to backup frequency
14:58:00,UAE201,Normal,Strong,No action
14:58:30,UAE201,Failed,Weak,No action
14:59:00,UAE201,Normal,No Signal,Switch to backup frequency
14:59:30,UAE201,Normal,Strong,No action
15:00:00,UAE201,Intermittent,No Signal,No action
15:00:30,UAE201,Normal,Weak,Switch to backup frequency
15:01:00,UAE201,Normal,Weak,Request ATC relay
15:01:30,UAE201,Normal,Strong,Switch to backup frequency
15:02:00,UAE201,Intermittent,Strong,Request ATC relay
15:02:30,UAE201,Failed,Weak,No action
15:03:00,UAE201,Intermittent,Strong,No action
15:03:30,UAE201,Failed,Strong,Request ATC relay
15:04:00,UAE201,Failed,Weak,Request ATC relay
15:04:30,UAE201,Failed,No Signal,No action
15:05:00,UAE201,Intermittent,No Signal,Request ATC relay
15:05:30,UAE201,Intermittent,Strong,Switch to backup frequency
15:06:00,UAE201,Normal,No Signal,Switch to backup frequency
15:06:30,UAE201,Failed,Weak,No action
15:07:00,UAE201,Intermittent,No Signal,No action
15:07:30,UAE201,Intermittent,Strong,Request ATC relay
15:08:00,UAE201,Intermittent,No Signal,Switch to backup frequency
15:08:30,UAE201,Failed,No Signal,No action
15:09:00,UAE201,Intermittent,Strong,Request ATC relay
15:09:30,UAE201,Failed,Weak,Switch to backup frequency
15:10:00,UAE201,Failed,No Signal,Switch to backup frequency
15:10:30,UAE201,Normal,Weak,Switch to backup frequency
15:11:00,UAE201,Normal,Strong,No action
15:11:30,UAE201,Normal,Weak,No action
15:12:00,UAE201,Intermittent,No Signal,Switch to backup frequency
15:12:30,UAE201,Failed,Weak,Switch to backup frequency
15:13:00,UAE201,Normal,Weak,Switch to backup frequency
15:13:30,UAE201,Intermittent,No Signal,No action
15:14:00,UAE201,Normal,Weak,No action
15:14:30,UAE201,Intermittent,Weak,No action
15:15:00,UAE201,Normal,Strong,Switch to backup frequency
15:15:30,UAE201,Intermittent,Weak,Switch to backup frequency
15:16:00,UAE201,Failed,Weak,No action
15:16:30,UAE201,Failed,No Signal,Switch to backup frequency
15:17:00,UAE201,Intermittent,Strong,No action
15:17:30,UAE201,Intermittent,Weak,Switch to backup frequency
15:18:00,UAE201,Failed,Strong,No action
15:18:30,UAE201,Normal,Weak,Request ATC relay
15:19:00,UAE201,Intermittent,No Signal,Switch to backup frequency
15:19:30,UAE201,Failed,Strong,Request ATC relay
15:20:00,UAE201,Failed,No Signal,No action
15:20:30,UAE201,Failed,Weak,Request ATC relay
15:21:00,UAE201,Intermittent,No Signal,No action
15:21:30,UAE201,Failed,Strong,Request ATC relay
15:22:00,UAE201,Normal,No Signal,Request ATC relay
15:22:30,UAE201,Intermittent,Weak,Switch to backup frequency
15:23:00,UAE201,Normal,Weak,No action
15:23:30,UAE201,Failed,No Signal,No action
15:24:00,UAE201,Normal,Weak,Request ATC relay
15:24:30,UAE201,Normal,Strong,Request ATC relay
15:25:00,UAE201,Normal,Weak,No action
15:25:30,UAE201,Intermittent,No Signal,No action
15:26:00,UAE201,Failed,Strong,Request ATC relay
15:26:30,UAE201,Normal,Weak,No action
15:27:00,UAE201,Normal,Strong,No action
15:27:30,UAE201,Failed,Weak,Request ATC relay
15:28:00,UAE201,Normal,Weak,Request ATC relay
15:28:30,UAE201,Failed,No Signal,Request ATC relay
15:29:00,UAE201,Intermittent,No Signal,No action
15:29:30,UAE201,Intermittent,Weak,Request ATC relay
15:30:00,UAE201,Normal,Weak,Switch to backup frequency
15:30:30,UAE201,Failed,No Signal,No action
15:31:00,UAE201,Normal,Strong,Request ATC relay
15:31:30,UAE201,Failed,No Signal,Switch to backup frequency
15:32:00,UAE201,Intermittent,No Signal,Switch to backup frequency
15:32:30,UAE201,Normal,Weak,No action
15:33:00,UAE201,Normal,Strong,Request ATC relay
15:33:30,UAE201,Failed,Strong,No action
15:34:00,UAE201,Intermittent,Weak,Request ATC relay
15:34:30,UAE201,Intermittent,Weak,Switch to backup frequency
15:35:00,UAE201,Failed,Weak,No action
15:35:30,UAE201,Failed,Weak,No action
15:36:00,UAE201,Normal,No Signal,Switch to backup frequency
15:36:30,UAE201,Failed,Weak,Request ATC relay
15:37:00,UAE201,Intermittent,No Signal,No action
15:37:30,UAE201,Failed,Strong,Switch to backup frequency
15:38:00,UAE201,Intermittent,No Signal,Request ATC relay
15:38:30,UAE201,Failed,No Signal,Switch to backup frequency
15:39:00,UAE201,Normal,No Signal,No action
15:39:30,UAE201,Normal,Strong,No action
15:40:00,UAE201,Failed,Weak,Request ATC relay
15:40:30,UAE201,Intermittent,Strong,Request ATC relay
15:41:00,UAE201,Failed,No Signal,Request ATC relay
15:41:30,UAE201,Normal,Weak,No action
15:42:00,UAE201,Intermittent,No Signal,No action
15:42:30,UAE201,Intermittent,No Signal,Switch to backup frequency
15:43:00,UAE201,Normal,Strong,Switch to backup frequency
15:43:30,UAE201,Failed,Strong,No action
15:44:00,UAE201,Normal,No Signal,No action
15:44:30,UAE201,Failed,Weak,Request ATC relay
15:45:00,UAE201,Failed,No Signal,Switch to backup frequency
15:45:30,UAE201,Normal,No Signal,Request ATC relay
15:46:00,UAE201,Normal,Strong,Switch to backup frequency
15:46:30,UAE201,Normal,Strong,Request ATC relay
15:47:00,UAE201,Failed,Weak,No action
15:47:30,UAE201,Normal,No Signal,Switch to backup frequency
15:48:00,UAE201,Normal,Strong,Switch to backup frequency
15:48:30,UAE201,Intermittent,Weak,Switch to backup frequency
15:49:00,UAE201,Failed,No Signal,Switch to backup frequency
15:49:30,UAE201,Normal,Weak,No action
15:50:00,UAE201,Normal,No Signal,No action
15:50:30,UAE201,Failed,Strong,Request ATC relay
15:51:00,UAE201,Failed,Strong,No action
15:51:30,UAE201,Normal,No Signal,Request ATC relay
15:52:00,UAE201,Normal,Weak,Request ATC relay
15:52:30,UAE201,Failed,Weak,Request ATC relay
15:53:00,UAE201,Normal,Weak,Switch to backup frequency
15:53:30,UAE201,Intermittent,Strong,Request ATC relay
15:54:00,UAE201,Intermittent,Strong,No action
15:54:30,UAE201,Failed,No Signal,Switch to backup frequency
15:55:00,UAE201,Intermittent,Strong,Switch to backup frequency
15:55:30,UAE201,Failed,Weak,No action
15:56:00,UAE201,Normal,No Signal,No action
15:56:30,UAE201,Failed,Strong,Switch to backup frequency
15:57:00,UAE201,Failed,Weak,Switch to backup frequency
15:57:30,UAE201,Failed,No Signal,Switch to backup frequency
15:58:00,UAE201,Intermittent,Weak,Request ATC relay
15:58:30,UAE201,Normal,No Signal,Switch to backup frequency
15:59:00,UAE201,Failed,Weak,Request ATC relay
15:59:30,UAE201,Failed,Weak,No action
16:00:00,UAE201,Normal,No Signal,No action
16:00:30,UAE201,Normal,Weak,Switch to backup frequency
16:01:00,UAE201,Failed,Weak,No action
16:01:30,UAE201,Intermittent,Strong,No action
16:02:00,UAE201,Failed,Strong,Request ATC relay
16:02:30,UAE201,Intermittent,No Signal,Request ATC relay
16:03:00,UAE201,Normal,Weak,Switch to backup frequency
16:03:30,UAE201,Normal,Weak,Request ATC relay
16:04:00,UAE201,Normal,Weak,No action
16:04:30,UAE201,Normal,No Signal,No action
16:05:00,UAE201,Failed,Strong,No action
16:05:30,UAE201,Intermittent,No Signal,Request ATC relay
16:06:00,UAE201,Intermittent,No Signal,No action
16:06:30,UAE201,Normal,No Signal,No action
16:07:00,UAE201,Failed,No Signal,No action
16:07:30,UAE201,Intermittent,Strong,Switch to backup frequency
16:08:00,UAE201,Normal,Weak,Request ATC relay
16:08:30,UAE201,Failed,Weak,Switch to backup frequency
16:09:00,UAE201,Normal,Weak,Request ATC relay
16:09:30,UAE201,Intermittent,No Signal,No action
16:10:00,UAE201,Normal,Strong,Request ATC relay
16:10:30,UAE201,Intermittent,Strong,No action
16:11:00,UAE201,Normal,Strong,No action
16:11:30,UAE201,Intermittent,Strong,Request ATC relay
16:12:00,UAE201,Failed,Strong,No action
16:12:30,UAE201,Failed,No Signal,Request ATC relay
16:13:00,UAE201,Intermittent,No Signal,No action
16:13:30,UAE201,Failed,No Signal,Switch to backup frequency
16:14:00,UAE201,Intermittent,Strong,Request ATC relay
16:14:30,UAE201,Failed,Weak,No action
16:15:00,UAE201,Intermittent,Strong,Switch to backup frequency
16:15:30,UAE201,Intermittent,Weak,Switch to backup frequency
16:16:00,UAE201,Failed,No Signal,Switch to backup frequency
16:16:30,UAE201,Failed,No Signal,No action
16:17:00,UAE201,Intermittent,Strong,Switch to backup frequency
16:17:30,UAE201,Intermittent,No Signal,Request ATC relay
16:18:00,UAE201,Intermittent,No Signal,Request ATC relay
16:18:30,UAE201,Intermittent,Strong,Request ATC relay
16:19:00,UAE201,Failed,No Signal,Switch to backup frequency
16:19:30,UAE201,Normal,No Signal,Request ATC relay
16:20:00,UAE201,Normal,No Signal,Request ATC relay
16:20:30,UAE201,Intermittent,Weak,Request ATC relay
16:21:00,UAE201,Intermittent,No Signal,Switch to backup frequency
16:21:30,UAE201,Normal,No Signal,No action
16:22:00,UAE201,Normal,Weak,No action
16:22:30,UAE201,Normal,No Signal,Request ATC relay
16:23:00,UAE201,Intermittent,Weak,No action
16:23:30,UAE201,Failed,No Signal,No action
16:24:00,UAE201,Failed,Weak,Request ATC relay
16:24:30,UAE201,Failed,No Signal,Switch to backup frequency
16:25:00,UAE201,Intermittent,Weak,Switch to backup frequency
16:25:30,UAE201,Failed,No Signal,Request ATC relay
16:26:00,UAE201,Normal,Strong,Request ATC relay
16:26:30,UAE201,Failed,Strong,Switch to backup frequency
16:27:00,UAE201,Intermittent,Strong,Switch to backup frequency
16:27:30,UAE201,Failed,Weak,Request ATC relay
16:28:00,UAE201,Normal,Strong,No action
16:28:30,UAE201,Normal,Strong,Request ATC relay
16:29:00,UAE201,Failed,Strong,No action
16:29:30,UAE201,Intermittent,Strong,Request ATC relay
16:30:00,UAE201,Failed,No Signal,Switch to backup frequency
16:30:30,UAE201,Normal,No Signal,No action
16:31:00,UAE201,Intermittent,No Signal,No action
16:31:30,UAE201,Failed,Weak,Request ATC relay
16:32:00,UAE201,Intermittent,No Signal,Request ATC relay
16:32:30,UAE201,Intermittent,Strong,No action
16:33:00,UAE201,Normal,Strong,No action
16:33:30,UAE201,Normal,Strong,Switch to backup frequency
16:34:00,UAE201,Failed,Weak,No action
16:34:30,UAE201,Intermittent,No Signal,Request ATC relay
16:35:00,UAE201,Intermittent,Strong,Switch to backup frequency
16:35:30,UAE201,Intermittent,Weak,Request ATC relay
16:36:00,UAE201,Normal,No Signal,Request ATC relay
16:36:30,UAE201,Intermittent,Strong,No action
16:37:00,UAE201,Intermittent,No Signal,No action
16:37:30,UAE201,Failed,No Signal,Switch to backup frequency
16:38:00,UAE201,Failed,Weak,Request ATC relay
16:38:30,UAE201,Failed,Strong,No action
16:39:00,UAE201,Normal,Weak,No action
16:39:30,UAE201,Intermittent,No Signal,Switch to backup frequency
16:40:00,UAE201,Failed,Weak,Switch to backup frequency
16:40:30,UAE201,Normal,Strong,Request ATC relay
16:41:00,UAE201,Failed,Strong,Request ATC relay
16:41:30,UAE201,Intermittent,No Signal,Switch to backup frequency
16:42:00,UAE201,Failed,Weak,No action
16:42:30,UAE201,Failed,Strong,No action
16:43:00,UAE201,Failed,Weak,Request ATC relay
16:43:30,UAE201,Normal,No Signal,No action
16:44:00,UAE201,Failed,Strong,Switch to backup frequency
16:44:30,UAE201,Normal,Weak,Request ATC relay
16:45:00,UAE201,Failed,No Signal,Switch to backup frequency
16:45:30,UAE201,Intermittent,Weak,No action
16:46:00,UAE201,Failed,Weak,Switch to backup frequency
16:46:30,UAE201,Failed,Weak,Switch to backup frequency
16:47:00,UAE201,Normal,Strong,Switch to backup frequency
16:47:30,UAE201,Normal,No Signal,Switch to backup frequency
16:48:00,UAE201,Intermittent,No Signal,No action
16:48:30,UAE201,Failed,Strong,Switch to backup frequency
16:49:00,UAE201,Failed,No Signal,Switch to backup frequency
16:49:30,UAE201,Failed,Weak,Switch to backup frequency
16:50:00,UAE201,Intermittent,Weak,Switch to backup frequency
16:50:30,UAE201,Intermittent,No Signal,Switch to backup frequency
16:51:00,UAE201,Failed,Weak,Switch to backup frequency
16:51:30,UAE201,Normal,Strong,Request ATC relay
16:52:00,UAE201,Normal,Strong,Switch to backup frequency
16:52:30,UAE201,Intermittent,No Signal,Request ATC relay
16:53:00,UAE201,Failed,Weak,No action
16:53:30,UAE201,Normal,Strong,Switch to backup frequency
16:54:00,UAE201,Normal,Strong,No action
16:54:30,UAE201,Normal,No Signal,Request ATC relay
16:55:00,UAE201,Failed,Weak,No action
16:55:30,UAE201,Failed,Strong,Switch to backup frequency
16:56:00,UAE201,Intermittent,Strong,Switch to backup frequency
16:56:30,UAE201,Normal,No Signal,Switch to backup frequency
16:57:00,UAE201,Failed,No Signal,Request ATC relay
16:57:30,UAE201,Intermittent,No Signal,No action
16:58:00,UAE201,Failed,Weak,No action
16:58:30,UAE201,Normal,No Signal,Request ATC relay
16:59:00,UAE201,Normal,No Signal,Switch to backup frequency
16:59:30,UAE201,Failed,Weak,No action
17:00:00,UAE201,Failed,Weak,No action
17:00:30,UAE201,Failed,Weak,Switch to backup frequency
17:01:00,UAE201,Intermittent,Strong,Request ATC relay
17:01:30,UAE201,Intermittent,No Signal,Switch to backup frequency
17:02:00,UAE201,Normal,Weak,No action
17:02:30,UAE201,Normal,No Signal,Request ATC relay
17:03:00,UAE201,Failed,Weak,Switch to backup frequency
17:03:30,UAE201,Normal,No Signal,Request ATC relay
17:04:00,UAE201,Intermittent,Weak,Switch to backup frequency
17:04:30,UAE201,Normal,No Signal,No action
17:05:00,UAE201,Normal,Strong,Switch to backup frequency
17:05:30,UAE201,Normal,Weak,No action
17:06:00,UAE201,Intermittent,Weak,Switch to backup frequency
17:06:30,UAE201,Failed,No Signal,Switch to backup frequency
17:07:00,UAE201,Normal,No Signal,Request ATC relay
17:07:30,UAE201,Failed,Weak,Switch to backup frequency
17:08:00,UAE201,Failed,Weak,No action
17:08:30,UAE201,Normal,Strong,No action
17:09:00,UAE201,Failed,No Signal,No action
17:09:30,UAE201,Intermittent,Weak,Request ATC relay
17:10:00,UAE201,Failed,Strong,No action
17:10:30,UAE201,Failed,No Signal,No action
17:11:00,UAE201,Normal,Strong,No action
17:11:30,UAE201,Intermittent,No Signal,Switch to backup frequency
17:12:00,UAE201,Intermittent,Weak,Switch to backup frequency
17:12:30,UAE201,Normal,Weak,Switch to backup frequency
17:13:00,UAE201,Normal,Weak,Switch to backup frequency
17:13:30,UAE201,Normal,Strong,Request ATC relay
17:14:00,UAE201,Failed,Weak,No action
17:14:30,UAE201,Normal,Strong,Switch to backup frequency
