Time,Call Sign,Total Weight (kg),Cargo Type,Weight Distribution,Fuel Adjustment Needed
18:00:00,UAE201,73935,Normal,Balanced,No adjustment needed
18:00:30,UAE201,139062,Normal,Imbalanced,No adjustment needed
18:01:00,UAE201,216592,Hazardous,Imbalanced,No adjustment needed
18:01:30,UAE201,183190,Normal,Balanced,Fuel adjustment required
18:02:00,UAE201,76825,Normal,Balanced,No adjustment needed
18:02:30,UAE201,150739,Hazardous,Imbalanced,Fuel adjustment required
18:03:00,UAE201,96464,Hazardous,Imbalanced,Fuel adjustment required
18:03:30,UAE201,174481,Normal,Balanced,No adjustment needed
18:04:00,UAE201,117602,Hazardous,Imbalanced,Fuel adjustment required
18:04:30,UAE201,76795,Normal,Imbalanced,Fuel adjustment required
18:05:00,UAE201,191573,Hazardous,Imbalanced,Fuel adjustment required
18:05:30,UAE201,192659,Hazardous,Imbalanced,No adjustment needed
18:06:00,UAE201,130307,Hazardous,Imbalanced,No adjustment needed
18:06:30,UAE201,58033,Hazardous,Imbalanced,Fuel adjustment required
18:07:00,UAE201,100730,Hazardous,Balanced,Fuel adjustment required
18:07:30,UAE201,221061,Hazardous,Balanced,No adjustment needed
18:08:00,UAE201,109284,Hazardous,Balanced,No adjustment needed
18:08:30,UAE201,216105,Normal,Imbalanced,No adjustment needed
18:09:00,UAE201,234217,Hazardous,Balanced,Fuel adjustment required
18:09:30,UAE201,140753,Normal,Balanced,Fuel adjustment required
18:10:00,UAE201,151212,Hazardous,Balanced,No adjustment needed
18:10:30,UAE201,74422,Normal,Imbalanced,No adjustment needed
18:11:00,UAE201,143259,Normal,Balanced,No adjustment needed
18:11:30,UAE201,196969,Hazardous,Imbalanced,No adjustment needed
18:12:00,UAE201,51528,Normal,Balanced,No adjustment needed
18:12:30,UAE201,88750,Hazardous,Balanced,No adjustment needed
18:13:00,UAE201,203159,Hazardous,Balanced,No adjustment needed
18:13:30,UAE201,247384,Hazardous,Imbalanced,No adjustment needed
18:14:00,UAE201,244549,Normal,Balanced,No adjustment needed
18:14:30,UAE201,56348,Hazardous,Imbalanced,No adjustment needed
18:15:00,UAE201,91564,Normal,Imbalanced,No adjustment needed
18:15:30,UAE201,109654,Normal,Imbalanced,Fuel adjustment required
18:16:00,UAE201,145488,Hazardous,Balanced,Fuel adjustment required
18:16:30,UAE201,140475,Normal,Imbalanced,No adjustment needed
18:17:00,UAE201,138680,Hazardous,Balanced,No adjustment needed
18:17:30,UAE201,116156,Hazardous,Balanced,Fuel adjustment required
18:18:00,UAE201,179199,Normal,Imbalanced,Fuel adjustment required
18:18:30,UAE201,226104,Normal,Balanced,Fuel adjustment required
18:19:00,UAE201,166292,Hazardous,Balanced,No adjustment needed
18:19:30,UAE201,184281,Hazardous,Imbalanced,Fuel adjustment required
18:20:00,UAE201,106691,Hazardous,Balanced,Fuel adjustment required
18:20:30,UAE201,173338,Hazardous,Balanced,No adjustment needed
18:21:00,UAE201,173222,Normal,Imbalanced,Fuel adjustment required
18:21:30,UAE201,53394,Normal,Imbalanced,Fuel adjustment required
18:22:00,UAE201,215999,Hazardous,Balanced,No adjustment needed
18:22:30,UAE201,136832,Normal,Balanced,Fuel adjustment required
18:23:00,UAE201,171250,Normal,Balanced,Fuel adjustment required
18:23:30,UAE201,106865,Normal,Imbalanced,Fuel adjustment required
18:24:00,UAE201,221193,Hazardous,Imbalanced,No adjustment needed
18:24:30,UAE201,238345,Hazardous,Imbalanced,Fuel adjustment required
18:25:00,UAE201,245970,Hazardous,Balanced,Fuel adjustment required
18:25:30,UAE201,157574,Hazardous,Balanced,No adjustment needed
18:26:00,UAE201,98326,Normal,Balanced,No adjustment needed
18:26:30,UAE201,69844,Hazardous,Imbalanced,No adjustment needed
18:27:00,UAE201,190076,Hazardous,Imbalanced,Fuel adjustment required
18:27:30,UAE201,149125,Normal,Imbalanced,Fuel adjustment required
18:28:00,UAE201,112262,Normal,Balanced,No adjustment needed
18:28:30,UAE201,220055,Normal,Balanced,No adjustment needed
18:29:00,UAE201,208615,Hazardous,Balanced,No adjustment needed
18:29:30,UAE201,246532,Normal,Balanced,Fuel adjustment required
18:30:00,UAE201,185311,Normal,Balanced,No adjustment needed
18:30:30,UAE201,229097,Hazardous,Imbalanced,No adjustment needed
18:31:00,UAE201,133336,Hazardous,Imbalanced,Fuel adjustment required
18:31:30,UAE201,110427,Normal,Balanced,No adjustment needed
18:32:00,UAE201,176823,Hazardous,Imbalanced,Fuel adjustment required
18:32:30,UAE201,74694,Hazardous,Balanced,No adjustment needed
18:33:00,UAE201,145205,Normal,Balanced,Fuel adjustment required
18:33:30,UAE201,231103,Normal,Balanced,Fuel adjustment required
18:34:00,UAE201,104809,Hazardous,Imbalanced,No adjustment needed
18:34:30,UAE201,204100,Hazardous,Imbalanced,No adjustment needed
18:35:00,UAE201,204239,Normal,Balanced,No adjustment needed
18:35:30,UAE201,68436,Hazardous,Balanced,Fuel adjustment required
18:36:00,UAE201,75045,Normal,Imbalanced,No adjustment needed
18:36:30,UAE201,195904,Normal,Balanced,Fuel adjustment required
18:37:00,UAE201,162784,Normal,Balanced,Fuel adjustment required
18:37:30,UAE201,158271,Normal,Imbalanced,Fuel adjustment required
18:38:00,UAE201,63352,Hazardous,Balanced,No adjustment needed
18:38:30,UAE201,179148,Normal,Balanced,No adjustment needed
18:39:00,UAE201,174615,Normal,Imbalanced,No adjustment needed
18:39:30,UAE201,85317,Hazardous,Balanced,No adjustment needed
18:40:00,UAE201,176921,Hazardous,Imbalanced,No adjustment needed
18:40:30,UAE201,169986,Hazardous,Imbalanced,Fuel adjustment required
18:41:00,UAE201,222942,Normal,Balanced,No adjustment needed
18:41:30,UAE201,193534,Normal,Imbalanced,No adjustment needed
18:42:00,UAE201,82230,Normal,Balanced,No adjustment needed
18:42:30,UAE201,201705,Hazardous,Balanced,Fuel adjustment required
18:43:00,UAE201,50901,Hazardous,Balanced,No adjustment needed
18:43:30,UAE201,190679,Normal,Balanced,No adjustment needed
18:44:00,UAE201,89010,Normal,Imbalanced,Fuel adjustment required
18:44:30,UAE201,174057,Hazardous,Imbalanced,Fuel adjustment required
18:45:00,UAE201,246686,Hazardous,Imbalanced,Fuel adjustment required
18:45:30,UAE201,243352,Hazardous,Imbalanced,No adjustment needed
18:46:00,UAE201,146436,Normal,Imbalanced,Fuel adjustment required
18:46:30,UAE201,233583,Normal,Balanced,Fuel adjustment required
18:47:00,UAE201,192918,Hazardous,Imbalanced,No adjustment needed
18:47:30,UAE201,162711,Hazardous,Imbalanced,No adjustment needed
18:48:00,UAE201,123148,Hazardous,Balanced,No adjustment needed
18:48:30,UAE201,208258,Hazardous,Imbalanced,No adjustment needed
18:49:00,UAE201,123557,Hazardous,Imbalanced,Fuel adjustment required
18:49:30,UAE201,150918,Hazardous,Imbalanced,No adjustment needed
18:50:00,UAE201,65337,Normal,Imbalanced,Fuel adjustment required
18:50:30,UAE201,133487,Normal,Balanced,No adjustment needed
18:51:00,UAE201,114746,Normal,Imbalanced,Fuel adjustment required
18:51:30,UAE201,218850,Hazardous,Imbalanced,Fuel adjustment required
18:52:00,UAE201,91720,Hazardous,Imbalanced,Fuel adjustment required
18:52:30,UAE201,216573,Hazardous,Imbalanced,Fuel adjustment required
18:53:00,UAE201,227943,Normal,Imbalanced,Fuel adjustment required
18:53:30,UAE201,230074,Hazardous,Balanced,No adjustment needed
18:54:00,UAE201,209011,Normal,Balanced,Fuel adjustment required
18:54:30,UAE201,143398,Normal,Imbalanced,No adjustment needed
18:55:00,UAE201,130943,Normal,Balanced,Fuel adjustment required
18:55:30,UAE201,200584,Hazardous,Imbalanced,Fuel adjustment required
18:56:00,UAE201,214948,Hazardous,Imbalanced,No adjustment needed
18:56:30,UAE201,96512,Normal,Balanced,Fuel adjustment required
18:57:00,UAE201,60895,Normal,Balanced,Fuel adjustment required
18:57:30,UAE201,149828,Hazardous,Imbalanced,No adjustment needed
18:58:00,UAE201,210389,Hazardous,Balanced,No adjustment needed
18:58:30,UAE201,242630,Hazardous,Imbalanced,No adjustment needed
18:59:00,UAE201,51324,Normal,Imbalanced,No adjustment needed
18:59:30,UAE201,98880,Hazardous,Balanced,Fuel adjustment required
19:00:00,UAE201,238860,Hazardous,Imbalanced,No adjustment needed
19:00:30,UAE201,90236,Normal,Balanced,No adjustment needed
19:01:00,UAE201,154482,Hazardous,Balanced,No adjustment needed
19:01:30,UAE201,176886,Normal,Balanced,No adjustment needed
19:02:00,UAE201,175937,Hazardous,Balanced,Fuel adjustment required
19:02:30,UAE201,165301,Hazardous,Balanced,Fuel adjustment required
19:03:00,UAE201,245649,Normal,Balanced,Fuel adjustment required
19:03:30,UAE201,215731,Normal,Imbalanced,Fuel adjustment required
19:04:00,UAE201,110445,Hazardous,Imbalanced,No adjustment needed
19:04:30,UAE201,85395,Normal,Imbalanced,Fuel adjustment required
19:05:00,UAE201,171829,Hazardous,Imbalanced,Fuel adjustment required
19:05:30,UAE201,141198,Normal,Balanced,Fuel adjustment required
19:06:00,UAE201,247741,Hazardous,Balanced,No adjustment needed
19:06:30,UAE201,73971,Normal,Imbalanced,No adjustment needed
19:07:00,UAE201,167723,Hazardous,Balanced,Fuel adjustment required
19:07:30,UAE201,209816,Hazardous,Balanced,No adjustment needed
19:08:00,UAE201,243291,Normal,Imbalanced,No adjustment needed
19:08:30,UAE201,205413,Hazardous,Imbalanced,Fuel adjustment required
19:09:00,UAE201,234778,Hazardous,Balanced,No adjustment needed
19:09:30,UAE201,235093,Hazardous,Balanced,Fuel adjustment required
19:10:00,UAE201,114701,Normal,Balanced,No adjustment needed
19:10:30,UAE201,167095,Normal,Balanced,Fuel adjustment required
19:11:00,UAE201,122009,Hazardous,Balanced,No adjustment needed
19:11:30,UAE201,156579,Normal,Imbalanced,Fuel adjustment required
19:12:00,UAE201,225455,Normal,Imbalanced,No adjustment needed
19:12:30,UAE201,232011,Hazardous,Balanced,No adjustment needed
19:13:00,UAE201,176502,Normal,Imbalanced,Fuel adjustment required
19:13:30,UAE201,189412,Normal,Imbalanced,No adjustment needed
19:14:00,UAE201,222057,Hazardous,Imbalanced,No adjustment needed
19:14:30,UAE201,205971,Normal,Balanced,No adjustment needed
19:15:00,UAE201,80038,Hazardous,Imbalanced,Fuel adjustment required
19:15:30,UAE201,107372,Normal,Balanced,Fuel adjustment required
19:16:00,UAE201,100252,Hazardous,Balanced,No adjustment needed
19:16:30,UAE201,175381,Hazardous,Imbalanced,Fuel adjustment required
19:17:00,UAE201,189736,Hazardous,Imbalanced,Fuel adjustment required
19:17:30,UAE201,79548,Hazardous,Balanced,No adjustment needed
19:18:00,UAE201,142184,Normal,Imbalanced,No adjustment needed
19:18:30,UAE201,128072,Hazardous,Imbalanced,No adjustment needed
19:19:00,UAE201,153846,Normal,Imbalanced,No adjustment needed
19:19:30,UAE201,63029,Normal,Balanced,Fuel adjustment required
19:20:00,UAE201,164819,Normal,Balanced,No adjustment needed
19:20:30,UAE201,216071,Hazardous,Balanced,No adjustment needed
19:21:00,UAE201,60317,Normal,Imbalanced,Fuel adjustment required
19:21:30,UAE201,217261,Normal,Balanced,Fuel adjustment required
19:22:00,UAE201,204024,Hazardous,Balanced,Fuel adjustment required
19:22:30,UAE201,130800,Hazardous,Imbalanced,Fuel adjustment required
19:23:00,UAE201,180405,Hazardous,Balanced,Fuel adjustment required
19:23:30,UAE201,127433,Normal,Balanced,Fuel adjustment required
19:24:00,UAE201,166830,Hazardous,Imbalanced,Fuel adjustment required
19:24:30,UAE201,133078,Hazardous,Imbalanced,Fuel adjustment required
19:25:00,UAE201,200604,Normal,Balanced,Fuel adjustment required
19:25:30,UAE201,213290,Normal,Imbalanced,Fuel adjustment required
19:26:00,UAE201,159425,Hazardous,Imbalanced,Fuel adjustment required
19:26:30,UAE201,228286,Hazardous,Balanced,No adjustment needed
19:27:00,UAE201,86817,Normal,Imbalanced,No adjustment needed
19:27:30,UAE201,190094,Hazardous,Imbalanced,No adjustment needed
19:28:00,UAE201,136162,Hazardous,Imbalanced,No adjustment needed
19:28:30,UAE201,56532,Normal,Imbalanced,Fuel adjustment required
19:29:00,UAE201,223451,Hazardous,Imbalanced,Fuel adjustment required
19:29:30,UAE201,58626,Normal,Imbalanced,No adjustment needed
19:30:00,UAE201,208634,Hazardous,Balanced,Fuel adjustment required
19:30:30,UAE201,249957,Normal,Balanced,No adjustment needed
19:31:00,UAE201,157144,Hazardous,Balanced,Fuel adjustment required
19:31:30,UAE201,144395,Normal,Balanced,Fuel adjustment required
19:32:00,UAE201,213121,Hazardous,Imbalanced,Fuel adjustment required
19:32:30,UAE201,209020,Normal,Balanced,Fuel adjustment required
19:33:00,UAE201,198546,Normal,Balanced,Fuel adjustment required
19:33:30,UAE201,100305,Normal,Imbalanced,No adjustment needed
19:34:00,UAE201,223069,Normal,Imbalanced,No adjustment needed
19:34:30,UAE201,227508,Hazardous,Balanced,No adjustment needed
19:35:00,UAE201,61781,Normal,Balanced,No adjustment needed
19:35:30,UAE201,246450,Normal,Balanced,Fuel adjustment required
19:36:00,UAE201,97827,Normal,Balanced,No adjustment needed
19:36:30,UAE201,50542,Normal,Imbalanced,Fuel adjustment required
19:37:00,UAE201,162321,Normal,Balanced,No adjustment needed
19:37:30,UAE201,177641,Normal,Imbalanced,No adjustment needed
19:38:00,UAE201,208505,Normal,Balanced,No adjustment needed
19:38:30,UAE201,212707,Normal,Imbalanced,Fuel adjustment required
19:39:00,UAE201,83293,Normal,Balanced,Fuel adjustment required
19:39:30,UAE201,125852,Hazardous,Balanced,Fuel adjustment required
19:40:00,UAE201,146613,Normal,Imbalanced,Fuel adjustment required
19:40:30,UAE201,163064,Hazardous,Balanced,Fuel adjustment required
19:41:00,UAE201,249836,Normal,Balanced,No adjustment needed
19:41:30,UAE201,221698,Normal,Imbalanced,No adjustment needed
19:42:00,UAE201,175336,Hazardous,Imbalanced,No adjustment needed
19:42:30,UAE201,205623,Hazardous,Balanced,Fuel adjustment required
19:43:00,UAE201,186168,Hazardous,Imbalanced,Fuel adjustment required
19:43:30,UAE201,114667,Hazardous,Balanced,Fuel adjustment required
19:44:00,UAE201,184351,Normal,Balanced,Fuel adjustment required
19:44:30,UAE201,176137,Normal,Balanced,Fuel adjustment required
19:45:00,UAE201,220153,Hazardous,Imbalanced,Fuel adjustment required
19:45:30,UAE201,206417,Hazardous,Balanced,No adjustment needed
19:46:00,UAE201,86845,Hazardous,Imbalanced,Fuel adjustment required
19:46:30,UAE201,145734,Normal,Imbalanced,No adjustment needed
19:47:00,UAE201,224903,Hazardous,Balanced,No adjustment needed
19:47:30,UAE201,184972,Hazardous,Imbalanced,Fuel adjustment required
19:48:00,UAE201,90255,Hazardous,Balanced,Fuel adjustment required
19:48:30,UAE201,249621,Hazardous,Imbalanced,Fuel adjustment required
19:49:00,UAE201,228524,Hazardous,Imbalanced,Fuel adjustment required
19:49:30,UAE201,150066,Hazardous,Imbalanced,No adjustment needed
19:50:00,UAE201,61132,Normal,Imbalanced,Fuel adjustment required
19:50:30,UAE201,157171,Hazardous,Balanced,Fuel adjustment required
19:51:00,UAE201,187270,Hazardous,Balanced,Fuel adjustment required
19:51:30,UAE201,59051,Normal,Balanced,Fuel adjustment required
19:52:00,UAE201,83460,Hazardous,Balanced,No adjustment needed
19:52:30,UAE201,172051,Normal,Balanced,Fuel adjustment required
19:53:00,UAE201,50144,Hazardous,Balanced,No adjustment needed
19:53:30,UAE201,158790,Hazardous,Imbalanced,Fuel adjustment required
19:54:00,UAE201,236606,Hazardous,Imbalanced,No adjustment needed
19:54:30,UAE201,225201,Normal,Imbalanced,No adjustment needed
19:55:00,UAE201,237225,Hazardous,Balanced,Fuel adjustment required
19:55:30,UAE201,181752,Normal,Balanced,No adjustment needed
19:56:00,UAE201,92319,Hazardous,Balanced,No adjustment needed
19:56:30,UAE201,105200,Normal,Balanced,Fuel adjustment required
19:57:00,UAE201,166955,Hazardous,Imbalanced,Fuel adjustment required
19:57:30,UAE201,190547,Normal,Balanced,Fuel adjustment required
19:58:00,UAE201,87992,Hazardous,Balanced,Fuel adjustment required
19:58:30,UAE201,57341,Normal,Imbalanced,No adjustment needed
19:59:00,UAE201,105827,Normal,Balanced,Fuel adjustment required
19:59:30,UAE201,151480,Hazardous,Balanced,Fuel adjustment required
20:00:00,UAE201,101788,Hazardous,Balanced,Fuel adjustment required
20:00:30,UAE201,157416,Normal,Balanced,No adjustment needed
20:01:00,UAE201,140343,Hazardous,Imbalanced,Fuel adjustment required
20:01:30,UAE201,147082,Hazardous,Balanced,No adjustment needed
20:02:00,UAE201,237732,Normal,Imbalanced,No adjustment needed
20:02:30,UAE201,245448,Normal,Balanced,No adjustment needed
20:03:00,UAE201,176051,Hazardous,Balanced,No adjustment needed
20:03:30,UAE201,91084,Hazardous,Balanced,No adjustment needed
20:04:00,UAE201,231498,Normal,Balanced,No adjustment needed
20:04:30,UAE201,82626,Hazardous,Balanced,Fuel adjustment required
20:05:00,UAE201,61437,Normal,Balanced,No adjustment needed
20:05:30,UAE201,56800,Hazardous,Balanced,Fuel adjustment required
20:06:00,UAE201,212205,Normal,Imbalanced,Fuel adjustment required
20:06:30,UAE201,225709,Normal,Imbalanced,Fuel adjustment required
20:07:00,UAE201,198563,Hazardous,Imbalanced,No adjustment needed
20:07:30,UAE201,164520,Hazardous,Balanced,Fuel adjustment required
20:08:00,UAE201,232496,Hazardous,Imbalanced,Fuel adjustment required
20:08:30,UAE201,155851,Normal,Imbalanced,Fuel adjustment required
20:09:00,UAE201,56540,Normal,Imbalanced,Fuel adjustment required
20:09:30,UAE201,181788,Hazardous,Balanced,No adjustment needed
20:10:00,UAE201,90208,Hazardous,Imbalanced,Fuel adjustment required
20:10:30,UAE201,135984,Hazardous,Balanced,No adjustment needed
20:11:00,UAE201,59667,Hazardous,Balanced,No adjustment needed
20:11:30,UAE201,169297,Normal,Balanced,Fuel adjustment required
20:12:00,UAE201,216184,Hazardous,Imbalanced,Fuel adjustment required
20:12:30,UAE201,122950,Normal,Balanced,Fuel adjustment required
20:13:00,UAE201,134681,Normal,Balanced,Fuel adjustment required
20:13:30,UAE201,93581,Normal,Balanced,Fuel adjustment required
20:14:00,UAE201,169548,Hazardous,Imbalanced,Fuel adjustment required
20:14:30,UAE201,197165,Hazardous,Imbalanced,Fuel adjustment required
20:15:00,UAE201,167035,Normal,Balanced,Fuel adjustment required
20:15:30,UAE201,176317,Normal,Imbalanced,Fuel adjustment required
20:16:00,UAE201,163161,Hazardous,Balanced,No adjustment needed
20:16:30,UAE201,227401,Hazardous,Balanced,Fuel adjustment required
20:17:00,UAE201,213191,Normal,Imbalanced,No adjustment needed
20:17:30,UAE201,70551,Hazardous,Imbalanced,No adjustment needed
20:18:00,UAE201,176895,Normal,Balanced,Fuel adjustment required
20:18:30,UAE201,243275,Normal,Imbalanced,Fuel adjustment required
20:19:00,UAE201,135934,Normal,Balanced,No adjustment needed
20:19:30,UAE201,74788,Normal,Balanced,Fuel adjustment required
20:20:00,UAE201,134929,Normal,Balanced,No adjustment needed
20:20:30,UAE201,193291,Normal,Balanced,No adjustment needed
20:21:00,UAE201,136172,Hazardous,Balanced,No adjustment needed
20:21:30,UAE201,115766,Normal,Imbalanced,No adjustment needed
20:22:00,UAE201,95499,Normal,Balanced,No adjustment needed
20:22:30,UAE201,64501,Hazardous,Imbalanced,Fuel adjustment required
20:23:00,UAE201,241737,Normal,Imbalanced,No adjustment needed
20:23:30,UAE201,212765,Normal,Imbalanced,Fuel adjustment required
20:24:00,UAE201,110815,Hazardous,Balanced,Fuel adjustment required
20:24:30,UAE201,172277,Normal,Balanced,Fuel adjustment required
20:25:00,UAE201,61864,Normal,Balanced,Fuel adjustment required
20:25:30,UAE201,105581,Hazardous,Imbalanced,Fuel adjustment required
20:26:00,UAE201,76354,Hazardous,Balanced,Fuel adjustment required
20:26:30,UAE201,246871,Hazardous,Balanced,Fuel adjustment required
20:27:00,UAE201,99397,Hazardous,Balanced,No adjustment needed
20:27:30,UAE201,175622,Hazardous,Imbalanced,No adjustment needed
20:28:00,UAE201,57441,Hazardous,Imbalanced,Fuel adjustment required
20:28:30,UAE201,194493,Normal,Imbalanced,No adjustment needed
20:29:00,UAE201,160386,Normal,Balanced,Fuel adjustment required
20:29:30,UAE201,204470,Normal,Imbalanced,No adjustment needed
20:30:00,UAE201,149199,Normal,Imbalanced,No adjustment needed
20:30:30,UAE201,113948,Normal,Imbalanced,No adjustment needed
20:31:00,UAE201,126660,Hazardous,Imbalanced,No adjustment needed
20:31:30,UAE201,142583,Normal,Balanced,No adjustment needed
20:32:00,UAE201,203762,Normal,Balanced,No adjustment needed
20:32:30,UAE201,227757,Normal,Balanced,No adjustment needed
20:33:00,UAE201,171886,Hazardous,Imbalanced,No adjustment needed
20:33:30,UAE201,90977,Normal,Imbalanced,No adjustment needed
20:34:00,UAE201,186039,Hazardous,Balanced,Fuel adjustment required
20:34:30,UAE201,61659,Hazardous,Imbalanced,Fuel adjustment required
20:35:00,UAE201,106365,Normal,Imbalanced,Fuel adjustment required
20:35:30,UAE201,73644,Normal,Imbalanced,No adjustment needed
20:36:00,UAE201,238280,Hazardous,Imbalanced,Fuel adjustment required
20:36:30,UAE201,148215,Normal,Balanced,Fuel adjustment required
20:37:00,UAE201,226913,Hazardous,Imbalanced,No adjustment needed
20:37:30,UAE201,227992,Normal,Imbalanced,Fuel adjustment required
20:38:00,UAE201,244944,Hazardous,Balanced,No adjustment needed
20:38:30,UAE201,221500,Hazardous,Balanced,Fuel adjustment required
20:39:00,UAE201,67018,Normal,Balanced,No adjustment needed
20:39:30,UAE201,223683,Hazardous,Balanced,No adjustment needed
20:40:00,UAE201,230470,Hazardous,Imbalanced,No adjustment needed
20:40:30,UAE201,131367,Hazardous,Imbalanced,Fuel adjustment required
20:41:00,UAE201,125145,Hazardous,Imbalanced,Fuel adjustment required
20:41:30,UAE201,155813,Hazardous,Imbalanced,No adjustment needed
20:42:00,UAE201,50948,Hazardous,Imbalanced,Fuel adjustment required
20:42:30,UAE201,248121,Hazardous,Balanced,No adjustment needed
20:43:00,UAE201,81110,Normal,Imbalanced,No adjustment needed
20:43:30,UAE201,238025,Hazardous,Balanced,Fuel adjustment required
20:44:00,UAE201,92680,Normal,Balanced,Fuel adjustment required
20:44:30,UAE201,166668,Hazardous,Balanced,Fuel adjustment required
20:45:00,UAE201,60630,Normal,Imbalanced,Fuel adjustment required
20:45:30,UAE201,185911,Hazardous,Imbalanced,No adjustment needed
20:46:00,UAE201,247991,Normal,Balanced,No adjustment needed
20:46:30,UAE201,228646,Normal,Imbalanced,Fuel adjustment required
20:47:00,UAE201,154789,Hazardous,Imbalanced,Fuel adjustment required
20:47:30,UAE201,65384,Hazardous,Balanced,No adjustment needed
20:48:00,UAE201,191180,Normal,Imbalanced,Fuel adjustment required
20:48:30,UAE201,108368,Normal,Balanced,Fuel adjustment required
20:49:00,UAE201,204687,Hazardous,Imbalanced,Fuel adjustment required
20:49:30,UAE201,246267,Normal,Imbalanced,Fuel adjustment required
20:50:00,UAE201,133377,Normal,Imbalanced,No adjustment needed
20:50:30,UAE201,95225,Hazardous,Balanced,No adjustment needed
20:51:00,UAE201,196206,Hazardous,Imbalanced,Fuel adjustment required
20:51:30,UAE201,92434,Normal,Balanced,No adjustment needed
20:52:00,UAE201,167186,Hazardous,Imbalanced,No adjustment needed
20:52:30,UAE201,202970,Normal,Balanced,No adjustment needed
20:53:00,UAE201,133781,Hazardous,Imbalanced,No adjustment needed
20:53:30,UAE201,164616,Hazardous,Imbalanced,No adjustment needed
20:54:00,UAE201,240285,Hazardous,Imbalanced,Fuel adjustment required
20:54:30,UAE201,97122,Hazardous,Imbalanced,Fuel adjustment required
20:55:00,UAE201,137100,Normal,Balanced,Fuel adjustment required
20:55:30,UAE201,196037,Normal,Balanced,No adjustment needed
20:56:00,UAE201,92003,Hazardous,Imbalanced,No adjustment needed
20:56:30,UAE201,239018,Normal,Balanced,Fuel adjustment required
20:57:00,UAE201,84093,Hazardous,Imbalanced,Fuel adjustment required
20:57:30,UAE201,99596,Hazardous,Imbalanced,Fuel adjustment required
20:58:00,UAE201,55802,Normal,Balanced,No adjustment needed
20:58:30,UAE201,149057,Hazardous,Balanced,Fuel adjustment required
20:59:00,UAE201,88633,Hazardous,Imbalanced,No adjustment needed
20:59:30,UAE201,227609,Hazardous,Balanced,No adjustment needed
21:00:00,UAE201,127045,Normal,Imbalanced,No adjustment needed
21:00:30,UAE201,69590,Hazardous,Imbalanced,No adjustment needed
21:01:00,UAE201,226722,Normal,Imbalanced,Fuel adjustment required
21:01:30,UAE201,231648,Normal,Imbalanced,No adjustment needed
21:02:00,UAE201,66642,Normal,Balanced,No adjustment needed
21:02:30,UAE201,123518,Normal,Imbalanced,Fuel adjustment required
21:03:00,UAE201,187293,Normal,Imbalanced,Fuel adjustment required
21:03:30,UAE201,130274,Hazardous,Imbalanced,Fuel adjustment required
21:04:00,UAE201,183376,Hazardous,Imbalanced,Fuel adjustment required
21:04:30,UAE201,114975,Normal,Imbalanced,No adjustment needed
21:05:00,UAE201,143466,Normal,Imbalanced,Fuel adjustment required
21:05:30,UAE201,188697,Normal,Balanced,No adjustment needed
21:06:00,UAE201,180612,Normal,Imbalanced,Fuel adjustment required
21:06:30,UAE201,234772,Hazardous,Balanced,No adjustment needed
21:07:00,UAE201,209171,Hazardous,Balanced,Fuel adjustment required
21:07:30,UAE201,188711,Hazardous,Imbalanced,No adjustment needed
21:08:00,UAE201,113261,Hazardous,Imbalanced,Fuel adjustment required
21:08:30,UAE201,193873,Hazardous,Balanced,No adjustment needed
21:09:00,UAE201,243257,Normal,Imbalanced,No adjustment needed
21:09:30,UAE201,135603,Hazardous,Balanced,No adjustment needed
21:10:00,UAE201,230814,Hazardous,Imbalanced,Fuel adjustment required
21:10:30,UAE201,165192,Normal,Imbalanced,No adjustment needed
21:11:00,UAE201,157525,Hazardous,Balanced,Fuel adjustment required
21:11:30,UAE201,189316,Hazardous,Imbalanced,Fuel adjustment required
21:12:00,UAE201,151915,Normal,Balanced,No adjustment needed
21:12:30,UAE201,138482,Hazardous,Imbalanced,Fuel adjustment required
21:13:00,UAE201,181768,Hazardous,Balanced,Fuel adjustment required
21:13:30,UAE201,80698,Normal,Imbalanced,Fuel adjustment required
21:14:00,UAE201,205854,Normal,Balanced,Fuel adjustment required
21:14:30,UAE201,168700,Hazardous,Balanced,Fuel adjustment required
21:15:00,UAE201,228155,Hazardous,Imbalanced,No adjustment needed
21:15:30,UAE201,229929,Hazardous,Balanced,No adjustment needed
21:16:00,UAE201,75889,Hazardous,Imbalanced,No adjustment needed
21:16:30,UAE201,183619,Normal,Balanced,Fuel adjustment required
21:17:00,UAE201,129621,Hazardous,Imbalanced,Fuel adjustment required
21:17:30,UAE201,82258,Normal,Balanced,Fuel adjustment required
21:18:00,UAE201,127814,Normal,Imbalanced,No adjustment needed
21:18:30,UAE201,205743,Normal,Imbalanced,Fuel adjustment required
21:19:00,UAE201,74590,Hazardous,Imbalanced,No adjustment needed
21:19:30,UAE201,135455,Normal,Imbalanced,No adjustment needed
21:20:00,UAE201,57677,Hazardous,Imbalanced,Fuel adjustment required
21:20:30,UAE201,162287,Hazardous,Imbalanced,Fuel adjustment required
21:21:00,UAE201,101196,Normal,Balanced,No adjustment needed
21:21:30,UAE201,147276,Normal,Imbalanced,No adjustment needed
21:22:00,UAE201,137901,Normal,Balanced,No adjustment needed
21:22:30,UAE201,198520,Hazardous,Imbalanced,Fuel adjustment required
21:23:00,UAE201,211587,Hazardous,Balanced,No adjustment needed
21:23:30,UAE201,129799,Normal,Imbalanced,No adjustment needed
21:24:00,UAE201,53677,Normal,Balanced,No adjustment needed
