Time,Call Sign,Communication Type,Message Content,Altitude (ft),Speed (knots),Heading (degrees),Position
18:46:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,30000,412,205,"('25.2532° N', '55.3657° E')"
18:47:00,UAE201,ATC Instruction,Climb and maintain 10000 feet.,10000,404,41,"('28.7041° N', '77.1025° E')"
18:47:30,UAE201,Pilot Report,"Passing FL350, climbing to FL350.",35000,458,187,"('25.2532° N', '55.3657° E')"
18:48:00,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",35000,401,176,"('40.6413° N', '-73.7781° W')"
18:48:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,5000,414,176,"('26.0765° N', '56.2406° E')"
18:49:00,UAE201,Pilot Report,"Passing FL250, climbing to FL350.",25000,477,4,"('28.7041° N', '77.1025° E')"
18:49:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,10000,449,25,"('26.0765° N', '56.2406° E')"
18:50:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",10000,432,103,"('26.0765° N', '56.2406° E')"
18:50:30,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,35000,488,300,"('28.7041° N', '77.1025° E')"
18:51:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",35000,481,82,"('28.7041° N', '77.1025° E')"
18:51:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",20000,444,219,"('34.0837° N', '74.7973° E')"
18:52:00,UAE201,ATC Instruction,Proceed to final approach and maintain 35000 feet.,35000,490,11,"('26.0765° N', '56.2406° E')"
18:52:30,UAE201,ATC Instruction,Climb to FL150 and maintain.,15000,479,289,"('28.7041° N', '77.1025° E')"
18:53:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",35000,482,309,"('26.0765° N', '56.2406° E')"
18:53:30,UAE201,Pilot Acknowledgment,"Climb and maintain 15000 feet, UAE201.",15000,482,48,"('26.0765° N', '56.2406° E')"
18:54:00,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, UAE201.",20000,423,4,"('28.7041° N', '77.1025° E')"
18:54:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",25000,404,209,"('34.0837° N', '74.7973° E')"
18:55:00,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,20000,447,219,"('34.0837° N', '74.7973° E')"
18:55:30,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,10000,497,90,"('34.0837° N', '74.7973° E')"
18:56:00,UAE201,Pilot Acknowledgment,"Turning left heading 186, UAE201.",20000,411,186,"('34.0837° N', '74.7973° E')"
18:56:30,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",20000,415,68,"('25.2532° N', '55.3657° E')"
18:57:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,15000,410,28,"('28.7041° N', '77.1025° E')"
18:57:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",10000,430,246,"('40.6413° N', '-73.7781° W')"
18:58:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,15000,492,209,"('40.6413° N', '-73.7781° W')"
18:58:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,461,27,"('28.7041° N', '77.1025° E')"
18:59:00,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",20000,473,33,"('25.2532° N', '55.3657° E')"
18:59:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",35000,476,58,"('28.7041° N', '77.1025° E')"
19:00:00,UAE201,Pilot Acknowledgment,"Descending to 30000 feet, expect ILS runway 27, UAE201.",30000,428,176,"('40.6413° N', '-73.7781° W')"
19:00:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",10000,406,275,"('25.2532° N', '55.3657° E')"
19:01:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",10000,427,240,"('25.2532° N', '55.3657° E')"
19:01:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,15000,453,145,"('34.0837° N', '74.7973° E')"
19:02:00,UAE201,ATC Instruction,Hold short of runway 12R.,5000,447,68,"('26.0765° N', '56.2406° E')"
19:02:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,15000,435,319,"('28.7041° N', '77.1025° E')"
19:03:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",30000,424,330,"('28.7041° N', '77.1025° E')"
19:03:30,UAE201,ATC Instruction,Contact departure on 124.7.,15000,452,332,"('26.0765° N', '56.2406° E')"
19:04:00,UAE201,Pilot Report,"Passing FL300, climbing to FL350.",30000,435,302,"('26.0765° N', '56.2406° E')"
19:04:30,UAE201,Pilot Acknowledgment,"Descending to 30000 feet, UAE201.",30000,474,211,"('40.6413° N', '-73.7781° W')"
19:05:00,UAE201,Pilot Acknowledgment,"Climbing to FL350, UAE201.",35000,500,204,"('34.0837° N', '74.7973° E')"
19:05:30,UAE201,ATC Instruction,Proceed to final approach and maintain 20000 feet.,20000,406,298,"('28.7041° N', '77.1025° E')"
19:06:00,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, expect ILS runway 27, UAE201.",10000,463,205,"('28.7041° N', '77.1025° E')"
19:06:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,400,101,"('40.6413° N', '-73.7781° W')"
19:07:00,UAE201,Pilot Acknowledgment,"Turning left heading 352, UAE201.",35000,447,352,"('28.7041° N', '77.1025° E')"
19:07:30,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,10000,416,146,"('28.7041° N', '77.1025° E')"
19:08:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",20000,440,65,"('40.6413° N', '-73.7781° W')"
19:08:30,UAE201,Pilot Acknowledgment,"Descending to 5000 feet, expect ILS runway 27, UAE201.",5000,408,173,"('28.7041° N', '77.1025° E')"
19:09:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",35000,413,19,"('34.0837° N', '74.7973° E')"
19:09:30,UAE201,ATC Instruction,Descend to 5000 feet and prepare for approach.,5000,424,264,"('34.0837° N', '74.7973° E')"
19:10:00,UAE201,ATC Instruction,"Descend and maintain 15000 feet, expect ILS approach runway 27.",15000,438,235,"('26.0765° N', '56.2406° E')"
19:10:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",10000,466,184,"('26.0765° N', '56.2406° E')"
19:11:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,25000,440,255,"('25.2532° N', '55.3657° E')"
19:11:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,30000,403,191,"('34.0837° N', '74.7973° E')"
19:12:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,10000,408,291,"('40.6413° N', '-73.7781° W')"
19:12:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,30000,425,100,"('26.0765° N', '56.2406° E')"
19:13:00,UAE201,Pilot Report,"Passing FL300, climbing to FL350.",30000,460,34,"('28.7041° N', '77.1025° E')"
19:13:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",35000,426,155,"('28.7041° N', '77.1025° E')"
19:14:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",10000,495,344,"('25.2532° N', '55.3657° E')"
19:14:30,UAE201,ATC Instruction,Climb and maintain 5000 feet.,5000,446,61,"('34.0837° N', '74.7973° E')"
19:15:00,UAE201,Pilot Acknowledgment,"Climb and maintain 15000 feet, UAE201.",15000,467,306,"('26.0765° N', '56.2406° E')"
19:15:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",20000,476,16,"('25.2532° N', '55.3657° E')"
19:16:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,5000,429,103,"('25.2532° N', '55.3657° E')"
19:16:30,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",15000,411,164,"('25.2532° N', '55.3657° E')"
19:17:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",15000,405,306,"('34.0837° N', '74.7973° E')"
19:17:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",30000,413,93,"('34.0837° N', '74.7973° E')"
19:18:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,448,115,"('28.7041° N', '77.1025° E')"
19:18:30,UAE201,ATC Instruction,Climb to FL250 and maintain.,25000,425,26,"('34.0837° N', '74.7973° E')"
19:19:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",5000,492,125,"('40.6413° N', '-73.7781° W')"
19:19:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",30000,468,333,"('34.0837° N', '74.7973° E')"
19:20:00,UAE201,ATC Instruction,Contact departure on 124.7.,15000,446,235,"('28.7041° N', '77.1025° E')"
19:20:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",25000,475,321,"('26.0765° N', '56.2406° E')"
19:21:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,10000,449,162,"('25.2532° N', '55.3657° E')"
19:21:30,UAE201,Pilot Acknowledgment,"Descending to 30000 feet, expect ILS runway 27, UAE201.",30000,419,201,"('26.0765° N', '56.2406° E')"
19:22:00,UAE201,Pilot Acknowledgment,"Climbing to FL50, UAE201.",5000,473,232,"('26.0765° N', '56.2406° E')"
19:22:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,10000,468,86,"('26.0765° N', '56.2406° E')"
19:23:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",10000,419,208,"('26.0765° N', '56.2406° E')"
19:23:30,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, expect ILS runway 27, UAE201.",10000,411,150,"('25.2532° N', '55.3657° E')"
19:24:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,412,8,"('40.6413° N', '-73.7781° W')"
19:24:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 30000 feet, UAE201.",30000,477,23,"('26.0765° N', '56.2406° E')"
19:25:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,30000,471,256,"('34.0837° N', '74.7973° E')"
19:25:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,15000,425,55,"('40.6413° N', '-73.7781° W')"
19:26:00,UAE201,Pilot Acknowledgment,"Climbing to FL50, UAE201.",5000,444,279,"('25.2532° N', '55.3657° E')"
19:26:30,UAE201,ATC Instruction,Maintain present speed.,20000,485,194,"('28.7041° N', '77.1025° E')"
19:27:00,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,15000,418,166,"('28.7041° N', '77.1025° E')"
19:27:30,UAE201,ATC Instruction,"Descend and maintain 35000 feet, expect ILS approach runway 27.",35000,478,181,"('34.0837° N', '74.7973° E')"
19:28:00,UAE201,ATC Instruction,Hold short of runway 12R.,25000,491,135,"('25.2532° N', '55.3657° E')"
19:28:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",10000,452,49,"('34.0837° N', '74.7973° E')"
19:29:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,15000,499,0,"('28.7041° N', '77.1025° E')"
19:29:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,10000,406,43,"('25.2532° N', '55.3657° E')"
19:30:00,UAE201,Pilot Report,"Passing FL50, climbing to FL350.",5000,435,96,"('28.7041° N', '77.1025° E')"
19:30:30,UAE201,ATC Instruction,Maintain present speed.,5000,400,269,"('34.0837° N', '74.7973° E')"
19:31:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,15000,409,0,"('25.2532° N', '55.3657° E')"
19:31:30,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,15000,472,270,"('26.0765° N', '56.2406° E')"
19:32:00,UAE201,Pilot Acknowledgment,"Climb and maintain 10000 feet, UAE201.",10000,474,171,"('25.2532° N', '55.3657° E')"
19:32:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",30000,452,109,"('25.2532° N', '55.3657° E')"
19:33:00,UAE201,Pilot Acknowledgment,"Climb and maintain 10000 feet, UAE201.",10000,440,104,"('28.7041° N', '77.1025° E')"
19:33:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,10000,460,299,"('40.6413° N', '-73.7781° W')"
19:34:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",20000,409,285,"('28.7041° N', '77.1025° E')"
19:34:30,UAE201,ATC Instruction,Hold short of runway 12R.,35000,462,312,"('28.7041° N', '77.1025° E')"
19:35:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 15000 feet, UAE201.",15000,475,240,"('40.6413° N', '-73.7781° W')"
19:35:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,468,31,"('25.2532° N', '55.3657° E')"
19:36:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",20000,447,107,"('26.0765° N', '56.2406° E')"
19:36:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",30000,468,333,"('26.0765° N', '56.2406° E')"
19:37:00,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, UAE201.",20000,456,293,"('40.6413° N', '-73.7781° W')"
19:37:30,UAE201,Pilot Report,"Passing FL200, climbing to FL350.",20000,406,147,"('40.6413° N', '-73.7781° W')"
19:38:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",25000,411,272,"('25.2532° N', '55.3657° E')"
19:38:30,UAE201,Pilot Acknowledgment,"Turning left heading 113, UAE201.",30000,485,113,"('25.2532° N', '55.3657° E')"
19:39:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",10000,442,279,"('25.2532° N', '55.3657° E')"
19:39:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",15000,494,122,"('40.6413° N', '-73.7781° W')"
19:40:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",15000,439,17,"('25.2532° N', '55.3657° E')"
19:40:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",30000,454,327,"('40.6413° N', '-73.7781° W')"
19:41:00,UAE201,ATC Instruction,Hold short of runway 12R.,35000,469,350,"('34.0837° N', '74.7973° E')"
19:41:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",10000,441,170,"('28.7041° N', '77.1025° E')"
19:42:00,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, expect ILS runway 27, UAE201.",20000,429,270,"('34.0837° N', '74.7973° E')"
19:42:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",30000,401,351,"('34.0837° N', '74.7973° E')"
19:43:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",5000,412,48,"('25.2532° N', '55.3657° E')"
19:43:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,417,99,"('34.0837° N', '74.7973° E')"
19:44:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,479,282,"('40.6413° N', '-73.7781° W')"
19:44:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,15000,461,313,"('26.0765° N', '56.2406° E')"
19:45:00,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",20000,433,73,"('40.6413° N', '-73.7781° W')"
19:45:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL300.,30000,500,68,"('26.0765° N', '56.2406° E')"
19:46:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,10000,444,260,"('25.2532° N', '55.3657° E')"
19:46:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",25000,490,124,"('25.2532° N', '55.3657° E')"
19:47:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",10000,473,70,"('40.6413° N', '-73.7781° W')"
19:47:30,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",20000,490,248,"('25.2532° N', '55.3657° E')"
19:48:00,UAE201,Pilot Acknowledgment,"Descending to 35000 feet, UAE201.",35000,437,48,"('25.2532° N', '55.3657° E')"
19:48:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,20000,408,89,"('26.0765° N', '56.2406° E')"
19:49:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,10000,482,342,"('28.7041° N', '77.1025° E')"
19:49:30,UAE201,ATC Instruction,Descend to 25000 feet and prepare for approach.,25000,420,104,"('34.0837° N', '74.7973° E')"
19:50:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,10000,487,292,"('40.6413° N', '-73.7781° W')"
19:50:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,417,337,"('28.7041° N', '77.1025° E')"
19:51:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,493,249,"('25.2532° N', '55.3657° E')"
19:51:30,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,35000,410,334,"('25.2532° N', '55.3657° E')"
19:52:00,UAE201,ATC Instruction,Climb and maintain 15000 feet.,15000,441,294,"('34.0837° N', '74.7973° E')"
19:52:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",20000,486,286,"('40.6413° N', '-73.7781° W')"
19:53:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",35000,490,75,"('40.6413° N', '-73.7781° W')"
19:53:30,UAE201,Pilot Acknowledgment,"Turning left heading 210, UAE201.",30000,463,210,"('26.0765° N', '56.2406° E')"
19:54:00,UAE201,ATC Instruction,Maintain present speed.,20000,484,215,"('28.7041° N', '77.1025° E')"
19:54:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",30000,469,179,"('34.0837° N', '74.7973° E')"
19:55:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,5000,479,339,"('34.0837° N', '74.7973° E')"
19:55:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",5000,475,358,"('26.0765° N', '56.2406° E')"
19:56:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,10000,416,21,"('25.2532° N', '55.3657° E')"
19:56:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,25000,439,58,"('28.7041° N', '77.1025° E')"
19:57:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,5000,412,44,"('25.2532° N', '55.3657° E')"
19:57:30,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,5000,428,135,"('25.2532° N', '55.3657° E')"
19:58:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",15000,464,119,"('34.0837° N', '74.7973° E')"
19:58:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,35000,422,133,"('40.6413° N', '-73.7781° W')"
19:59:00,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,20000,464,355,"('28.7041° N', '77.1025° E')"
19:59:30,UAE201,ATC Instruction,Hold short of runway 12R.,20000,494,187,"('26.0765° N', '56.2406° E')"
20:00:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",20000,407,128,"('40.6413° N', '-73.7781° W')"
20:00:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,30000,464,114,"('34.0837° N', '74.7973° E')"
20:01:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,10000,477,91,"('40.6413° N', '-73.7781° W')"
20:01:30,UAE201,ATC Instruction,Climb to FL50 and maintain.,5000,485,99,"('26.0765° N', '56.2406° E')"
20:02:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",30000,498,9,"('28.7041° N', '77.1025° E')"
20:02:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 5000 feet, UAE201.",5000,443,80,"('34.0837° N', '74.7973° E')"
20:03:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",10000,404,164,"('40.6413° N', '-73.7781° W')"
20:03:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,437,171,"('34.0837° N', '74.7973° E')"
20:04:00,UAE201,Pilot Acknowledgment,"Climbing to FL250, UAE201.",25000,458,202,"('34.0837° N', '74.7973° E')"
20:04:30,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,30000,408,228,"('40.6413° N', '-73.7781° W')"
20:05:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",30000,491,146,"('26.0765° N', '56.2406° E')"
20:05:30,UAE201,Pilot Acknowledgment,"Turning left heading 345, UAE201.",30000,450,345,"('25.2532° N', '55.3657° E')"
20:06:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,30000,491,118,"('34.0837° N', '74.7973° E')"
20:06:30,UAE201,ATC Instruction,Contact departure on 124.7.,25000,405,313,"('25.2532° N', '55.3657° E')"
20:07:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,5000,416,101,"('28.7041° N', '77.1025° E')"
20:07:30,UAE201,ATC Instruction,Climb and maintain 10000 feet.,10000,403,209,"('28.7041° N', '77.1025° E')"
20:08:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL350.,35000,488,50,"('34.0837° N', '74.7973° E')"
20:08:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",5000,489,199,"('28.7041° N', '77.1025° E')"
20:09:00,UAE201,Pilot Acknowledgment,"Climb and maintain 15000 feet, UAE201.",15000,446,68,"('26.0765° N', '56.2406° E')"
20:09:30,UAE201,Pilot Report,"Passing FL200, climbing to FL350.",20000,482,1,"('26.0765° N', '56.2406° E')"
20:10:00,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, UAE201.",25000,445,31,"('34.0837° N', '74.7973° E')"
20:10:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 35000 feet, UAE201.",35000,492,183,"('28.7041° N', '77.1025° E')"
20:11:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",20000,452,191,"('28.7041° N', '77.1025° E')"
20:11:30,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,5000,484,62,"('40.6413° N', '-73.7781° W')"
20:12:00,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,15000,447,199,"('34.0837° N', '74.7973° E')"
20:12:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",20000,427,356,"('26.0765° N', '56.2406° E')"
20:13:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,414,163,"('34.0837° N', '74.7973° E')"
20:13:30,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,15000,472,223,"('40.6413° N', '-73.7781° W')"
20:14:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",10000,424,80,"('26.0765° N', '56.2406° E')"
20:14:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL300.,30000,461,191,"('34.0837° N', '74.7973° E')"
20:15:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,20000,465,47,"('28.7041° N', '77.1025° E')"
20:15:30,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,15000,409,157,"('26.0765° N', '56.2406° E')"
20:16:00,UAE201,ATC Instruction,Maintain present speed.,15000,464,276,"('40.6413° N', '-73.7781° W')"
20:16:30,UAE201,Pilot Acknowledgment,"Climb and maintain 5000 feet, UAE201.",5000,404,241,"('40.6413° N', '-73.7781° W')"
20:17:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",30000,420,157,"('28.7041° N', '77.1025° E')"
20:17:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",5000,401,88,"('40.6413° N', '-73.7781° W')"
20:18:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,35000,438,100,"('28.7041° N', '77.1025° E')"
20:18:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",30000,409,341,"('25.2532° N', '55.3657° E')"
20:19:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",15000,477,358,"('40.6413° N', '-73.7781° W')"
20:19:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,30000,451,358,"('26.0765° N', '56.2406° E')"
20:20:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",20000,422,113,"('25.2532° N', '55.3657° E')"
20:20:30,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",25000,443,313,"('34.0837° N', '74.7973° E')"
20:21:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,15000,437,299,"('26.0765° N', '56.2406° E')"
20:21:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,428,51,"('34.0837° N', '74.7973° E')"
20:22:00,UAE201,ATC Instruction,Proceed to final approach and maintain 20000 feet.,20000,482,6,"('34.0837° N', '74.7973° E')"
20:22:30,UAE201,Pilot Acknowledgment,"Turning left heading 275, UAE201.",30000,427,275,"('25.2532° N', '55.3657° E')"
20:23:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",25000,410,147,"('25.2532° N', '55.3657° E')"
20:23:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",25000,453,83,"('40.6413° N', '-73.7781° W')"
20:24:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,35000,461,356,"('26.0765° N', '56.2406° E')"
20:24:30,UAE201,ATC Instruction,Maintain present speed.,5000,457,2,"('28.7041° N', '77.1025° E')"
20:25:00,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,25000,421,236,"('34.0837° N', '74.7973° E')"
20:25:30,UAE201,ATC Instruction,Descend to 30000 feet and prepare for approach.,30000,499,166,"('40.6413° N', '-73.7781° W')"
20:26:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",35000,454,93,"('34.0837° N', '74.7973° E')"
20:26:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,465,325,"('40.6413° N', '-73.7781° W')"
20:27:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",30000,454,215,"('34.0837° N', '74.7973° E')"
20:27:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,30000,412,175,"('28.7041° N', '77.1025° E')"
20:28:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",20000,482,264,"('26.0765° N', '56.2406° E')"
20:28:30,UAE201,ATC Instruction,Maintain present speed.,35000,459,328,"('25.2532° N', '55.3657° E')"
20:29:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,458,76,"('26.0765° N', '56.2406° E')"
20:29:30,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,20000,423,274,"('34.0837° N', '74.7973° E')"
20:30:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,5000,463,209,"('25.2532° N', '55.3657° E')"
20:30:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",20000,496,325,"('34.0837° N', '74.7973° E')"
20:31:00,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,30000,475,161,"('28.7041° N', '77.1025° E')"
20:31:30,UAE201,Pilot Report,"Passing FL150, climbing to FL350.",15000,401,320,"('26.0765° N', '56.2406° E')"
20:32:00,UAE201,ATC Instruction,Climb and maintain 15000 feet.,15000,414,18,"('25.2532° N', '55.3657° E')"
20:32:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",15000,467,179,"('34.0837° N', '74.7973° E')"
20:33:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,498,272,"('25.2532° N', '55.3657° E')"
20:33:30,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, expect ILS runway 27, UAE201.",25000,430,202,"('40.6413° N', '-73.7781° W')"
