Time,Call Sign,Crew Status,Passenger Status,Actions Taken
10:25:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
10:26:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
10:26:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
10:27:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
10:27:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
10:28:00,UAE201,Normal,Unruly Passenger,None
10:28:30,UAE201,Normal,Normal,None
10:29:00,UAE201,Exceeded Duty Limits,Normal,None
10:29:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
10:30:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
10:30:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
10:31:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
10:31:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
10:32:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
10:32:30,UAE201,Exceeded Duty Limits,Normal,None
10:33:00,UAE201,Fatigued,Normal,None
10:33:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
10:34:00,UAE201,Normal,Normal,Emergency Landing Requested
10:34:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
10:35:00,UAE201,Fatigued,Normal,Emergency Landing Requested
10:35:30,UAE201,Exceeded Duty Limits,Normal,None
10:36:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:36:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
10:37:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
10:37:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
10:38:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
10:38:30,UAE201,Normal,Normal,Emergency Landing Requested
10:39:00,UAE201,Fatigued,Medical Emergency,None
10:39:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:40:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
10:40:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
10:41:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:41:30,UAE201,Fatigued,Normal,None
10:42:00,UAE201,Fatigued,Medical Emergency,None
10:42:30,UAE201,Fatigued,Medical Emergency,None
10:43:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
10:43:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
10:44:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
10:44:30,UAE201,Fatigued,Unruly Passenger,None
10:45:00,UAE201,Exceeded Duty Limits,Normal,None
10:45:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:46:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
10:46:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:47:00,UAE201,Normal,Normal,None
10:47:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
10:48:00,UAE201,Normal,Normal,Emergency Landing Requested
10:48:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
10:49:00,UAE201,Normal,Normal,Crew Rotation Initiated
10:49:30,UAE201,Fatigued,Normal,None
10:50:00,UAE201,Normal,Normal,Emergency Landing Requested
10:50:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
10:51:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
10:51:30,UAE201,Normal,Medical Emergency,None
10:52:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
10:52:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
10:53:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
10:53:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
10:54:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:54:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
10:55:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
10:55:30,UAE201,Normal,Unruly Passenger,None
10:56:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
10:56:30,UAE201,Normal,Normal,Crew Rotation Initiated
10:57:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
10:57:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:58:00,UAE201,Normal,Medical Emergency,None
10:58:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
10:59:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
10:59:30,UAE201,Normal,Medical Emergency,None
11:00:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
11:00:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
11:01:00,UAE201,Fatigued,Normal,Emergency Landing Requested
11:01:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:02:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
11:02:30,UAE201,Exceeded Duty Limits,Normal,None
11:03:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
11:03:30,UAE201,Fatigued,Normal,Emergency Landing Requested
11:04:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
11:04:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
11:05:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
11:05:30,UAE201,Normal,Normal,Emergency Landing Requested
11:06:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
11:06:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
11:07:00,UAE201,Fatigued,Normal,Emergency Landing Requested
11:07:30,UAE201,Normal,Unruly Passenger,None
11:08:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
11:08:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
11:09:00,UAE201,Normal,Normal,Emergency Landing Requested
11:09:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
11:10:00,UAE201,Fatigued,Normal,None
11:10:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
11:11:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
11:11:30,UAE201,Normal,Normal,None
11:12:00,UAE201,Normal,Unruly Passenger,None
11:12:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
11:13:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
11:13:30,UAE201,Normal,Medical Emergency,None
11:14:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
11:14:30,UAE201,Exceeded Duty Limits,Normal,None
11:15:00,UAE201,Normal,Normal,Crew Rotation Initiated
11:15:30,UAE201,Normal,Normal,None
11:16:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:16:30,UAE201,Normal,Normal,None
11:17:00,UAE201,Fatigued,Medical Emergency,None
11:17:30,UAE201,Normal,Normal,Emergency Landing Requested
11:18:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:18:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
11:19:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:19:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:20:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
11:20:30,UAE201,Normal,Normal,Crew Rotation Initiated
11:21:00,UAE201,Fatigued,Unruly Passenger,None
11:21:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
11:22:00,UAE201,Normal,Unruly Passenger,None
11:22:30,UAE201,Fatigued,Normal,None
11:23:00,UAE201,Exceeded Duty Limits,Normal,None
11:23:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
11:24:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
11:24:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
11:25:00,UAE201,Fatigued,Medical Emergency,None
11:25:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
11:26:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
11:26:30,UAE201,Fatigued,Normal,Emergency Landing Requested
11:27:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
11:27:30,UAE201,Fatigued,Normal,None
11:28:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:28:30,UAE201,Fatigued,Unruly Passenger,None
11:29:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
11:29:30,UAE201,Normal,Unruly Passenger,None
11:30:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
11:30:30,UAE201,Fatigued,Unruly Passenger,None
11:31:00,UAE201,Normal,Medical Emergency,None
11:31:30,UAE201,Fatigued,Unruly Passenger,None
11:32:00,UAE201,Normal,Normal,Emergency Landing Requested
11:32:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
11:33:00,UAE201,Normal,Unruly Passenger,None
11:33:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
11:34:00,UAE201,Normal,Unruly Passenger,None
11:34:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
11:35:00,UAE201,Normal,Medical Emergency,None
11:35:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
11:36:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
11:36:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
11:37:00,UAE201,Normal,Normal,Crew Rotation Initiated
11:37:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
11:38:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:38:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
11:39:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
11:39:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
11:40:00,UAE201,Normal,Unruly Passenger,None
11:40:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
11:41:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
11:41:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
11:42:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
11:42:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
11:43:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
11:43:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
11:44:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
11:44:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
11:45:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
11:45:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
11:46:00,UAE201,Fatigued,Unruly Passenger,None
11:46:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
11:47:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
11:47:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
11:48:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
11:48:30,UAE201,Fatigued,Medical Emergency,None
11:49:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:49:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:50:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
11:50:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
11:51:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
11:51:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
11:52:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
11:52:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
11:53:00,UAE201,Fatigued,Medical Emergency,None
11:53:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
11:54:00,UAE201,Fatigued,Unruly Passenger,None
11:54:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
11:55:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
11:55:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
11:56:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
11:56:30,UAE201,Normal,Unruly Passenger,None
11:57:00,UAE201,Fatigued,Medical Emergency,None
11:57:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
11:58:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
11:58:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
11:59:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
11:59:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:00:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:00:30,UAE201,Fatigued,Medical Emergency,None
12:01:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:01:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
12:02:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
12:02:30,UAE201,Fatigued,Normal,Emergency Landing Requested
12:03:00,UAE201,Normal,Unruly Passenger,None
12:03:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
12:04:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
12:04:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
12:05:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:05:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:06:00,UAE201,Exceeded Duty Limits,Normal,None
12:06:30,UAE201,Normal,Normal,Emergency Landing Requested
12:07:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
12:07:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
12:08:00,UAE201,Fatigued,Medical Emergency,None
12:08:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
12:09:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
12:09:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
12:10:00,UAE201,Normal,Normal,None
12:10:30,UAE201,Fatigued,Medical Emergency,None
12:11:00,UAE201,Fatigued,Normal,None
12:11:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:12:00,UAE201,Normal,Unruly Passenger,None
12:12:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:13:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
12:13:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
12:14:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
12:14:30,UAE201,Normal,Medical Emergency,None
12:15:00,UAE201,Normal,Normal,None
12:15:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
12:16:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
12:16:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
12:17:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
12:17:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
12:18:00,UAE201,Fatigued,Medical Emergency,None
12:18:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
12:19:00,UAE201,Fatigued,Normal,None
12:19:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
12:20:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:20:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
12:21:00,UAE201,Fatigued,Normal,None
12:21:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
12:22:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
12:22:30,UAE201,Exceeded Duty Limits,Normal,None
12:23:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
12:23:30,UAE201,Fatigued,Medical Emergency,None
12:24:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
12:24:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
12:25:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:25:30,UAE201,Fatigued,Medical Emergency,None
12:26:00,UAE201,Fatigued,Medical Emergency,None
12:26:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
12:27:00,UAE201,Normal,Medical Emergency,None
12:27:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
12:28:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
12:28:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
12:29:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
12:29:30,UAE201,Exceeded Duty Limits,Normal,None
12:30:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
12:30:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
12:31:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
12:31:30,UAE201,Normal,Medical Emergency,None
12:32:00,UAE201,Fatigued,Medical Emergency,None
12:32:30,UAE201,Fatigued,Unruly Passenger,None
12:33:00,UAE201,Fatigued,Medical Emergency,None
12:33:30,UAE201,Normal,Medical Emergency,None
12:34:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:34:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
12:35:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:35:30,UAE201,Normal,Normal,Emergency Landing Requested
12:36:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:36:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
12:37:00,UAE201,Normal,Medical Emergency,None
12:37:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
12:38:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
12:38:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:39:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
12:39:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
12:40:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
12:40:30,UAE201,Normal,Unruly Passenger,None
12:41:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
12:41:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
12:42:00,UAE201,Normal,Normal,None
12:42:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
12:43:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:43:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:44:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
12:44:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
12:45:00,UAE201,Fatigued,Medical Emergency,None
12:45:30,UAE201,Fatigued,Normal,None
12:46:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
12:46:30,UAE201,Normal,Unruly Passenger,None
12:47:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
12:47:30,UAE201,Fatigued,Medical Emergency,None
12:48:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
12:48:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
12:49:00,UAE201,Normal,Normal,None
12:49:30,UAE201,Fatigued,Normal,None
12:50:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
12:50:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
12:51:00,UAE201,Fatigued,Normal,None
12:51:30,UAE201,Normal,Normal,None
12:52:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
12:52:30,UAE201,Normal,Unruly Passenger,None
12:53:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:53:30,UAE201,Fatigued,Medical Emergency,None
12:54:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
12:54:30,UAE201,Fatigued,Medical Emergency,None
12:55:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
12:55:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
12:56:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
12:56:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
12:57:00,UAE201,Exceeded Duty Limits,Normal,None
12:57:30,UAE201,Normal,Normal,None
12:58:00,UAE201,Normal,Normal,None
12:58:30,UAE201,Fatigued,Medical Emergency,None
12:59:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
12:59:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:00:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
13:00:30,UAE201,Normal,Medical Emergency,None
13:01:00,UAE201,Normal,Medical Emergency,None
13:01:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:02:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
13:02:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
13:03:00,UAE201,Normal,Medical Emergency,None
13:03:30,UAE201,Normal,Normal,Emergency Landing Requested
13:04:00,UAE201,Exceeded Duty Limits,Normal,None
13:04:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
13:05:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
13:05:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:06:00,UAE201,Fatigued,Normal,Emergency Landing Requested
13:06:30,UAE201,Fatigued,Normal,Emergency Landing Requested
13:07:00,UAE201,Normal,Unruly Passenger,None
13:07:30,UAE201,Fatigued,Normal,Emergency Landing Requested
13:08:00,UAE201,Exceeded Duty Limits,Normal,None
13:08:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
13:09:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
13:09:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
13:10:00,UAE201,Exceeded Duty Limits,Normal,None
13:10:30,UAE201,Normal,Unruly Passenger,None
13:11:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
13:11:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
13:12:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:12:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
13:13:00,UAE201,Fatigued,Medical Emergency,None
13:13:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
13:14:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
13:14:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
13:15:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
13:15:30,UAE201,Fatigued,Normal,Emergency Landing Requested
13:16:00,UAE201,Fatigued,Medical Emergency,None
13:16:30,UAE201,Fatigued,Normal,Emergency Landing Requested
13:17:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
13:17:30,UAE201,Normal,Normal,Emergency Landing Requested
13:18:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
13:18:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:19:00,UAE201,Normal,Normal,Crew Rotation Initiated
13:19:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
13:20:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
13:20:30,UAE201,Fatigued,Unruly Passenger,None
13:21:00,UAE201,Normal,Normal,Emergency Landing Requested
13:21:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
13:22:00,UAE201,Exceeded Duty Limits,Normal,None
13:22:30,UAE201,Normal,Normal,Crew Rotation Initiated
13:23:00,UAE201,Fatigued,Normal,Emergency Landing Requested
13:23:30,UAE201,Exceeded Duty Limits,Normal,None
13:24:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
13:24:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:25:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
13:25:30,UAE201,Fatigued,Unruly Passenger,None
13:26:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:26:30,UAE201,Fatigued,Unruly Passenger,None
13:27:00,UAE201,Fatigued,Unruly Passenger,None
13:27:30,UAE201,Fatigued,Normal,Emergency Landing Requested
13:28:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
13:28:30,UAE201,Fatigued,Normal,None
13:29:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
13:29:30,UAE201,Fatigued,Unruly Passenger,None
13:30:00,UAE201,Normal,Normal,None
13:30:30,UAE201,Normal,Normal,None
13:31:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:31:30,UAE201,Fatigued,Normal,None
13:32:00,UAE201,Normal,Normal,Emergency Landing Requested
13:32:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
13:33:00,UAE201,Fatigued,Normal,Emergency Landing Requested
13:33:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
13:34:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:34:30,UAE201,Fatigued,Medical Emergency,None
13:35:00,UAE201,Exceeded Duty Limits,Normal,None
13:35:30,UAE201,Normal,Medical Emergency,None
13:36:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:36:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
13:37:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
13:37:30,UAE201,Fatigued,Unruly Passenger,None
13:38:00,UAE201,Fatigued,Normal,None
13:38:30,UAE201,Exceeded Duty Limits,Normal,None
13:39:00,UAE201,Normal,Normal,Crew Rotation Initiated
13:39:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:40:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
13:40:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:41:00,UAE201,Fatigued,Normal,Emergency Landing Requested
13:41:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
13:42:00,UAE201,Fatigued,Medical Emergency,None
13:42:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
13:43:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
13:43:30,UAE201,Normal,Unruly Passenger,None
13:44:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:44:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
13:45:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
13:45:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
13:46:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
13:46:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
13:47:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
13:47:30,UAE201,Normal,Normal,Emergency Landing Requested
13:48:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
13:48:30,UAE201,Normal,Normal,Emergency Landing Requested
13:49:00,UAE201,Normal,Unruly Passenger,None
13:49:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
13:50:00,UAE201,Fatigued,Normal,Emergency Landing Requested
13:50:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:51:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
13:51:30,UAE201,Fatigued,Normal,None
13:52:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
13:52:30,UAE201,Fatigued,Medical Emergency,None
13:53:00,UAE201,Fatigued,Unruly Passenger,None
13:53:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
13:54:00,UAE201,Normal,Medical Emergency,None
