Time,Call Sign,Current Fuel (kg),Expected Fuel Upon Arrival (kg),Fuel Consumption Rate (kg/h),Remarks
11:35:00,UAE201,16917,5968,2646,Normal fuel burn.
11:35:30,UAE201,8812,17669,2636,Normal fuel burn.
11:36:00,UAE201,17139,13680,4160,Normal fuel burn.
11:36:30,UAE201,16575,12784,3749,Normal fuel burn.
11:37:00,UAE201,27547,10991,3071,Normal fuel burn.
11:37:30,UAE201,25608,18551,3305,Normal fuel burn.
11:38:00,UAE201,17768,16739,2346,Normal fuel burn.
11:38:30,UAE201,16331,8473,3431,Normal fuel burn.
11:39:00,UAE201,28516,17195,4067,Normal fuel burn.
11:39:30,UAE201,9547,18836,3536,Normal fuel burn.
11:40:00,UAE201,8233,5188,3373,Normal fuel burn.
11:40:30,UAE201,15636,12030,2779,Normal fuel burn.
11:41:00,UAE201,15764,16062,4791,Normal fuel burn.
11:41:30,UAE201,14543,19080,2199,Normal fuel burn.
11:42:00,UAE201,21355,17663,2092,Normal fuel burn.
11:42:30,UAE201,16504,12739,3153,Normal fuel burn.
11:43:00,UAE201,14037,19809,3432,Normal fuel burn.
11:43:30,UAE201,16583,17857,3609,Normal fuel burn.
11:44:00,UAE201,27878,11723,4304,Normal fuel burn.
11:44:30,UAE201,11174,10363,4793,Normal fuel burn.
11:45:00,UAE201,18171,13177,4885,Normal fuel burn.
11:45:30,UAE201,18805,6198,3320,Normal fuel burn.
11:46:00,UAE201,6173,11560,4698,Normal fuel burn.
11:46:30,UAE201,9050,9738,3042,Normal fuel burn.
11:47:00,UAE201,7988,8690,3724,Normal fuel burn.
11:47:30,UAE201,23115,15280,2797,Normal fuel burn.
11:48:00,UAE201,12273,15042,2903,Normal fuel burn.
11:48:30,UAE201,20721,14844,2496,Normal fuel burn.
11:49:00,UAE201,16441,18586,3479,Normal fuel burn.
11:49:30,UAE201,23789,9681,4857,Normal fuel burn.
11:50:00,UAE201,28863,6672,3801,Normal fuel burn.
11:50:30,UAE201,25101,19523,2900,Normal fuel burn.
11:51:00,UAE201,11783,12896,3318,Normal fuel burn.
11:51:30,UAE201,19488,15590,2775,Normal fuel burn.
11:52:00,UAE201,26812,12936,4104,Normal fuel burn.
11:52:30,UAE201,21212,19913,4489,Normal fuel burn.
11:53:00,UAE201,5396,17627,4678,Normal fuel burn.
11:53:30,UAE201,28978,19268,2144,Normal fuel burn.
11:54:00,UAE201,21092,8752,3901,Normal fuel burn.
11:54:30,UAE201,25445,7455,2487,Normal fuel burn.
11:55:00,UAE201,22826,9092,2980,Normal fuel burn.
11:55:30,UAE201,29262,7431,3415,Normal fuel burn.
11:56:00,UAE201,17773,10766,3686,Normal fuel burn.
11:56:30,UAE201,28613,17831,3970,Normal fuel burn.
11:57:00,UAE201,13385,7261,4824,Normal fuel burn.
11:57:30,UAE201,9050,13801,3250,Normal fuel burn.
11:58:00,UAE201,20782,10131,3249,Normal fuel burn.
11:58:30,UAE201,28516,8773,3239,Normal fuel burn.
11:59:00,UAE201,28711,15474,4713,Normal fuel burn.
11:59:30,UAE201,6341,7837,2476,Normal fuel burn.
12:00:00,UAE201,23873,8939,4877,Normal fuel burn.
12:00:30,UAE201,9969,15535,2871,Normal fuel burn.
12:01:00,UAE201,23989,6942,4145,Normal fuel burn.
12:01:30,UAE201,6613,12028,3889,Normal fuel burn.
12:02:00,UAE201,16813,12558,3434,Normal fuel burn.
12:02:30,UAE201,9041,9674,3929,Normal fuel burn.
12:03:00,UAE201,26012,8695,2488,Normal fuel burn.
12:03:30,UAE201,16930,16983,3154,Normal fuel burn.
12:04:00,UAE201,23554,6123,3315,Normal fuel burn.
12:04:30,UAE201,8104,5864,4856,Normal fuel burn.
12:05:00,UAE201,23828,5099,2510,Normal fuel burn.
12:05:30,UAE201,18453,7425,4611,Normal fuel burn.
12:06:00,UAE201,5998,10659,4095,Normal fuel burn.
12:06:30,UAE201,23972,14556,3920,Normal fuel burn.
12:07:00,UAE201,10964,13698,2609,Normal fuel burn.
12:07:30,UAE201,7565,12007,2540,Normal fuel burn.
12:08:00,UAE201,24832,6391,3912,Normal fuel burn.
12:08:30,UAE201,6721,6051,4745,Normal fuel burn.
12:09:00,UAE201,15534,10423,3800,Normal fuel burn.
12:09:30,UAE201,19960,12064,2761,Normal fuel burn.
12:10:00,UAE201,10947,9681,2965,Normal fuel burn.
12:10:30,UAE201,5260,16667,3756,Normal fuel burn.
12:11:00,UAE201,18616,11963,3480,Normal fuel burn.
12:11:30,UAE201,17206,10860,3405,Normal fuel burn.
12:12:00,UAE201,5865,14493,3331,Normal fuel burn.
12:12:30,UAE201,17597,18252,4957,Normal fuel burn.
12:13:00,UAE201,21437,14336,2614,Normal fuel burn.
12:13:30,UAE201,27630,13184,2338,Normal fuel burn.
12:14:00,UAE201,8730,13043,3953,Normal fuel burn.
12:14:30,UAE201,11024,13423,3066,Normal fuel burn.
12:15:00,UAE201,29040,14449,2093,Normal fuel burn.
12:15:30,UAE201,17349,17824,2246,Normal fuel burn.
12:16:00,UAE201,20741,10250,3803,Normal fuel burn.
12:16:30,UAE201,18938,6683,2127,Normal fuel burn.
12:17:00,UAE201,8411,7420,3530,Normal fuel burn.
12:17:30,UAE201,21125,16347,4763,Normal fuel burn.
12:18:00,UAE201,19073,5227,4174,Normal fuel burn.
12:18:30,UAE201,24104,7717,2705,Normal fuel burn.
12:19:00,UAE201,10303,17074,3764,Normal fuel burn.
12:19:30,UAE201,16254,8945,3181,Normal fuel burn.
12:20:00,UAE201,20779,12743,2306,Normal fuel burn.
12:20:30,UAE201,9844,7009,4994,Normal fuel burn.
12:21:00,UAE201,25031,8021,2584,Normal fuel burn.
12:21:30,UAE201,22964,9119,2201,Normal fuel burn.
12:22:00,UAE201,20762,10062,3419,Normal fuel burn.
12:22:30,UAE201,13442,12413,4696,Normal fuel burn.
12:23:00,UAE201,5918,14877,2729,Normal fuel burn.
12:23:30,UAE201,14179,7281,3179,Normal fuel burn.
12:24:00,UAE201,17783,8841,4922,Normal fuel burn.
12:24:30,UAE201,12675,6781,4284,Normal fuel burn.
12:25:00,UAE201,7602,15676,2559,Normal fuel burn.
12:25:30,UAE201,22276,15813,3952,Normal fuel burn.
12:26:00,UAE201,7529,11227,3706,Normal fuel burn.
12:26:30,UAE201,7464,13374,2706,Normal fuel burn.
12:27:00,UAE201,13861,9920,2087,Normal fuel burn.
12:27:30,UAE201,12771,12634,3270,Normal fuel burn.
12:28:00,UAE201,26126,18801,3780,Normal fuel burn.
12:28:30,UAE201,11820,18321,4459,Normal fuel burn.
12:29:00,UAE201,15410,17237,3315,Normal fuel burn.
12:29:30,UAE201,20428,14939,4690,Normal fuel burn.
12:30:00,UAE201,9318,12790,3410,Normal fuel burn.
12:30:30,UAE201,29190,5548,4707,Normal fuel burn.
12:31:00,UAE201,7016,18080,4889,Normal fuel burn.
12:31:30,UAE201,11864,13893,4184,Normal fuel burn.
12:32:00,UAE201,6547,12980,3021,Normal fuel burn.
12:32:30,UAE201,22165,16760,2875,Normal fuel burn.
12:33:00,UAE201,21742,6849,3719,Normal fuel burn.
12:33:30,UAE201,5355,9029,4322,Normal fuel burn.
12:34:00,UAE201,21674,12223,3544,Normal fuel burn.
12:34:30,UAE201,16251,6007,3952,Normal fuel burn.
12:35:00,UAE201,14753,13232,4214,Normal fuel burn.
12:35:30,UAE201,11515,18764,3500,Normal fuel burn.
12:36:00,UAE201,15635,19921,2786,Normal fuel burn.
12:36:30,UAE201,26406,17424,4941,Normal fuel burn.
12:37:00,UAE201,20815,15613,3623,Normal fuel burn.
12:37:30,UAE201,6638,7446,3217,Normal fuel burn.
12:38:00,UAE201,21908,14636,2505,Normal fuel burn.
12:38:30,UAE201,25486,16743,2984,Normal fuel burn.
12:39:00,UAE201,13145,19425,3695,Normal fuel burn.
12:39:30,UAE201,13594,15430,4101,Normal fuel burn.
12:40:00,UAE201,17291,16246,4675,Normal fuel burn.
12:40:30,UAE201,11665,16889,2310,Normal fuel burn.
12:41:00,UAE201,8762,19541,3379,Normal fuel burn.
12:41:30,UAE201,17267,9654,2394,Normal fuel burn.
12:42:00,UAE201,7305,10435,2927,Normal fuel burn.
12:42:30,UAE201,19794,5651,3536,Normal fuel burn.
12:43:00,UAE201,23452,17258,3619,Normal fuel burn.
12:43:30,UAE201,19459,11757,3711,Normal fuel burn.
12:44:00,UAE201,8405,9220,3473,Normal fuel burn.
12:44:30,UAE201,12526,8174,4885,Normal fuel burn.
12:45:00,UAE201,28854,17664,2980,Normal fuel burn.
12:45:30,UAE201,7367,8231,2285,Normal fuel burn.
12:46:00,UAE201,26440,7523,2374,Normal fuel burn.
12:46:30,UAE201,9309,8630,4366,Normal fuel burn.
12:47:00,UAE201,21292,15283,3575,Normal fuel burn.
12:47:30,UAE201,29012,9377,3897,Normal fuel burn.
12:48:00,UAE201,11858,17442,2530,Normal fuel burn.
12:48:30,UAE201,27220,5320,2560,Normal fuel burn.
12:49:00,UAE201,10866,17490,3137,Normal fuel burn.
12:49:30,UAE201,19942,10548,2778,Normal fuel burn.
12:50:00,UAE201,27094,19610,2884,Normal fuel burn.
12:50:30,UAE201,19781,10571,4411,Normal fuel burn.
12:51:00,UAE201,25998,10573,4956,Normal fuel burn.
12:51:30,UAE201,11137,7331,3111,Normal fuel burn.
12:52:00,UAE201,8914,8038,4315,Normal fuel burn.
12:52:30,UAE201,14375,14902,2396,Normal fuel burn.
12:53:00,UAE201,23153,6008,4883,Normal fuel burn.
12:53:30,UAE201,19617,7729,4607,Normal fuel burn.
12:54:00,UAE201,24150,10137,4662,Normal fuel burn.
12:54:30,UAE201,10554,6908,2181,Normal fuel burn.
12:55:00,UAE201,13859,14538,3361,Normal fuel burn.
12:55:30,UAE201,28753,14678,3121,Normal fuel burn.
12:56:00,UAE201,18912,13322,3930,Normal fuel burn.
12:56:30,UAE201,22123,19470,3804,Normal fuel burn.
12:57:00,UAE201,22829,16229,4669,Normal fuel burn.
12:57:30,UAE201,15344,8775,2672,Normal fuel burn.
12:58:00,UAE201,25803,18906,2008,Normal fuel burn.
12:58:30,UAE201,14437,18292,4169,Normal fuel burn.
12:59:00,UAE201,13948,8050,4903,Normal fuel burn.
12:59:30,UAE201,26700,11974,3519,Normal fuel burn.
13:00:00,UAE201,7339,17363,3708,Normal fuel burn.
13:00:30,UAE201,14525,19153,2714,Normal fuel burn.
13:01:00,UAE201,13601,14168,3601,Normal fuel burn.
13:01:30,UAE201,18613,14064,2923,Normal fuel burn.
13:02:00,UAE201,19346,10441,4473,Normal fuel burn.
13:02:30,UAE201,27539,8861,3085,Normal fuel burn.
13:03:00,UAE201,5063,11339,3491,Normal fuel burn.
13:03:30,UAE201,16784,10859,4707,Normal fuel burn.
13:04:00,UAE201,7635,17530,3049,Normal fuel burn.
13:04:30,UAE201,28717,16120,4840,Normal fuel burn.
13:05:00,UAE201,17808,17261,4491,Normal fuel burn.
13:05:30,UAE201,6388,8141,3495,Normal fuel burn.
13:06:00,UAE201,8745,5854,2861,Normal fuel burn.
13:06:30,UAE201,9303,5164,4787,Normal fuel burn.
13:07:00,UAE201,12713,11330,4350,Normal fuel burn.
13:07:30,UAE201,28807,18970,3830,Normal fuel burn.
13:08:00,UAE201,16442,7943,3083,Normal fuel burn.
13:08:30,UAE201,12378,18137,3398,Normal fuel burn.
13:09:00,UAE201,24121,12459,3580,Normal fuel burn.
13:09:30,UAE201,29614,12654,2102,Normal fuel burn.
13:10:00,UAE201,6006,18504,2253,Normal fuel burn.
13:10:30,UAE201,19374,12127,2244,Normal fuel burn.
13:11:00,UAE201,11594,11430,2073,Normal fuel burn.
13:11:30,UAE201,9384,16595,3033,Normal fuel burn.
13:12:00,UAE201,12447,6935,3557,Normal fuel burn.
13:12:30,UAE201,20541,18783,4439,Normal fuel burn.
13:13:00,UAE201,25905,8891,4906,Normal fuel burn.
13:13:30,UAE201,17691,10363,3221,Normal fuel burn.
13:14:00,UAE201,13600,6516,4968,Normal fuel burn.
13:14:30,UAE201,29312,15761,4634,Normal fuel burn.
13:15:00,UAE201,19777,12186,2709,Normal fuel burn.
13:15:30,UAE201,23522,5807,4553,Normal fuel burn.
13:16:00,UAE201,5633,10471,2266,Normal fuel burn.
13:16:30,UAE201,5985,9403,4070,Normal fuel burn.
13:17:00,UAE201,24337,13837,3602,Normal fuel burn.
13:17:30,UAE201,11616,13507,3419,Normal fuel burn.
13:18:00,UAE201,27566,11303,3101,Normal fuel burn.
13:18:30,UAE201,8399,17419,3828,Normal fuel burn.
13:19:00,UAE201,26130,17903,3537,Normal fuel burn.
13:19:30,UAE201,28161,18778,4690,Normal fuel burn.
13:20:00,UAE201,11040,16578,3623,Normal fuel burn.
13:20:30,UAE201,16583,15170,4565,Normal fuel burn.
13:21:00,UAE201,11126,19717,2695,Normal fuel burn.
13:21:30,UAE201,22290,6180,4326,Normal fuel burn.
13:22:00,UAE201,27708,6474,3455,Normal fuel burn.
13:22:30,UAE201,10239,12095,3332,Normal fuel burn.
13:23:00,UAE201,21699,9266,3662,Normal fuel burn.
13:23:30,UAE201,27298,6374,4143,Normal fuel burn.
13:24:00,UAE201,22214,9790,2821,Normal fuel burn.
13:24:30,UAE201,13108,6143,2217,Normal fuel burn.
13:25:00,UAE201,24013,7859,3171,Normal fuel burn.
13:25:30,UAE201,9382,13991,2450,Normal fuel burn.
13:26:00,UAE201,25671,18903,4552,Normal fuel burn.
13:26:30,UAE201,5698,12862,3600,Normal fuel burn.
13:27:00,UAE201,27684,5934,3833,Normal fuel burn.
13:27:30,UAE201,21016,16607,3960,Normal fuel burn.
13:28:00,UAE201,29360,17039,3963,Normal fuel burn.
13:28:30,UAE201,10795,14864,2803,Normal fuel burn.
13:29:00,UAE201,6640,15963,2970,Normal fuel burn.
13:29:30,UAE201,16556,17122,2150,Normal fuel burn.
13:30:00,UAE201,11279,11289,2992,Normal fuel burn.
13:30:30,UAE201,24992,9850,4163,Normal fuel burn.
13:31:00,UAE201,15282,6874,2437,Normal fuel burn.
13:31:30,UAE201,6167,7725,3710,Normal fuel burn.
13:32:00,UAE201,24360,7959,2654,Normal fuel burn.
13:32:30,UAE201,10781,14227,3208,Normal fuel burn.
13:33:00,UAE201,23441,13150,2022,Normal fuel burn.
13:33:30,UAE201,26979,14981,4504,Normal fuel burn.
13:34:00,UAE201,13634,11761,2020,Normal fuel burn.
13:34:30,UAE201,9413,9848,2231,Normal fuel burn.
13:35:00,UAE201,25724,19309,2752,Normal fuel burn.
13:35:30,UAE201,17172,8706,4335,Normal fuel burn.
13:36:00,UAE201,21580,13356,2056,Normal fuel burn.
13:36:30,UAE201,21336,14479,2278,Normal fuel burn.
13:37:00,UAE201,7598,17964,2654,Normal fuel burn.
13:37:30,UAE201,20236,12293,2550,Normal fuel burn.
13:38:00,UAE201,12861,14695,2097,Normal fuel burn.
13:38:30,UAE201,13742,16139,4031,Normal fuel burn.
13:39:00,UAE201,29087,8362,3680,Normal fuel burn.
13:39:30,UAE201,24959,13259,3359,Normal fuel burn.
13:40:00,UAE201,8108,10732,4468,Normal fuel burn.
13:40:30,UAE201,9962,12535,4216,Normal fuel burn.
13:41:00,UAE201,8777,14560,2036,Normal fuel burn.
13:41:30,UAE201,28451,8768,2531,Normal fuel burn.
13:42:00,UAE201,12624,10758,2214,Normal fuel burn.
13:42:30,UAE201,25131,6480,3197,Normal fuel burn.
13:43:00,UAE201,17824,16761,3592,Normal fuel burn.
13:43:30,UAE201,19585,11053,2186,Normal fuel burn.
13:44:00,UAE201,18454,11890,4885,Normal fuel burn.
13:44:30,UAE201,28423,9853,4644,Normal fuel burn.
13:45:00,UAE201,13057,7044,3169,Normal fuel burn.
13:45:30,UAE201,11314,17468,2150,Normal fuel burn.
13:46:00,UAE201,29353,6007,2882,Normal fuel burn.
13:46:30,UAE201,14800,6047,4026,Normal fuel burn.
13:47:00,UAE201,23395,12866,2187,Normal fuel burn.
13:47:30,UAE201,19852,11483,2295,Normal fuel burn.
13:48:00,UAE201,27550,6105,2137,Normal fuel burn.
13:48:30,UAE201,21984,15943,4319,Normal fuel burn.
13:49:00,UAE201,13980,18137,4901,Normal fuel burn.
13:49:30,UAE201,6344,6714,4624,Normal fuel burn.
13:50:00,UAE201,11829,13244,2423,Normal fuel burn.
13:50:30,UAE201,20512,9591,2356,Normal fuel burn.
13:51:00,UAE201,9271,19473,2002,Normal fuel burn.
13:51:30,UAE201,29077,12690,3488,Normal fuel burn.
13:52:00,UAE201,28652,10537,2273,Normal fuel burn.
13:52:30,UAE201,20590,18378,3277,Normal fuel burn.
13:53:00,UAE201,16081,13443,3231,Normal fuel burn.
13:53:30,UAE201,21596,12797,4510,Normal fuel burn.
13:54:00,UAE201,9480,15930,4497,Normal fuel burn.
13:54:30,UAE201,20026,10219,2236,Normal fuel burn.
13:55:00,UAE201,11678,17511,3032,Normal fuel burn.
13:55:30,UAE201,29604,12394,2249,Normal fuel burn.
13:56:00,UAE201,26913,11541,4793,Normal fuel burn.
13:56:30,UAE201,22278,10339,3066,Normal fuel burn.
13:57:00,UAE201,9721,16660,4019,Normal fuel burn.
13:57:30,UAE201,6325,5333,2775,Normal fuel burn.
13:58:00,UAE201,15217,12398,3585,Normal fuel burn.
13:58:30,UAE201,8241,13894,4926,Normal fuel burn.
13:59:00,UAE201,25634,19529,3220,Normal fuel burn.
13:59:30,UAE201,25127,15150,2641,Normal fuel burn.
14:00:00,UAE201,26475,13974,2104,Normal fuel burn.
14:00:30,UAE201,6224,10396,2030,Normal fuel burn.
14:01:00,UAE201,15162,9617,3272,Normal fuel burn.
14:01:30,UAE201,7834,5930,4835,Normal fuel burn.
14:02:00,UAE201,5576,18102,2599,Normal fuel burn.
14:02:30,UAE201,16954,6363,3950,Normal fuel burn.
14:03:00,UAE201,23830,8723,2749,Normal fuel burn.
14:03:30,UAE201,10369,13792,3347,Normal fuel burn.
14:04:00,UAE201,11104,17313,4343,Normal fuel burn.
14:04:30,UAE201,16230,16136,3003,Normal fuel burn.
14:05:00,UAE201,9484,19719,2458,Normal fuel burn.
14:05:30,UAE201,23611,8289,3390,Normal fuel burn.
14:06:00,UAE201,23440,17496,2769,Normal fuel burn.
14:06:30,UAE201,17187,12646,4405,Normal fuel burn.
14:07:00,UAE201,6693,17018,3114,Normal fuel burn.
14:07:30,UAE201,5684,13339,3554,Normal fuel burn.
14:08:00,UAE201,10343,14928,2060,Normal fuel burn.
14:08:30,UAE201,22331,6259,2583,Normal fuel burn.
14:09:00,UAE201,12701,11211,4961,Normal fuel burn.
14:09:30,UAE201,9052,16460,2095,Normal fuel burn.
14:10:00,UAE201,6043,15974,3874,Normal fuel burn.
14:10:30,UAE201,22652,15387,4570,Normal fuel burn.
14:11:00,UAE201,22668,7653,3161,Normal fuel burn.
14:11:30,UAE201,6114,10691,4274,Normal fuel burn.
14:12:00,UAE201,9189,14247,3953,Normal fuel burn.
14:12:30,UAE201,26010,10232,3570,Normal fuel burn.
14:13:00,UAE201,17330,10152,3725,Normal fuel burn.
14:13:30,UAE201,14810,11604,2052,Normal fuel burn.
14:14:00,UAE201,13506,11228,3698,Normal fuel burn.
14:14:30,UAE201,5341,13368,3089,Normal fuel burn.
14:15:00,UAE201,29438,13813,4327,Normal fuel burn.
14:15:30,UAE201,20780,14372,3524,Normal fuel burn.
14:16:00,UAE201,10322,10826,2482,Normal fuel burn.
14:16:30,UAE201,26507,17519,4123,Normal fuel burn.
14:17:00,UAE201,8191,5827,2230,Normal fuel burn.
14:17:30,UAE201,13227,9559,4086,Normal fuel burn.
14:18:00,UAE201,18144,8678,2317,Normal fuel burn.
14:18:30,UAE201,18669,19379,2453,Normal fuel burn.
14:19:00,UAE201,8414,16082,2872,Normal fuel burn.
14:19:30,UAE201,6162,14181,2512,Normal fuel burn.
14:20:00,UAE201,14998,7829,3829,Normal fuel burn.
14:20:30,UAE201,6650,19036,4245,Normal fuel burn.
14:21:00,UAE201,15383,11174,4964,Normal fuel burn.
14:21:30,UAE201,17904,18999,4061,Normal fuel burn.
14:22:00,UAE201,23671,17984,4992,Normal fuel burn.
14:22:30,UAE201,12361,6650,4179,Normal fuel burn.
14:23:00,UAE201,7006,13000,2788,Normal fuel burn.
14:23:30,UAE201,8935,16780,3550,Normal fuel burn.
14:24:00,UAE201,8724,9755,2290,Normal fuel burn.
14:24:30,UAE201,24217,11122,4810,Normal fuel burn.
14:25:00,UAE201,9335,16369,2537,Normal fuel burn.
14:25:30,UAE201,6180,8504,2927,Normal fuel burn.
14:26:00,UAE201,27613,9972,2974,Normal fuel burn.
14:26:30,UAE201,9228,16732,3102,Normal fuel burn.
14:27:00,UAE201,8627,6722,4316,Normal fuel burn.
14:27:30,UAE201,27184,17544,2363,Normal fuel burn.
14:28:00,UAE201,9826,12802,2474,Normal fuel burn.
14:28:30,UAE201,19999,15192,2237,Normal fuel burn.
14:29:00,UAE201,21070,16332,2969,Normal fuel burn.
14:29:30,UAE201,18336,8694,2481,Normal fuel burn.
14:30:00,UAE201,27339,18072,4960,Normal fuel burn.
14:30:30,UAE201,25675,10071,4168,Normal fuel burn.
14:31:00,UAE201,22612,9237,4134,Normal fuel burn.
14:31:30,UAE201,16805,13338,4820,Normal fuel burn.
14:32:00,UAE201,10909,17477,4650,Normal fuel burn.
14:32:30,UAE201,10403,16824,2666,Normal fuel burn.
14:33:00,UAE201,11900,16026,2157,Normal fuel burn.
14:33:30,UAE201,24954,7707,3668,Normal fuel burn.
14:34:00,UAE201,9358,16414,2256,Normal fuel burn.
14:34:30,UAE201,18973,10661,3878,Normal fuel burn.
14:35:00,UAE201,18292,19375,4472,Normal fuel burn.
14:35:30,UAE201,18343,10861,4461,Normal fuel burn.
14:36:00,UAE201,11481,19111,3162,Normal fuel burn.
14:36:30,UAE201,28356,12682,3252,Normal fuel burn.
14:37:00,UAE201,24726,6944,4815,Normal fuel burn.
14:37:30,UAE201,21476,9486,3797,Normal fuel burn.
14:38:00,UAE201,29205,13425,2989,Normal fuel burn.
14:38:30,UAE201,11350,9728,3817,Normal fuel burn.
14:39:00,UAE201,22945,17047,2550,Normal fuel burn.
14:39:30,UAE201,6250,18256,3910,Normal fuel burn.
14:40:00,UAE201,26049,9179,2775,Normal fuel burn.
14:40:30,UAE201,29683,19078,2540,Normal fuel burn.
14:41:00,UAE201,12887,11700,2852,Normal fuel burn.
14:41:30,UAE201,29920,15956,2436,Normal fuel burn.
14:42:00,UAE201,23102,16572,3927,Normal fuel burn.
14:42:30,UAE201,9911,15452,3496,Normal fuel burn.
14:43:00,UAE201,29403,16560,4078,Normal fuel burn.
14:43:30,UAE201,26320,8425,3023,Normal fuel burn.
14:44:00,UAE201,22913,17163,3302,Normal fuel burn.
14:44:30,UAE201,29930,16213,3636,Normal fuel burn.
14:45:00,UAE201,20112,15093,3237,Normal fuel burn.
14:45:30,UAE201,15199,18669,2700,Normal fuel burn.
14:46:00,UAE201,14188,11899,3721,Normal fuel burn.
14:46:30,UAE201,6179,14891,3365,Normal fuel burn.
14:47:00,UAE201,26676,10648,2135,Normal fuel burn.
14:47:30,UAE201,25413,15850,2609,Normal fuel burn.
14:48:00,UAE201,5195,13761,4654,Normal fuel burn.
14:48:30,UAE201,6417,18685,3768,Normal fuel burn.
14:49:00,UAE201,26966,12960,2505,Normal fuel burn.
14:49:30,UAE201,29703,19894,3483,Normal fuel burn.
14:50:00,UAE201,16704,7702,4738,Normal fuel burn.
14:50:30,UAE201,10896,7568,4766,Normal fuel burn.
14:51:00,UAE201,9956,18163,4330,Normal fuel burn.
14:51:30,UAE201,8074,16508,3534,Normal fuel burn.
14:52:00,UAE201,18337,17270,4714,Normal fuel burn.
14:52:30,UAE201,24129,17844,3195,Normal fuel burn.
14:53:00,UAE201,19036,8639,2700,Normal fuel burn.
14:53:30,UAE201,13452,9079,3868,Normal fuel burn.
14:54:00,UAE201,6605,6786,2082,Normal fuel burn.
14:54:30,UAE201,7371,5461,4621,Normal fuel burn.
14:55:00,UAE201,17635,19558,2883,Normal fuel burn.
14:55:30,UAE201,20247,7262,3638,Normal fuel burn.
14:56:00,UAE201,29213,19307,3017,Normal fuel burn.
14:56:30,UAE201,11959,17804,3074,Normal fuel burn.
14:57:00,UAE201,23677,17700,3981,Normal fuel burn.
14:57:30,UAE201,9714,13649,3272,Normal fuel burn.
14:58:00,UAE201,26204,14917,2638,Normal fuel burn.
14:58:30,UAE201,26249,6685,3929,Normal fuel burn.
14:59:00,UAE201,25115,10545,2596,Normal fuel burn.
14:59:30,UAE201,11730,7480,2123,Normal fuel burn.
15:00:00,UAE201,21846,16260,4352,Normal fuel burn.
15:00:30,UAE201,5155,10547,4453,Normal fuel burn.
15:01:00,UAE201,22296,9497,3726,Normal fuel burn.
15:01:30,UAE201,11223,11083,2195,Normal fuel burn.
15:02:00,UAE201,12814,11652,4690,Normal fuel burn.
15:02:30,UAE201,6788,6812,4561,Normal fuel burn.
15:03:00,UAE201,17913,7747,3512,Normal fuel burn.
15:03:30,UAE201,16003,17129,3540,Normal fuel burn.
15:04:00,UAE201,9639,8717,3652,Normal fuel burn.
15:04:30,UAE201,13074,8557,2087,Normal fuel burn.
15:05:00,UAE201,21321,17966,4901,Normal fuel burn.
15:05:30,UAE201,17085,10556,3972,Normal fuel burn.
15:06:00,UAE201,10460,17128,2692,Normal fuel burn.
15:06:30,UAE201,11531,10500,3773,Normal fuel burn.
15:07:00,UAE201,8318,14971,4523,Normal fuel burn.
15:07:30,UAE201,7833,17552,3999,Normal fuel burn.
15:08:00,UAE201,8876,14681,3028,Normal fuel burn.
15:08:30,UAE201,18964,9038,4200,Normal fuel burn.
15:09:00,UAE201,20048,11023,4481,Normal fuel burn.
15:09:30,UAE201,10165,5713,3765,Normal fuel burn.
15:10:00,UAE201,27696,18066,3385,Normal fuel burn.
15:10:30,UAE201,9243,15802,2374,Normal fuel burn.
15:11:00,UAE201,7354,7277,3875,Normal fuel burn.
15:11:30,UAE201,6553,17348,2276,Normal fuel burn.
15:12:00,UAE201,5267,5337,3616,Normal fuel burn.
15:12:30,UAE201,16311,13841,2775,Normal fuel burn.
15:13:00,UAE201,24578,14140,4511,Normal fuel burn.
15:13:30,UAE201,16318,8210,3583,Normal fuel burn.
15:14:00,UAE201,8267,5666,2671,Normal fuel burn.
15:14:30,UAE201,24622,14665,3472,Normal fuel burn.
15:15:00,UAE201,27082,14639,2302,Normal fuel burn.
15:15:30,UAE201,22056,11140,4817,Normal fuel burn.
15:16:00,UAE201,7112,19519,4346,Normal fuel burn.
15:16:30,UAE201,19047,16299,4789,Normal fuel burn.
15:17:00,UAE201,6153,15577,4764,Normal fuel burn.
15:17:30,UAE201,14894,11797,4427,Normal fuel burn.
15:18:00,UAE201,8455,6764,3378,Normal fuel burn.
15:18:30,UAE201,13497,8001,4935,Normal fuel burn.
15:19:00,UAE201,6084,5713,3099,Normal fuel burn.
15:19:30,UAE201,9980,12827,3733,Normal fuel burn.
15:20:00,UAE201,19563,14114,2229,Normal fuel burn.
15:20:30,UAE201,9760,15787,3986,Normal fuel burn.
15:21:00,UAE201,15398,6787,2016,Normal fuel burn.
15:21:30,UAE201,7624,8701,3117,Normal fuel burn.
15:22:00,UAE201,10929,9292,2216,Normal fuel burn.
15:22:30,UAE201,29016,16775,4953,Normal fuel burn.
15:23:00,UAE201,5913,11743,2753,Normal fuel burn.
15:23:30,UAE201,24228,7548,3591,Normal fuel burn.
15:24:00,UAE201,19022,13663,4491,Normal fuel burn.
15:24:30,UAE201,22825,10654,2628,Normal fuel burn.
15:25:00,UAE201,26072,11112,4553,Normal fuel burn.
15:25:30,UAE201,12336,8404,2302,Normal fuel burn.
15:26:00,UAE201,5547,14733,3157,Normal fuel burn.
15:26:30,UAE201,13779,11739,2106,Normal fuel burn.
